NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
CINEMARK RIOMAR RECIFE 2;5004222;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;116;4;1;1;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 3;5004223;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;231;5;3;3;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 4;5004224;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;231;5;3;3;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 5;5004225;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;152;4;1;1;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 6;5004226;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;152;4;1;1;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 7;5004227;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;185;4;1;1;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 8;5004228;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;29/03/2014;231;5;3;3;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 9;5004229;00.779.721/0059-68;EM FUNCIONAMENTO;24/06/2021;21/12/2012;231;5;3;3;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;24/06/2021;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 1;5004248;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;232;5;3;3;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 2;5004249;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;352;6;4;4;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 3;5004250;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;178;4;1;1;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 4;5004251;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;178;4;1;1;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 5;5004252;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;288;6;3;3;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 6;5004253;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;288;6;3;3;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 7;5004254;00.779.721/0057-04;FECHADO;01/08/2024;08/02/2013;282;5;3;3;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;FECHADO;01/08/2024;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500;;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 01;5004496;00.779.721/0061-82;EM FUNCIONAMENTO;24/04/2021;18/12/2013;364;6;;;NÃO;NÃO;NÃO;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;24/04/2021;;AV KENNEDY;700;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 02;5004497;00.779.721/0061-82;EM FUNCIONAMENTO;24/04/2021;18/12/2013;168;4;;;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;24/04/2021;;AV KENNEDY;700;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 03;5004498;00.779.721/0061-82;EM FUNCIONAMENTO;24/04/2021;18/12/2013;168;4;;;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;24/04/2021;;AV KENNEDY;700;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 04;5004499;00.779.721/0061-82;EM FUNCIONAMENTO;24/04/2021;18/12/2013;168;4;;;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;24/04/2021;;AV KENNEDY;700;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 05;5004500;00.779.721/0061-82;EM FUNCIONAMENTO;24/04/2021;18/12/2013;250;4;;;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;24/04/2021;;AV KENNEDY;700;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 01;5005231;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;283;6;3;6;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 02;5005232;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;298;6;3;6;SIM;NÃO;NÃO;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 03;5005233;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;127;4;1;4;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 04;5005234;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;127;4;1;4;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 05;5005235;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;168;4;1;4;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 06;5005236;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;184;4;1;4;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 07;5005237;00.779.721/0063-44;EM FUNCIONAMENTO;24/04/2021;17/04/2015;166;4;1;4;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;24/04/2021;;AV. RAIMUNDO PEREIRA MAGALHÃES;1465;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 01;5004749;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;500;6;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 02;5004750;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;161;4;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 03;5004751;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;163;4;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 04;5004752;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;163;4;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 05;5004753;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;163;4;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 06;5004754;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;311;6;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 07;5004755;00.779.721/0066-97;EM FUNCIONAMENTO;08/08/2021;30/04/2014;138;4;;;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;08/08/2021;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 01;5004742;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;127;2;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 02;5004743;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;260;4;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 03;5004744;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;230;4;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 04;5004745;00.779.721/0069-30;EM FUNCIONAMENTO;01/07/2021;18/06/2014;230;4;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 05;5004746;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;137;2;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 06;5004747;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;193;2;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 07;5004748;00.779.721/0069-30;EM FUNCIONAMENTO;24/04/2021;18/06/2014;380;6;;;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;24/04/2021;;AV.4 PAA 10,292/PAL38,863;2002;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 01;5004489;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;193;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 02;5004490;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;193;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 03;5004491;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;244;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 04;5004492;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;334;6;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 05;5004493;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;244;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 06;5004494;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;193;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 07;5004495;00.779.721/0068-59;EM FUNCIONAMENTO;18/07/2021;05/11/2013;193;4;;;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;18/07/2021;;AV PERIMETRAL NORTE;8303;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 01;5005238;00.779.721/0065-06;EM FUNCIONAMENTO;24/04/2021;30/04/2015;435;9;5;10;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;24/04/2021;;AV. OTTO BAUMGART;500;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 02;5005239;00.779.721/0065-06;EM FUNCIONAMENTO;24/04/2021;30/04/2015;118;4;1;2;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;24/04/2021;;AV. OTTO BAUMGART;500;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 03;5005240;00.779.721/0065-06;EM FUNCIONAMENTO;24/04/2021;30/04/2015;118;4;1;2;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;24/04/2021;;AV. OTTO BAUMGART;500;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 01;5004756;00.779.721/0067-78;EM FUNCIONAMENTO;24/04/2021;13/02/2014;409;6;;;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;24/04/2021;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 02;5004757;00.779.721/0067-78;EM FUNCIONAMENTO;24/04/2021;13/02/2014;240;4;;;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;24/04/2021;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 03;5004758;00.779.721/0067-78;EM FUNCIONAMENTO;24/04/2021;13/02/2014;240;4;;;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;24/04/2021;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
