NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
MULTIPLEX PATIO RORAIMA - SALA 4;5005029;03.608.600/0035-74;EM FUNCIONAMENTO;31/03/2022;26/02/2015;181;4;1;3;SIM;NÃO;SIM;MULTIPLEX PATIO RORAIMA;29179;EM FUNCIONAMENTO;29/04/2021;cinearaujo.com.br;AV. JOÃO ALENCAR ;2181;porta 2181;CAUAME;BOA VISTA;69300-000;RR;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX PATIO RORAIMA - SALA 5;5005030;03.608.600/0035-74;EM FUNCIONAMENTO;29/04/2021;26/02/2015;248;5;2;3;SIM;NÃO;SIM;MULTIPLEX PATIO RORAIMA;29179;EM FUNCIONAMENTO;29/04/2021;cinearaujo.com.br;AV. JOÃO ALENCAR ;2181;porta 2181;CAUAME;BOA VISTA;69300-000;RR;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX TABOÃO I (STADIUM);5001265;03.608.600/0011-05;EM FUNCIONAMENTO;29/04/2021;01/07/2002;259;6;0;1;SIM;NÃO;SIM;MULTIPLEX TABOÃO;4378;EM FUNCIONAMENTO;29/04/2021;HTTP://;RUA REGIS BITENCOURT;2643;KM 271,5;CIDADE INTERCAP;TABOÃO DA SERRA;06768-200;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX TABOÃO II (STADIUM);5001266;03.608.600/0011-05;EM FUNCIONAMENTO;31/03/2022;01/07/2002;279;6;0;1;SIM;NÃO;SIM;MULTIPLEX TABOÃO;4378;EM FUNCIONAMENTO;29/04/2021;HTTP://;RUA REGIS BITENCOURT;2643;KM 271,5;CIDADE INTERCAP;TABOÃO DA SERRA;06768-200;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX TABOÃO III (STADIUM);5001267;03.608.600/0011-05;EM FUNCIONAMENTO;29/04/2021;01/07/2002;279;6;0;1;SIM;NÃO;SIM;MULTIPLEX TABOÃO;4378;EM FUNCIONAMENTO;29/04/2021;HTTP://;RUA REGIS BITENCOURT;2643;KM 271,5;CIDADE INTERCAP;TABOÃO DA SERRA;06768-200;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX TABOÃO IV (STADIUM);5001268;03.608.600/0011-05;EM FUNCIONAMENTO;29/04/2021;01/07/2002;367;8;0;1;SIM;NÃO;SIM;MULTIPLEX TABOÃO;4378;EM FUNCIONAMENTO;29/04/2021;HTTP://;RUA REGIS BITENCOURT;2643;KM 271,5;CIDADE INTERCAP;TABOÃO DA SERRA;06768-200;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX TABOÃO V (STADIUM);5001269;03.608.600/0011-05;EM FUNCIONAMENTO;29/04/2021;01/07/2002;367;8;0;1;SIM;NÃO;SIM;MULTIPLEX TABOÃO;4378;EM FUNCIONAMENTO;29/04/2021;HTTP://;RUA REGIS BITENCOURT;2643;KM 271,5;CIDADE INTERCAP;TABOÃO DA SERRA;06768-200;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 01;5004991;03.608.600/0036-55;EM FUNCIONAMENTO;28/06/2021;11/12/2014;78;3;0;0;SIM;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 02;5004992;03.608.600/0036-55;EM FUNCIONAMENTO;28/06/2021;11/12/2014;165;4;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 03;5004993;03.608.600/0036-55;EM FUNCIONAMENTO;31/03/2022;11/12/2014;212;3;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 04;5004994;03.608.600/0036-55;EM FUNCIONAMENTO;28/06/2021;11/12/2014;278;6;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 05;5004995;03.608.600/0036-55;EM FUNCIONAMENTO;28/06/2021;11/12/2014;284;6;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIA NORTE MANAUS SALA 06;5004996;03.608.600/0036-55;EM FUNCIONAMENTO;17/03/2022;11/12/2014;99;4;0;1;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;28802;EM FUNCIONAMENTO;28/06/2021;www.cinearaujo.com.br;AV. ARQUITETO JOSÉ HENRIQUE BENTO RODRIGUES;3760;ESP. COM. N200Y;MONTE DAS OLIVEIRAS;MANAUS;69093-149;AM;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VIC CENTER - CINE VILLA DRIVE-IN;5006576;26.195.557/0002-08;FECHADO;15/09/2021;26/06/2020;50;2;0;0;NÃO;NÃO;SIM;MULTIPLEX VIC CENTER SANTA BARBARA;37911;EM FUNCIONAMENTO;03/06/2021;;R. DO OSMIO ;975;SOBRELOJA;JD MOLLON;SANTA BÁRBARA D'OESTE;13456-625;SP;NÃO;COMERCIAL;TOTALCINE CINEMATOGRAFICA LTDA;34798;26.195.557/0001-19;REGULAR;TOTALCINE
MULTIPLEX VIC CENTER SALA 01;5005899;26.195.557/0002-08;EM FUNCIONAMENTO;03/06/2021;18/08/2017;99;3;0;0;NÃO;NÃO;SIM;MULTIPLEX VIC CENTER SANTA BARBARA;37911;EM FUNCIONAMENTO;03/06/2021;;R. DO OSMIO ;975;SOBRELOJA;JD MOLLON;SANTA BÁRBARA D'OESTE;13456-625;SP;NÃO;COMERCIAL;TOTALCINE CINEMATOGRAFICA LTDA;34798;26.195.557/0001-19;REGULAR;TOTALCINE
MULTIPLEX VIC CENTER SALA 02;5005900;26.195.557/0002-08;EM FUNCIONAMENTO;03/06/2021;18/08/2017;209;4;;;NÃO;NÃO;SIM;MULTIPLEX VIC CENTER SANTA BARBARA;37911;EM FUNCIONAMENTO;03/06/2021;;R. DO OSMIO ;975;SOBRELOJA;JD MOLLON;SANTA BÁRBARA D'OESTE;13456-625;SP;NÃO;COMERCIAL;TOTALCINE CINEMATOGRAFICA LTDA;34798;26.195.557/0001-19;REGULAR;TOTALCINE
MULTIPLEX VIC CENTER SALA 03;5005901;26.195.557/0002-08;EM FUNCIONAMENTO;03/06/2021;18/08/2017;216;4;;;NÃO;NÃO;SIM;MULTIPLEX VIC CENTER SANTA BARBARA;37911;EM FUNCIONAMENTO;03/06/2021;;R. DO OSMIO ;975;SOBRELOJA;JD MOLLON;SANTA BÁRBARA D'OESTE;13456-625;SP;NÃO;COMERCIAL;TOTALCINE CINEMATOGRAFICA LTDA;34798;26.195.557/0001-19;REGULAR;TOTALCINE
MULTIPLEX VIC CENTER SALA 04;5005902;26.195.557/0002-08;EM FUNCIONAMENTO;03/06/2021;18/08/2017;216;4;;;NÃO;NÃO;SIM;MULTIPLEX VIC CENTER SANTA BARBARA;37911;EM FUNCIONAMENTO;03/06/2021;;R. DO OSMIO ;975;SOBRELOJA;JD MOLLON;SANTA BÁRBARA D'OESTE;13456-625;SP;NÃO;COMERCIAL;TOTALCINE CINEMATOGRAFICA LTDA;34798;26.195.557/0001-19;REGULAR;TOTALCINE
MULTIPLEX VOLTA REDONDA I;5006122;03.608.600/0039-06;EM FUNCIONAMENTO;31/03/2022;08/11/2018;247;5;3;3;SIM;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VOLTA REDONDA II;5006123;03.608.600/0039-06;EM FUNCIONAMENTO;29/04/2021;08/11/2018;245;5;3;4;NÃO;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VOLTA REDONDA III;5006124;03.608.600/0039-06;EM FUNCIONAMENTO;29/04/2021;08/11/2018;128;4;1;1;NÃO;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VOLTA REDONDA IV;5006125;03.608.600/0039-06;EM FUNCIONAMENTO;29/04/2021;08/11/2018;128;4;1;1;SIM;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VOLTA REDONDA V;5006126;03.608.600/0039-06;EM FUNCIONAMENTO;29/04/2021;08/11/2018;116;4;0;0;NÃO;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX VOLTA REDONDA VI;5006127;03.608.600/0039-06;EM FUNCIONAMENTO;29/04/2021;08/11/2018;117;4;0;0;SIM;NÃO;SIM;MULTIPLEX VOLTA REDONDA;41384;EM FUNCIONAMENTO;29/04/2021;www.cineaaraujo.com.br;RODOVIA DOS METALÚRGICOS;1189;;SÃO GERALDO;VOLTA REDONDA;27253-005;RJ;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
ESPAÇO MUSEU DA REPÚBLICA;5000874;01.425.583/0006-70;FECHADO;17/03/2014;15/11/2001;75;;;;SIM;NÃO;SIM;MUSEU DA REPÚBLICA;2746;FECHADO;17/03/2014;HTTP://;RUA DO CATETE;153;;CATETE;RIO DE JANEIRO;22220-001;RJ;NÃO;COMERCIAL;CIRCUITO CINEARTE LTDA;1083;01.425.583/0001-65;REGULAR;ESPAÇO
CINE CYBER PLANET;5001878;05.635.242/0001-75;FECHADO;22/09/2011;23/02/2006;150;;;;NÃO;NÃO;NÃO;NILSON HITOSHI KARIMATA - ME;6654;FECHADO;22/09/2011;HTTP://;RUA NAVARRO DE ANDRADE Nº 538;;;CENTRO;ADAMANTINA;17800-000;SP;NÃO;COMERCIAL;NILSON HITOSHI KARIMATA - ME;6099;05.635.242/0001-75;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA 01;5003168;47.772.967/0001-55;FECHADO;09/03/2012;17/05/1977;240;;;;NÃO;NÃO;NÃO;NOBORU FUKUMOTO SS LTDA;19655;FECHADO;09/03/2012;;RUA SHITIRO MAEJI, 500;;;CENTRO;REGISTRO;11900-000;SP;NÃO;COMERCIAL;NOBORU FUKUMOTO SS LTDA;19654;47.772.967/0001-55;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BOURBON 1;5000976;94.956.703/0002-12;FECHADO;30/11/2006;;255;;;;NÃO;NÃO;NÃO;NOVATELA CINEMATOGRÁFICA LTDA;3064;FECHADO;17/09/2009;HTTP://WWW.GNCCINEMAS.COM.BR;AV. ASSIS BRASIL, 164;;LOJAS 201/202;PASSO D´AREIA;PORTO ALEGRE;91010-000;RS;NÃO;COMERCIAL;NOVATELA CINEMATOGRÁFICA LTDA - BAIXADA;3063;94.956.703/0001-31;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BOURBON 2;5000977;94.956.703/0003-01;FECHADO;30/11/2006;;256;;;;NÃO;NÃO;NÃO;NOVATELA CINEMATOGRÁFICA LTDA;3064;FECHADO;17/09/2009;HTTP://WWW.GNCCINEMAS.COM.BR;AV. ASSIS BRASIL, 164;;LOJAS 201/202;PASSO D´AREIA;PORTO ALEGRE;91010-000;RS;NÃO;COMERCIAL;NOVATELA CINEMATOGRÁFICA LTDA - BAIXADA;3063;94.956.703/0001-31;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
NOVO CINE CAXAMBU;5001776;03.818.831/0002-44;FECHADO;07/02/2019;02/04/2001;280;4;4;6;SIM;NÃO;SIM;NOVO CINE CAXAMBU;5650;FECHADO;07/02/2019;cineminas.com.br;PRAÇA 16 DE SETEMBRO;34;;CENTRO;CAXAMBU;37440-000;MG;NÃO;COMERCIAL;CINEMANIACA EXIBIDORA DE FILMES CINEMATOGRÁFICOS LTDA-ME;5649;03.818.831/0001-63;IRREGULAR;CINEMINAS
SALA NOVO CINE VOTUPORANGA 1;5006671;40.212.580/0001-03;EM FUNCIONAMENTO;03/06/2021;27/05/2021;156;4;2;2;SIM;NÃO;SIM;NOVO CINE VOTUPORANGA;48346;EM FUNCIONAMENTO;03/06/2021;;PRACA DOUTOR FERNANDO COSTA;3367;Terreo-Direita;Patrimonio Novo;VOTUPORANGA;15500-012;SP;NÃO;COMERCIAL;ARENA CINEMATOGRAFIA LTDA;48168;40.212.580/0001-03;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA NUCLEO - JARDIM IGUATEMI 01;5007080;50.201.476/0002-40;EM FUNCIONAMENTO;04/01/2024;04/01/2024;188;3;3;3;NÃO;NÃO;NÃO;NUCLEO CINEMAS - JARDIM IGUATEMI;57032;EM FUNCIONAMENTO;04/01/2024;;AVENIDA RAGUEB CHOHFI;4831;;JARDIM IGUATEMI;SÃO PAULO;08380-330;SP;NÃO;COMERCIAL;NUCLEO CINEMAS LTDA;54359;50.201.476/0001-69;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA NUCLEO - JARDIM IGUATEMI 02;5007081;50.201.476/0002-40;EM FUNCIONAMENTO;04/01/2024;04/01/2024;190;3;3;3;NÃO;NÃO;NÃO;NUCLEO CINEMAS - JARDIM IGUATEMI;57032;EM FUNCIONAMENTO;04/01/2024;;AVENIDA RAGUEB CHOHFI;4831;;JARDIM IGUATEMI;SÃO PAULO;08380-330;SP;NÃO;COMERCIAL;NUCLEO CINEMAS LTDA;54359;50.201.476/0001-69;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA NUCLEO - JARDIM IGUATEMI 03;5007082;50.201.476/0002-40;EM FUNCIONAMENTO;04/01/2024;04/01/2024;205;4;4;4;NÃO;NÃO;NÃO;NUCLEO CINEMAS - JARDIM IGUATEMI;57032;EM FUNCIONAMENTO;04/01/2024;;AVENIDA RAGUEB CHOHFI;4831;;JARDIM IGUATEMI;SÃO PAULO;08380-330;SP;NÃO;COMERCIAL;NUCLEO CINEMAS LTDA;54359;50.201.476/0001-69;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
NUCLEO - 01;5007002;50.201.476/0001-69;FECHADO TEMPORARIAMENTE;30/10/2023;29/06/2023;466;4;4;4;SIM;SIM;NÃO;NUCLEO CINEMAS - NUCLEO KARAJAS;54360;FECHADO TEMPORARIAMENTE;30/10/2023;;AV KARAJÁ;0;;NUCLEO URBANO DE CARAJAS;PARAUAPEBAS;68516-000;PA;NÃO;COMERCIAL;NUCLEO CINEMAS LTDA;54359;50.201.476/0001-69;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
OPUS DESIGN PROGRAMAÇÃO VISUAL LTDA;5002604;01.190.399/0001-83;FECHADO;31/12/2015;01/12/2008;150;;;;NÃO;NÃO;NÃO;OPUS DESIGN PROGRAMAÇÃO VISUAL LTDA ME;15703;FECHADO;31/12/2015;;RUA LEITE LEAL 33;;45;LARANJEIRAS;RIO DE JANEIRO;22240-100;RJ;NÃO;COMERCIAL;OPUS DESIGN PROGRAMAÇÃO VISUAL LTDA ME;15702;01.190.399/0001-83;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ORIENT CINEMAS RIVER SHOPPING SALA 01;5000550;14.714.331/0018-46;EM FUNCIONAMENTO;03/12/2020;26/01/1996;191;1;;;NÃO;NÃO;SIM;ORIENT CINEMAS RIVER SHOPPING;1671;EM FUNCIONAMENTO;03/12/2020;www.orientcinemas.com.br;AV. MONSENHOR ANGELO SAMPAIO, S/N;100;RIVER SHOPPING LOJAS 66A-66B;CENTRO;PETROLINA;56332-175;PE;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS RIVER SHOPPING SALA 02;5000551;14.714.331/0018-46;EM FUNCIONAMENTO;27/11/2021;26/01/1996;180;;;;NÃO;NÃO;SIM;ORIENT CINEMAS RIVER SHOPPING;1671;EM FUNCIONAMENTO;03/12/2020;www.orientcinemas.com.br;AV. MONSENHOR ANGELO SAMPAIO, S/N;100;RIVER SHOPPING LOJAS 66A-66B;CENTRO;PETROLINA;56332-175;PE;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS RIVER SHOPPING SALA 03;5003064;14.714.331/0018-46;EM FUNCIONAMENTO;03/12/2020;30/04/2011;200;1;;;NÃO;NÃO;SIM;ORIENT CINEMAS RIVER SHOPPING;1671;EM FUNCIONAMENTO;03/12/2020;www.orientcinemas.com.br;AV. MONSENHOR ANGELO SAMPAIO, S/N;100;RIVER SHOPPING LOJAS 66A-66B;CENTRO;PETROLINA;56332-175;PE;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS RIVER SHOPPING SALA 04;5003065;14.714.331/0018-46;EM FUNCIONAMENTO;25/11/2021;30/04/2011;180;;;;NÃO;NÃO;SIM;ORIENT CINEMAS RIVER SHOPPING;1671;EM FUNCIONAMENTO;03/12/2020;www.orientcinemas.com.br;AV. MONSENHOR ANGELO SAMPAIO, S/N;100;RIVER SHOPPING LOJAS 66A-66B;CENTRO;PETROLINA;56332-175;PE;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS RIVER SHOPPING SALA 01;5000552;14.714.331/0020-60;FECHADO;01/10/2017;22/04/1996;212;;;;NÃO;NÃO;SIM;ORIENT CINEMAS SHOPPING CENTER LAPA;1668;FECHADO;01/10/2017;www.orientcinemas.com.br;RUA PORTÃO DA PIEDADE, 155;155;PAV L3 - LOJA 365/366;LAPA PIEDADE;SALVADOR;40070-045;BA;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS RIVER SHOPPING SALA 02;5000553;14.714.331/0020-60;FECHADO;01/10/2017;22/04/1996;193;;;;NÃO;NÃO;SIM;ORIENT CINEMAS SHOPPING CENTER LAPA;1668;FECHADO;01/10/2017;www.orientcinemas.com.br;RUA PORTÃO DA PIEDADE, 155;155;PAV L3 - LOJA 365/366;LAPA PIEDADE;SALVADOR;40070-045;BA;NÃO;COMERCIAL;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;1660;14.714.331/0001-06;REGULAR;ORIENT
ORIENT CINEMAS SHOPPING SERRINHA - SALA 1;5005251;04.547.950/0002-72;FECHADO;16/12/2021;07/02/2015;211;2;;3;SIM;NÃO;SIM;ORIENT CINEMAS SHOPPING SERRINHA;30607;FECHADO;16/12/2021;www.orientcinemas.com.br;RUA LAURO MOTA, SHOPPING SERRINHA;0;TÉRREO, LJ. 136;GINÁSIO;SERRINHA;48700-000;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEMAS SHOPPING SERRINHA - SALA 2;5005252;04.547.950/0002-72;FECHADO;16/12/2021;07/02/2015;211;2;;3;SIM;NÃO;SIM;ORIENT CINEMAS SHOPPING SERRINHA;30607;FECHADO;16/12/2021;www.orientcinemas.com.br;RUA LAURO MOTA, SHOPPING SERRINHA;0;TÉRREO, LJ. 136;GINÁSIO;SERRINHA;48700-000;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEPLACE BOULEVARD SHOPPING - SALA 1;5001660;04.547.950/0001-91;EM FUNCIONAMENTO;04/12/2020;17/08/2001;243;2;;;SIM;NÃO;NÃO;ORIENT CINEPLACE BOULEVARD SHOPPING;6630;EM FUNCIONAMENTO;04/12/2020;http://www.orientcinemas.com.br;AV. JOÃO DURVAL CARNEIRO;3665;SHOP. IGUATEMI;CAMPO DO GADO;FEIRA DE SANTANA;44052-064;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEPLACE BOULEVARD SHOPPING - SALA 2;5001661;04.547.950/0001-91;EM FUNCIONAMENTO;12/11/2021;17/08/2001;160;2;;;NÃO;NÃO;NÃO;ORIENT CINEPLACE BOULEVARD SHOPPING;6630;EM FUNCIONAMENTO;04/12/2020;http://www.orientcinemas.com.br;AV. JOÃO DURVAL CARNEIRO;3665;SHOP. IGUATEMI;CAMPO DO GADO;FEIRA DE SANTANA;44052-064;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEPLACE BOULEVARD SHOPPING - SALA 3;5001662;04.547.950/0001-91;EM FUNCIONAMENTO;04/12/2020;17/08/2001;167;2;;;SIM;NÃO;NÃO;ORIENT CINEPLACE BOULEVARD SHOPPING;6630;EM FUNCIONAMENTO;04/12/2020;http://www.orientcinemas.com.br;AV. JOÃO DURVAL CARNEIRO;3665;SHOP. IGUATEMI;CAMPO DO GADO;FEIRA DE SANTANA;44052-064;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEPLACE BOULEVARD SHOPPING - SALA 4;5001663;04.547.950/0001-91;EM FUNCIONAMENTO;11/02/2022;17/08/2001;264;2;;;SIM;NÃO;NÃO;ORIENT CINEPLACE BOULEVARD SHOPPING;6630;EM FUNCIONAMENTO;04/12/2020;http://www.orientcinemas.com.br;AV. JOÃO DURVAL CARNEIRO;3665;SHOP. IGUATEMI;CAMPO DO GADO;FEIRA DE SANTANA;44052-064;BA;NÃO;COMERCIAL;FEIRA PLEXCINE LTDA.;2869;04.547.950/0001-91;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 01;5004906;19.805.153/0001-34;EM FUNCIONAMENTO;10/07/2021;02/05/2014;219;4;;3;SIM;NÃO;SIM;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;EM FUNCIONAMENTO;10/07/2021;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;63041-145;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 02;5004907;19.805.153/0001-34;EM FUNCIONAMENTO;10/07/2021;02/05/2014;448;7;;5;SIM;NÃO;SIM;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;EM FUNCIONAMENTO;10/07/2021;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;63041-145;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
