NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
CINEMARK BRAGANÇA GARDEN SHOPPING SALA 02,EM FUNCIONAMENTO,24/04/2021,179.0,4.0,2.0,4.0,SIM,NÃO,SIM,BRAGANÇA PAULISTA,12918-001,SP,REGULAR
CINEMARK BRAGANÇA GARDEN SHOPPING SALA 03,EM FUNCIONAMENTO,24/04/2021,195.0,4.0,2.0,4.0,SIM,NÃO,SIM,BRAGANÇA PAULISTA,12918-001,SP,REGULAR
CINEMARK BRAGANÇA GARDEN SHOPPING SALA 04,EM FUNCIONAMENTO,24/04/2021,179.0,4.0,2.0,4.0,SIM,NÃO,SIM,BRAGANÇA PAULISTA,12918-001,SP,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 01,EM FUNCIONAMENTO,17/06/2021,212.0,5.0,2.0,4.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 02,EM FUNCIONAMENTO,17/06/2021,196.0,5.0,2.0,4.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 03,EM FUNCIONAMENTO,05/03/2022,196.0,5.0,2.0,4.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 04,EM FUNCIONAMENTO,17/06/2021,212.0,5.0,2.0,4.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 05,EM FUNCIONAMENTO,17/06/2021,231.0,5.0,2.0,6.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK FOZ DO IGUAÇU SALA 06,EM FUNCIONAMENTO,17/06/2021,231.0,5.0,2.0,6.0,SIM,NÃO,SIM,FOZ DO IGUAÇU,85853-000,PR,REGULAR
CINEMARK CAMAÇARI SALA 01,EM FUNCIONAMENTO,22/05/2021,169.0,4.0,2.0,4.0,SIM,NÃO,SIM,CAMAÇARI,42800-970,BA,REGULAR
CINEMARK CAMAÇARI SALA 02,EM FUNCIONAMENTO,22/05/2021,292.0,6.0,3.0,6.0,SIM,NÃO,SIM,CAMAÇARI,42800-970,BA,REGULAR
CINEMARK CAMAÇARI SALA 03,EM FUNCIONAMENTO,22/05/2021,154.0,4.0,2.0,4.0,SIM,NÃO,SIM,CAMAÇARI,42800-970,BA,REGULAR
CINEMARK CAMAÇARI SALA 04,EM FUNCIONAMENTO,22/05/2021,154.0,4.0,2.0,4.0,SIM,NÃO,SIM,CAMAÇARI,42800-970,BA,REGULAR
CINEMARK CAMAÇARI SALA 05,EM FUNCIONAMENTO,22/05/2021,154.0,4.0,2.0,4.0,SIM,NÃO,SIM,CAMAÇARI,42800-970,BA,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 01,EM FUNCIONAMENTO,24/04/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 02,EM FUNCIONAMENTO,24/04/2021,135.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 03,EM FUNCIONAMENTO,24/04/2021,136.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 04,EM FUNCIONAMENTO,24/04/2021,147.0,3.0,1.0,2.0,NÃO,NÃO,NÃO,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 05,EM FUNCIONAMENTO,24/04/2021,66.0,3.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK SHOPPING IGUATEMI SP SALA 06,EM FUNCIONAMENTO,24/04/2021,80.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,01489-900,SP,REGULAR
CINEMARK FLAMBOYANT SALA 01,EM FUNCIONAMENTO,18/07/2021,368.0,6.0,4.0,4.0,NÃO,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 02,EM FUNCIONAMENTO,18/07/2021,132.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 03,EM FUNCIONAMENTO,18/07/2021,170.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 04,EM FUNCIONAMENTO,08/10/2021,170.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 05,EM FUNCIONAMENTO,18/07/2021,170.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 06,EM FUNCIONAMENTO,18/07/2021,170.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 07,EM FUNCIONAMENTO,18/07/2021,242.0,6.0,3.0,3.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK FLAMBOYANT SALA 08,EM FUNCIONAMENTO,18/07/2021,319.0,6.0,4.0,4.0,SIM,NÃO,SIM,GOIÂNIA,74810-907,GO,REGULAR
CINEMARK NOVO HAMBURGO 01,EM FUNCIONAMENTO,21/05/2021,240.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,NOVO HAMBURGO,93320-021,RS,REGULAR
CINEMARK NOVO HAMBURGO 02,EM FUNCIONAMENTO,21/05/2021,134.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NOVO HAMBURGO,93320-021,RS,REGULAR
CINEMARK NOVO HAMBURGO 03,EM FUNCIONAMENTO,21/05/2021,148.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NOVO HAMBURGO,93320-021,RS,REGULAR
CINEMARK NOVO HAMBURGO 04,EM FUNCIONAMENTO,21/05/2021,149.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NOVO HAMBURGO,93320-021,RS,REGULAR
CINEMARK NOVO HAMBURGO 05,EM FUNCIONAMENTO,21/05/2021,151.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NOVO HAMBURGO,93320-021,RS,REGULAR
CINEMARK WALLIG 01,EM FUNCIONAMENTO,21/05/2021,159.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK WALLIG 02,EM FUNCIONAMENTO,21/05/2021,218.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK WALLIG 03,EM FUNCIONAMENTO,04/11/2021,217.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK WALLIG 04,EM FUNCIONAMENTO,21/05/2021,231.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK WALLIG 05,EM FUNCIONAMENTO,21/05/2021,245.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK WALLIG IMAX 08,EM FUNCIONAMENTO,21/05/2021,342.0,4.0,0.0,5.0,NÃO,NÃO,SIM,PORTO ALEGRE,91010-002,RS,REGULAR
CINEMARK SÃO GONÇALO 01,EM FUNCIONAMENTO,26/04/2021,271.0,9.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK SÃO GONÇALO 02,EM FUNCIONAMENTO,20/05/2021,272.0,8.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK SÃO GONÇALO 03,EM FUNCIONAMENTO,27/01/2022,194.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK SÃO GONÇALO 04,EM FUNCIONAMENTO,05/03/2022,118.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK SÃO GONÇALO 05,EM FUNCIONAMENTO,26/04/2021,143.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK SÃO GONÇALO 06,EM FUNCIONAMENTO,05/03/2022,137.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,SÃO GONÇALO,22445-000,RJ,REGULAR
CINEMARK ITABUNA 01,EM FUNCIONAMENTO,06/05/2021,193.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,ITABUNA,45605-905,BA,REGULAR
CINEMARK ITABUNA 02,EM FUNCIONAMENTO,06/05/2021,193.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,ITABUNA,45605-905,BA,REGULAR
CINEMARK ITABUNA 03,EM FUNCIONAMENTO,06/05/2021,213.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,ITABUNA,45605-905,BA,REGULAR
CINEMARK ITABUNA 04,EM FUNCIONAMENTO,06/05/2021,152.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,ITABUNA,45605-905,BA,REGULAR
CINEMARK URUPEMA 01,EM FUNCIONAMENTO,04/07/2023,165.0,4.0,2.0,2.0,SIM,SIM,NÃO,MOGI DAS CRUZES,08710-500,SP,REGULAR
CINEMARK URUPEMA 02,EM FUNCIONAMENTO,04/07/2023,186.0,4.0,2.0,2.0,SIM,SIM,NÃO,MOGI DAS CRUZES,08710-500,SP,REGULAR
CINEMARK URUPEMA 03,EM FUNCIONAMENTO,04/07/2023,172.0,4.0,2.0,2.0,SIM,SIM,NÃO,MOGI DAS CRUZES,08710-500,SP,REGULAR
CINEMARK URUPEMA 04,EM FUNCIONAMENTO,04/07/2023,321.0,7.0,4.0,4.0,SIM,SIM,NÃO,MOGI DAS CRUZES,08710-500,SP,REGULAR
CINEMARK MOGI GUAÇU 01,EM FUNCIONAMENTO,24/04/2021,212.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,MOGI GUAÇU,13844-060,SP,REGULAR
CINEMARK MOGI GUAÇU 02,EM FUNCIONAMENTO,24/04/2021,212.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,MOGI GUAÇU,13844-060,SP,REGULAR
CINEMARK MOGI GUAÇU 03,EM FUNCIONAMENTO,24/04/2021,212.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,MOGI GUAÇU,13844-060,SP,REGULAR
CINEMARK MOGI GUAÇU 04,EM FUNCIONAMENTO,24/04/2021,212.0,5.0,0.0,0.0,NÃO,NÃO,NÃO,MOGI GUAÇU,13844-060,SP,REGULAR
CINEMARK SHOPPING CAPIM DOURADO I,EM FUNCIONAMENTO,17/05/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING CAPIM DOURADO II,EM FUNCIONAMENTO,17/05/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING CAPIM DOURADO III,EM FUNCIONAMENTO,17/05/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING CAPIM DOURADO IV,EM FUNCIONAMENTO,17/05/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING CAPIM DOURADO V,EM FUNCIONAMENTO,17/05/2021,275.0,6.0,3.0,3.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING CAPIM DOURADO VI,EM FUNCIONAMENTO,17/05/2021,166.0,4.0,1.0,1.0,SIM,NÃO,SIM,PALMAS,77001-080,TO,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 01,EM FUNCIONAMENTO,24/04/2021,110.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 02,EM FUNCIONAMENTO,24/04/2021,110.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 03,EM FUNCIONAMENTO,24/04/2021,110.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 04,EM FUNCIONAMENTO,24/04/2021,279.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 05,EM FUNCIONAMENTO,24/04/2021,279.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 06,EM FUNCIONAMENTO,24/04/2021,279.0,5.0,3.0,3.0,NÃO,NÃO,NÃO,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING RAPOSO TAVARES 07,EM FUNCIONAMENTO,24/04/2021,279.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05577-200,SP,REGULAR
CINEMARK SHOPPING GRANJA VIANA I,EM FUNCIONAMENTO,24/04/2021,251.0,3.0,3.0,3.0,SIM,NÃO,SIM,COTIA,04583-110,SP,REGULAR
CINEMARK SHOPPING GRANJA VIANA II,EM FUNCIONAMENTO,24/04/2021,251.0,4.0,3.0,3.0,SIM,NÃO,SIM,COTIA,04583-110,SP,REGULAR
CINEMARK SHOPPING GRANJA VIANA III,EM FUNCIONAMENTO,24/04/2021,251.0,4.0,3.0,3.0,SIM,NÃO,SIM,COTIA,04583-110,SP,REGULAR
CINEMARK SHOPPING GRANJA VIANA IV,EM FUNCIONAMENTO,24/04/2021,187.0,4.0,1.0,1.0,SIM,NÃO,SIM,COTIA,04583-110,SP,REGULAR
CINEMARK SHOPPING GRANJA VIANA V,EM FUNCIONAMENTO,24/04/2021,187.0,5.0,1.0,1.0,SIM,NÃO,SIM,COTIA,04583-110,SP,REGULAR
CINEMARK NATAL 1,EM FUNCIONAMENTO,28/05/2021,218.0,6.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 2,EM FUNCIONAMENTO,28/05/2021,218.0,6.0,4.0,4.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 3,EM FUNCIONAMENTO,28/05/2021,299.0,5.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 4,EM FUNCIONAMENTO,28/05/2021,210.0,5.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 5,EM FUNCIONAMENTO,28/05/2021,223.0,5.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 6,EM FUNCIONAMENTO,28/05/2021,223.0,6.0,4.0,4.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINEMARK NATAL 7,EM FUNCIONAMENTO,28/05/2021,278.0,6.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59015-900,RN,REGULAR
CINE CIDADE JARDIM 1,EM FUNCIONAMENTO,24/04/2021,127.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 2,EM FUNCIONAMENTO,24/04/2021,97.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 3,EM FUNCIONAMENTO,24/04/2021,59.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 4,EM FUNCIONAMENTO,24/04/2021,52.0,2.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 5,EM FUNCIONAMENTO,24/04/2021,183.0,4.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 6,EM FUNCIONAMENTO,24/04/2021,220.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
CINE CIDADE JARDIM 7,EM FUNCIONAMENTO,24/04/2021,264.0,6.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05092-001,SP,REGULAR
METRÔ SANTA CRUZ 1,EM FUNCIONAMENTO,24/04/2021,218.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 10,EM FUNCIONAMENTO,24/04/2021,243.0,8.0,4.0,4.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 2,EM FUNCIONAMENTO,24/04/2021,218.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 3,EM FUNCIONAMENTO,24/04/2021,299.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 4,EM FUNCIONAMENTO,24/04/2021,210.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 5,EM FUNCIONAMENTO,24/04/2021,223.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 6,EM FUNCIONAMENTO,24/04/2021,223.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 7,EM FUNCIONAMENTO,24/04/2021,278.0,6.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
METRÔ SANTA CRUZ 8,EM FUNCIONAMENTO,24/04/2021,253.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04036-100,SP,REGULAR
SHOPPING D 1,EM FUNCIONAMENTO,24/04/2021,244.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 10,EM FUNCIONAMENTO,24/04/2021,136.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 2,EM FUNCIONAMENTO,24/04/2021,265.0,6.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 3,EM FUNCIONAMENTO,24/04/2021,277.0,6.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 4,EM FUNCIONAMENTO,24/04/2021,317.0,7.0,4.0,4.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 5,EM FUNCIONAMENTO,24/04/2021,193.0,4.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 6,EM FUNCIONAMENTO,24/04/2021,198.0,4.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 7,EM FUNCIONAMENTO,24/04/2021,201.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 8,EM FUNCIONAMENTO,24/04/2021,130.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
SHOPPING D 9,EM FUNCIONAMENTO,24/04/2021,122.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03033-020,SP,REGULAR
MARKET PLACE 1,EM FUNCIONAMENTO,24/04/2021,218.0,5.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 2,EM FUNCIONAMENTO,03/06/2021,218.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 3,EM FUNCIONAMENTO,03/06/2021,299.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 4,EM FUNCIONAMENTO,24/04/2021,210.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 5,EM FUNCIONAMENTO,24/04/2021,223.0,3.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 6,EM FUNCIONAMENTO,01/05/2021,223.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 7,EM FUNCIONAMENTO,13/05/2021,278.0,6.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
MARKET PLACE 8,EM FUNCIONAMENTO,24/04/2021,253.0,5.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04583-110,SP,REGULAR
CINEMARK JACAREI 1,EM FUNCIONAMENTO,07/06/2021,284.0,4.0,3.0,3.0,SIM,NÃO,SIM,JACAREÍ,12308-051,SP,REGULAR
CINEMARK JACAREI 2,EM FUNCIONAMENTO,07/06/2021,164.0,4.0,1.0,1.0,SIM,NÃO,SIM,JACAREÍ,12308-051,SP,REGULAR
CINEMARK JACAREI 3,EM FUNCIONAMENTO,07/06/2021,157.0,4.0,1.0,1.0,SIM,NÃO,SIM,JACAREÍ,12308-051,SP,REGULAR
CINEMARK JACAREI 4,EM FUNCIONAMENTO,07/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,JACAREÍ,12308-051,SP,REGULAR
CINEMARK JACAREI 5,EM FUNCIONAMENTO,07/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,JACAREÍ,12308-051,SP,REGULAR
CINEMARK TAUAPÉ II / BOULEVARD I,EM FUNCIONAMENTO,24/04/2021,253.0,,,,SIM,NÃO,SIM,SÃO PAULO,03066-030,SP,REGULAR
CINEMARK TAUAPÉ II / BOULEVARD II,EM FUNCIONAMENTO,24/04/2021,225.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03066-030,SP,REGULAR
CINEMARK TAUAPÉ II / BOULEVARD III,EM FUNCIONAMENTO,24/04/2021,373.0,7.0,4.0,4.0,SIM,NÃO,SIM,SÃO PAULO,03066-030,SP,REGULAR
CINEMARK TAUAPÉ II / BOULEVARD IV,EM FUNCIONAMENTO,24/04/2021,225.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,03066-030,SP,REGULAR
CINEMARK TAUAPÉ II / BOULEVARD V,EM FUNCIONAMENTO,24/04/2021,200.0,4.0,1.0,2.0,SIM,NÃO,SIM,SÃO PAULO,03066-030,SP,REGULAR
CINE NITEROI 1,EM FUNCIONAMENTO,24/04/2021,203.0,4.0,3.0,3.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 2,EM FUNCIONAMENTO,24/04/2021,234.0,6.0,3.0,3.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 3,EM FUNCIONAMENTO,29/04/2021,317.0,5.0,4.0,4.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 4,EM FUNCIONAMENTO,24/04/2021,317.0,6.0,4.0,4.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 5,EM FUNCIONAMENTO,24/04/2021,190.0,4.0,1.0,1.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 6,EM FUNCIONAMENTO,24/04/2021,219.0,5.0,3.0,2.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 7,EM FUNCIONAMENTO,24/04/2021,290.0,6.0,3.0,2.0,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CINE NITEROI 8,EM FUNCIONAMENTO,24/04/2021,207.0,4.0,,,SIM,NÃO,SIM,NITERÓI,24030-125,RJ,REGULAR
CARIOCA SHOPPING 1,EM FUNCIONAMENTO,24/04/2021,282.0,4.0,3.0,3.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CARIOCA SHOPPING 2,EM FUNCIONAMENTO,01/07/2021,188.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CARIOCA SHOPPING 3,EM FUNCIONAMENTO,24/04/2021,228.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CARIOCA SHOPPING 4,EM FUNCIONAMENTO,24/04/2021,228.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CARIOCA SHOPPING 5,EM FUNCIONAMENTO,24/04/2021,188.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CARIOCA SHOPPING 6,EM FUNCIONAMENTO,24/04/2021,282.0,4.0,3.0,2.0,SIM,NÃO,SIM,RIO DE JANEIRO,21220-201,RJ,REGULAR
CINE BOURBON 1,EM FUNCIONAMENTO,27/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 10,EM FUNCIONAMENTO,01/01/2021,106.0,2.0,2.0,2.0,NÃO,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 2,EM FUNCIONAMENTO,27/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 3,EM FUNCIONAMENTO,27/06/2021,202.0,5.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 4,EM FUNCIONAMENTO,27/06/2021,212.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 5,EM FUNCIONAMENTO,27/06/2021,315.0,7.0,4.0,4.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 6,EM FUNCIONAMENTO,27/06/2021,335.0,7.0,4.0,4.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 7,EM FUNCIONAMENTO,14/06/2021,212.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 8,EM FUNCIONAMENTO,16/01/2021,202.0,5.0,3.0,3.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
CINE BOURBON 9,EM FUNCIONAMENTO,27/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79031-900,MS,REGULAR
