NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
MOVIECOM MAXI 7,EM FUNCIONAMENTO,29/04/2021,243.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM PENHA 1,EM FUNCIONAMENTO,29/04/2021,120.0,4.0,0.0,2.0,NÃO,NÃO,NÃO,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PENHA 2,EM FUNCIONAMENTO,29/04/2021,91.0,4.0,0.0,2.0,NÃO,NÃO,NÃO,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PENHA 3,EM FUNCIONAMENTO,29/04/2021,164.0,4.0,0.0,2.0,NÃO,NÃO,SIM,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PENHA 4,EM FUNCIONAMENTO,29/04/2021,171.0,4.0,0.0,2.0,NÃO,NÃO,NÃO,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PENHA 5,EM FUNCIONAMENTO,29/04/2021,256.0,5.0,0.0,3.0,NÃO,NÃO,SIM,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PENHA 6,EM FUNCIONAMENTO,29/04/2021,326.0,6.0,0.0,4.0,NÃO,NÃO,NÃO,SÃO PAULO,03634-010,SP,REGULAR
MOVIECOM PRAIA SHOPPING 1,EM FUNCIONAMENTO,29/10/2020,120.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NATAL,59082-400,RN,REGULAR
MOVIECOM PRAIA SHOPPING 3,EM FUNCIONAMENTO,29/10/2020,120.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NATAL,59082-400,RN,REGULAR
MOVIECOM PRAIA SHOPPING 4,EM FUNCIONAMENTO,29/10/2020,164.0,4.0,0.0,0.0,NÃO,NÃO,SIM,NATAL,59082-400,RN,REGULAR
MOVIECOM PRAIA SHOPPING 5,EM FUNCIONAMENTO,29/10/2020,124.0,4.0,0.0,0.0,NÃO,NÃO,SIM,NATAL,59082-400,RN,REGULAR
MOVIECOM PRAIA SHOPPING 6,EM FUNCIONAMENTO,29/10/2020,200.0,4.0,0.0,0.0,NÃO,NÃO,SIM,NATAL,59082-400,RN,REGULAR
MOVIECOM PRAIA SHOPPING 7,EM FUNCIONAMENTO,29/10/2020,145.0,4.0,0.0,0.0,NÃO,NÃO,NÃO,NATAL,59082-400,RN,REGULAR
MOVIECOM PRUDENSHOPPING 1,EM FUNCIONAMENTO,30/04/2021,189.0,1.0,0.0,0.0,NÃO,NÃO,SIM,PRESIDENTE PRUDENTE,19060-000,SP,REGULAR
MOVIECOM PRUDENSHOPPING 2,EM FUNCIONAMENTO,30/04/2021,170.0,2.0,0.0,0.0,SIM,NÃO,SIM,PRESIDENTE PRUDENTE,19060-000,SP,REGULAR
MOVIECOM PRUDENSHOPPING 3,EM FUNCIONAMENTO,30/04/2021,115.0,1.0,0.0,0.0,NÃO,NÃO,SIM,PRESIDENTE PRUDENTE,19060-000,SP,REGULAR
MOVIECOM PRUDENSHOPPING 4,EM FUNCIONAMENTO,30/04/2021,108.0,0.0,0.0,0.0,NÃO,NÃO,NÃO,PRESIDENTE PRUDENTE,19060-000,SP,REGULAR
MOVIECOM PÁTEO ITAQUÁ 1,EM FUNCIONAMENTO,29/10/2020,93.0,3.0,2.0,2.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08573-000,SP,REGULAR
MOVIECOM PÁTEO ITAQUÁ 2,EM FUNCIONAMENTO,29/10/2020,70.0,3.0,1.0,1.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08573-000,SP,REGULAR
MOVIECOM PÁTEO ITAQUÁ 3,EM FUNCIONAMENTO,29/10/2020,143.0,4.0,2.0,2.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08573-000,SP,REGULAR
MOVIECOM PÁTEO ITAQUÁ 4,EM FUNCIONAMENTO,29/10/2020,275.0,6.0,2.0,2.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08573-000,SP,REGULAR
MOVIECOM PÁTEO ITAQUÁ 5,EM FUNCIONAMENTO,29/10/2020,338.0,7.0,2.0,2.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08573-000,SP,REGULAR
MOVIECOM PATIO BELÉM 1,EM FUNCIONAMENTO,03/09/2020,137.0,2.0,1.0,2.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PATIO BELÉM 2,EM FUNCIONAMENTO,03/09/2020,184.0,4.0,2.0,1.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PATIO BELÉM 3,EM FUNCIONAMENTO,03/09/2020,55.0,1.0,1.0,1.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PATIO BELÉM 4,EM FUNCIONAMENTO,03/09/2020,167.0,4.0,2.0,1.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PATIO BELÉM 5,EM FUNCIONAMENTO,03/09/2020,148.0,3.0,1.0,2.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PATIO BELÉM 6,EM FUNCIONAMENTO,03/09/2020,117.0,3.0,2.0,2.0,SIM,NÃO,SIM,BELÉM,66023-710,PA,REGULAR
MOVIECOM PÁTIO MARABÁ 2,EM FUNCIONAMENTO,10/09/2020,96.0,3.0,3.0,0.0,SIM,NÃO,SIM,MARABÁ,68507-445,PA,REGULAR
MOVIECOM PÁTIO MARABÁ 3,EM FUNCIONAMENTO,10/09/2020,166.0,4.0,3.0,0.0,SIM,NÃO,SIM,MARABÁ,68507-445,PA,REGULAR
MOVIECOM PÁTIO MARABÁ 4,EM FUNCIONAMENTO,10/09/2020,221.0,5.0,2.0,0.0,SIM,NÃO,SIM,MARABÁ,68507-445,PA,REGULAR
MOVIECOM PÁTIO MARABÁ 5,EM FUNCIONAMENTO,10/09/2020,159.0,4.0,4.0,0.0,SIM,NÃO,SIM,MARABÁ,68507-445,PA,REGULAR
SINOP 01,EM FUNCIONAMENTO,01/07/2023,143.0,3.0,2.0,1.0,NÃO,SIM,NÃO,SINOP,78557-247,MT,REGULAR
SINOP 02,EM FUNCIONAMENTO,01/07/2023,143.0,3.0,2.0,1.0,NÃO,SIM,NÃO,SINOP,78557-247,MT,REGULAR
SINOP 03,EM FUNCIONAMENTO,01/07/2023,143.0,3.0,2.0,1.0,NÃO,SIM,NÃO,SINOP,78557-247,MT,REGULAR
SINOP 04,EM FUNCIONAMENTO,01/07/2023,143.0,3.0,2.0,1.0,NÃO,SIM,NÃO,SINOP,78557-247,MT,REGULAR
MOVIECOM TAUBATÉ 1,EM FUNCIONAMENTO,07/06/2021,211.0,4.0,2.0,2.0,SIM,NÃO,SIM,TAUBATÉ,12040-900,SP,REGULAR
MOVIECOM TAUBATÉ 2,EM FUNCIONAMENTO,07/06/2021,211.0,4.0,2.0,2.0,SIM,NÃO,SIM,TAUBATÉ,12040-900,SP,REGULAR
MOVIECOM TAUBATÉ 3,EM FUNCIONAMENTO,07/06/2021,243.0,5.0,2.0,2.0,SIM,NÃO,SIM,TAUBATÉ,12040-900,SP,REGULAR
MOVIECOM TAUBATÉ 4,EM FUNCIONAMENTO,07/06/2021,265.0,5.0,2.0,2.0,SIM,NÃO,SIM,TAUBATÉ,12040-900,SP,REGULAR
MOVIECOM TAUBATÉ 5,EM FUNCIONAMENTO,07/06/2021,234.0,5.0,2.0,2.0,SIM,NÃO,SIM,TAUBATÉ,12040-900,SP,REGULAR
MOVIECOM TIVOLI 1,EM FUNCIONAMENTO,29/04/2021,200.0,4.0,0.0,2.0,NÃO,NÃO,SIM,SANTA BÁRBARA D'OESTE,13456-625,SP,REGULAR
MOVIECOM TIVOLI 2,EM FUNCIONAMENTO,29/04/2021,200.0,4.0,0.0,2.0,NÃO,NÃO,SIM,SANTA BÁRBARA D'OESTE,13456-625,SP,REGULAR
MOVIECOM TIVOLI 3,EM FUNCIONAMENTO,29/04/2021,200.0,4.0,0.0,2.0,NÃO,NÃO,NÃO,SANTA BÁRBARA D'OESTE,13456-625,SP,REGULAR
MOVIECOM TIVOLI 4,EM FUNCIONAMENTO,29/04/2021,178.0,2.0,0.0,2.0,NÃO,NÃO,SIM,SANTA BÁRBARA D'OESTE,13456-625,SP,REGULAR
MOVIECOM UNIMART 1,EM FUNCIONAMENTO,10/09/2020,223.0,4.0,0.0,3.0,NÃO,NÃO,SIM,CAMPINAS,13033-000,SP,REGULAR
MOVIECOM UNIMART 3,EM FUNCIONAMENTO,10/09/2020,103.0,4.0,,2.0,NÃO,NÃO,NÃO,CAMPINAS,13033-000,SP,REGULAR
MOVIECOM UNIMART 4,EM FUNCIONAMENTO,10/09/2020,103.0,4.0,,2.0,NÃO,NÃO,SIM,CAMPINAS,13033-000,SP,REGULAR
MOVIECOM UNIMART 6,EM FUNCIONAMENTO,10/09/2020,189.0,5.0,,3.0,NÃO,NÃO,SIM,CAMPINAS,13033-000,SP,REGULAR
MOVIECOM VALE DO AÇO SALA 01,EM FUNCIONAMENTO,01/05/2021,152.0,4.0,0.0,2.0,SIM,NÃO,SIM,IPATINGA,35160-290,MG,REGULAR
MOVIECOM VALE DO AÇO SALA 02,EM FUNCIONAMENTO,01/05/2021,216.0,4.0,0.0,2.0,SIM,NÃO,SIM,IPATINGA,35160-290,MG,REGULAR
MOVIECOM VALE DO AÇO SALA 03,EM FUNCIONAMENTO,01/05/2021,216.0,4.0,0.0,2.0,SIM,NÃO,SIM,IPATINGA,35160-290,MG,REGULAR
MOVIECOM VALE DO AÇO SALA 04,EM FUNCIONAMENTO,01/05/2021,169.0,4.0,0.0,2.0,SIM,NÃO,SIM,IPATINGA,35160-290,MG,REGULAR
MOVIECOM VALE DO AÇO SALA 05,EM FUNCIONAMENTO,01/05/2021,123.0,2.0,1.0,1.0,NÃO,NÃO,SIM,IPATINGA,35160-290,MG,REGULAR
MOVIELAND CINEMAS 1,EM FUNCIONAMENTO,30/06/2022,115.0,2.0,1.0,15.0,SIM,SIM,NÃO,MACAPÁ,68900-070,AP,REGULAR
MOVIELAND CINEMAS 2,EM FUNCIONAMENTO,30/06/2022,79.0,1.0,1.0,1.0,SIM,SIM,NÃO,MACAPÁ,68900-070,AP,REGULAR
SALA MOVIELAND DIB BARBOSA 1,EM FUNCIONAMENTO,01/03/2024,131.0,4.0,1.0,1.0,SIM,SIM,NÃO,ITACOATIARA,69100-087,AM,REGULAR
MOVIEMAX CAMARÁ SALA 01,EM FUNCIONAMENTO,24/06/2021,156.0,3.0,0.0,1.0,SIM,NÃO,SIM,CAMARAGIBE,54759-475,PE,REGULAR
MOVIEMAX CAMARÁ SALA 02,EM FUNCIONAMENTO,24/06/2021,298.0,5.0,0.0,2.0,SIM,NÃO,SIM,CAMARAGIBE,54759-475,PE,REGULAR
MOVIEMAX CAMARÁ SALA 03,EM FUNCIONAMENTO,18/06/2024,193.0,3.0,0.0,1.0,SIM,NÃO,SIM,CAMARAGIBE,54759-475,PE,REGULAR
MOVIEMAX CAMARÁ SALA 04,EM FUNCIONAMENTO,24/06/2021,145.0,3.0,0.0,1.0,SIM,NÃO,SIM,CAMARAGIBE,54759-475,PE,REGULAR
MOVIEMAX CAMARÁ SALA 05,EM FUNCIONAMENTO,24/06/2021,145.0,3.0,0.0,1.0,SIM,NÃO,SIM,CAMARAGIBE,54759-475,PE,REGULAR
CINE ELDORADO SALA 02,EM FUNCIONAMENTO,24/06/2021,192.0,2.0,4.0,0.0,SIM,NÃO,SIM,GARANHUNS,55297-050,PE,REGULAR
MOVIEMAX IGARASSU 01,EM FUNCIONAMENTO,24/06/2021,232.0,4.0,0.0,2.0,SIM,NÃO,SIM,IGARASSU,53610-605,PE,REGULAR
MOVIEMAX IGARASSU 02,EM FUNCIONAMENTO,24/06/2021,142.0,3.0,0.0,2.0,SIM,NÃO,SIM,IGARASSU,53610-605,PE,REGULAR
MOVIEMAX IGARASSU 03,EM FUNCIONAMENTO,24/06/2021,169.0,3.0,0.0,2.0,SIM,NÃO,SIM,IGARASSU,53610-605,PE,REGULAR
SALA MOVIEMAX 01,EM FUNCIONAMENTO,24/06/2021,156.0,1.0,1.0,0.0,NÃO,NÃO,SIM,RECIFE,52050-020,PE,REGULAR
SALA MOVIEMAX 02,EM FUNCIONAMENTO,24/06/2021,127.0,1.0,1.0,,NÃO,NÃO,SIM,RECIFE,52050-020,PE,REGULAR
SALA MOVIEMAX 03,EM FUNCIONAMENTO,24/06/2021,127.0,1.0,1.0,,NÃO,NÃO,SIM,RECIFE,52050-020,PE,REGULAR
SALA MOVIEMAX 04,EM FUNCIONAMENTO,24/06/2021,127.0,1.0,1.0,,NÃO,NÃO,SIM,RECIFE,52050-020,PE,REGULAR
CINE ROYAL,EM FUNCIONAMENTO,24/06/2021,348.0,1.0,6.0,,NÃO,NÃO,SIM,SÃO LOURENÇO DA MATA,54735-200,PE,REGULAR
MOVIPLEX SALTO SALA 1,EM FUNCIONAMENTO,12/10/2020,162.0,3.0,2.0,1.0,SIM,NÃO,NÃO,SALTO,13320-241,SP,REGULAR
MULTICINE ATLÂNTICO SHOPPING 1,EM FUNCIONAMENTO,07/09/2022,99.0,4.0,1.0,1.0,SIM,SIM,NÃO,BALNEÁRIO CAMBORIÚ,88330-900,SC,REGULAR
MULTICINE ATLÂNTICO SHOPPING 2,EM FUNCIONAMENTO,07/09/2022,165.0,4.0,1.0,1.0,SIM,SIM,NÃO,BALNEÁRIO CAMBORIÚ,88330-900,SC,REGULAR
MULTICINE CIDADE JARDIM SALA 01,EM FUNCIONAMENTO,22/07/2021,208.0,2.0,0.0,2.0,SIM,NÃO,SIM,GOIÂNIA,74423-250,GO,REGULAR
MULTICINE CIDADE JARDIM SALA 02,EM FUNCIONAMENTO,22/07/2021,194.0,2.0,0.0,2.0,NÃO,NÃO,NÃO,GOIÂNIA,74423-250,GO,REGULAR
MULTICINE CIDADE JARDIM SALA 03,EM FUNCIONAMENTO,22/07/2021,193.0,1.0,0.0,2.0,SIM,NÃO,SIM,GOIÂNIA,74423-250,GO,REGULAR
MULTICINE CINEMAS CAXIAS - SALA 01,EM FUNCIONAMENTO,04/05/2021,127.0,2.0,0.0,0.0,SIM,NÃO,SIM,CAXIAS,65605-295,MA,REGULAR
MULTICINE CINEMAS CAXIAS - SALA 02,EM FUNCIONAMENTO,04/05/2021,122.0,2.0,0.0,0.0,SIM,NÃO,SIM,CAXIAS,65605-295,MA,REGULAR
MULTICINE CINEMAS CAXIAS - SALA 03,EM FUNCIONAMENTO,04/05/2021,124.0,2.0,0.0,0.0,SIM,NÃO,SIM,CAXIAS,65605-295,MA,REGULAR
MULTICINE IANDE SHOPPING 1,EM FUNCIONAMENTO,24/06/2021,80.0,3.0,0.0,1.0,SIM,NÃO,SIM,CAUCAIA,61600-040,CE,REGULAR
MULTICINE IANDE SHOPPING 2,EM FUNCIONAMENTO,24/06/2021,117.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAUCAIA,61600-040,CE,REGULAR
MULTICINE IANDE SHOPPING 3,EM FUNCIONAMENTO,24/06/2021,148.0,4.0,0.0,1.0,SIM,NÃO,SIM,CAUCAIA,61600-040,CE,REGULAR
MULTICINE IANDE SHOPPING 4,EM FUNCIONAMENTO,24/06/2021,106.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAUCAIA,61600-040,CE,REGULAR
MULTICINE JATAÍ 01,EM FUNCIONAMENTO,27/06/2024,165.0,0.0,0.0,0.0,SIM,NÃO,SIM,JATAÍ,75805-123,GO,REGULAR
MULTICINE JATAÍ 02,EM FUNCIONAMENTO,27/06/2024,165.0,0.0,0.0,0.0,SIM,NÃO,SIM,JATAÍ,75805-123,GO,REGULAR
MULTICINE JATAÍ 03,EM FUNCIONAMENTO,27/06/2024,187.0,0.0,0.0,0.0,SIM,NÃO,SIM,JATAÍ,75805-123,GO,REGULAR
MULTICINE MOSSORÓ 01,EM FUNCIONAMENTO,29/10/2020,171.0,0.0,0.0,0.0,SIM,NÃO,SIM,MOSSORÓ,74140-120,RN,REGULAR
MULTICINE MOSSORÓ 02,EM FUNCIONAMENTO,29/10/2020,161.0,0.0,0.0,0.0,SIM,NÃO,SIM,MOSSORÓ,74140-120,RN,REGULAR
MULTICINE MOSSORÓ 03,EM FUNCIONAMENTO,29/10/2020,209.0,0.0,0.0,0.0,SIM,NÃO,SIM,MOSSORÓ,74140-120,RN,REGULAR
MULTICINE MOSSORÓ 04,EM FUNCIONAMENTO,29/10/2020,169.0,2.0,0.0,0.0,SIM,NÃO,SIM,MOSSORÓ,74140-120,RN,REGULAR
MULTICINE MOSSORÓ 05,EM FUNCIONAMENTO,29/10/2020,171.0,0.0,0.0,0.0,SIM,NÃO,SIM,MOSSORÓ,74140-120,RN,REGULAR
PARAISO MEGA CENTER 3,EM FUNCIONAMENTO,03/05/2021,104.0,3.0,0.0,1.0,NÃO,NÃO,SIM,VALPARAÍSO DE GOIÁS,72876-331,GO,REGULAR
PARAISO MEGA CENTER 4,EM FUNCIONAMENTO,03/05/2021,104.0,3.0,1.0,1.0,NÃO,NÃO,SIM,VALPARAÍSO DE GOIÁS,72876-331,GO,REGULAR
PARAISO MEGA CENTER 5,EM FUNCIONAMENTO,03/05/2021,186.0,3.0,1.0,1.0,NÃO,NÃO,SIM,VALPARAÍSO DE GOIÁS,72876-331,GO,REGULAR
MULTICINE PARNAÍBA SALA 01,EM FUNCIONAMENTO,03/07/2021,159.0,0.0,0.0,0.0,SIM,NÃO,SIM,PARNAÍBA,64204-035,PI,REGULAR
MULTICINE PARNAÍBA SALA 02,EM FUNCIONAMENTO,03/07/2021,125.0,0.0,0.0,0.0,SIM,NÃO,SIM,PARNAÍBA,64204-035,PI,REGULAR
MULTICINE PARNAÍBA SALA 03,EM FUNCIONAMENTO,30/07/2021,116.0,0.0,0.0,0.0,SIM,NÃO,SIM,PARNAÍBA,64204-035,PI,REGULAR
MULTICINE PARNAÍBA SALA 04,EM FUNCIONAMENTO,03/07/2021,170.0,0.0,0.0,0.0,SIM,NÃO,SIM,PARNAÍBA,64204-035,PI,REGULAR
MULTICINE PB SHOPPING 1,EM FUNCIONAMENTO,18/05/2023,230.0,2.0,2.0,2.0,SIM,SIM,NÃO,PATO BRANCO,85504-757,PR,REGULAR
MULTICINE PB SHOPPING 2,EM FUNCIONAMENTO,18/05/2023,200.0,2.0,2.0,2.0,SIM,SIM,NÃO,PATO BRANCO,85504-757,PR,REGULAR
MULTICINE PB SHOPPING 3,EM FUNCIONAMENTO,18/05/2023,80.0,2.0,2.0,2.0,SIM,SIM,NÃO,PATO BRANCO,85504-757,PR,REGULAR
MULTICINE PB SHOPPING 4,EM FUNCIONAMENTO,18/05/2023,80.0,2.0,2.0,2.0,SIM,SIM,NÃO,PATO BRANCO,85504-757,PR,REGULAR
PATOS SHOPPING 1,EM FUNCIONAMENTO,24/06/2021,136.0,4.0,1.0,1.0,SIM,NÃO,SIM,PATOS,58704-440,PB,REGULAR
PATOS SHOPPING 3,EM FUNCIONAMENTO,24/06/2021,111.0,4.0,1.0,1.0,SIM,NÃO,SIM,PATOS,58704-440,PB,REGULAR
PATOS SHOPPING 4,EM FUNCIONAMENTO,06/05/2021,111.0,4.0,1.0,1.0,SIM,NÃO,SIM,PATOS,58704-440,PB,REGULAR
MULTICINE SANTA MARIA SALA 02,EM FUNCIONAMENTO,29/03/2021,112.0,0.0,0.0,0.0,SIM,NÃO,SIM,BRASÍLIA,72544-200,DF,REGULAR
MULTICINE SANTA MARIA SALA 03,EM FUNCIONAMENTO,29/03/2021,148.0,2.0,0.0,0.0,SIM,NÃO,SIM,BRASÍLIA,72544-200,DF,REGULAR
MULTICINE SANTA MARIA SALA 04,EM FUNCIONAMENTO,29/03/2021,148.0,0.0,0.0,0.0,SIM,NÃO,SIM,BRASÍLIA,72544-200,DF,REGULAR
MULTICINE SANTA MARIA SALA 05,EM FUNCIONAMENTO,29/03/2021,112.0,0.0,0.0,0.0,SIM,NÃO,SIM,BRASÍLIA,72544-200,DF,REGULAR
MULTICINE SANTA MARIA SALA 06,EM FUNCIONAMENTO,29/03/2021,124.0,0.0,0.0,0.0,SIM,NÃO,SIM,BRASÍLIA,72544-200,DF,REGULAR
MULTICINE SOBRAL SALA 01,EM FUNCIONAMENTO,24/06/2021,189.0,2.0,0.0,0.0,SIM,NÃO,SIM,SOBRAL,62050-255,CE,REGULAR
MULTICINE SOBRAL SALA 02,EM FUNCIONAMENTO,24/06/2021,201.0,2.0,0.0,2.0,SIM,NÃO,SIM,SOBRAL,62050-255,CE,REGULAR
MULTICINE SOBRAL SALA 03,EM FUNCIONAMENTO,24/06/2021,291.0,3.0,0.0,2.0,SIM,NÃO,SIM,SOBRAL,62050-255,CE,REGULAR
MULTICINE SOBRAL SALA 04,EM FUNCIONAMENTO,24/06/2021,109.0,2.0,0.0,2.0,SIM,NÃO,SIM,SOBRAL,62050-255,CE,REGULAR
MULTICINE SOBRAL SALA 05,EM FUNCIONAMENTO,24/06/2021,137.0,3.0,0.0,3.0,SIM,NÃO,SIM,SOBRAL,62050-255,CE,REGULAR
MULTICINE SÃO JOSÉ 1,EM FUNCIONAMENTO,09/11/2023,159.0,2.0,2.0,2.0,SIM,SIM,NÃO,SÃO JOSÉ,88117-900,SC,REGULAR
MULTICINE SÃO JOSÉ 2,EM FUNCIONAMENTO,09/11/2023,258.0,2.0,2.0,2.0,SIM,SIM,NÃO,SÃO JOSÉ,88117-900,SC,REGULAR
MULTICINE SÃO JOSÉ 3,EM FUNCIONAMENTO,09/11/2023,99.0,2.0,2.0,2.0,SIM,SIM,NÃO,SÃO JOSÉ,88117-900,SC,REGULAR
MULTICINE SÃO JOSÉ 4,EM FUNCIONAMENTO,09/11/2023,97.0,2.0,2.0,2.0,SIM,SIM,NÃO,SÃO JOSÉ,88117-900,SC,REGULAR
MULTICINE ÁGUAS LINDAS SALA 01,EM FUNCIONAMENTO,26/04/2021,209.0,0.0,0.0,0.0,SIM,NÃO,NÃO,ÁGUAS LINDAS DE GOIÁS,72915-705,GO,REGULAR
MULTICINE ÁGUAS LINDAS SALA 02,EM FUNCIONAMENTO,26/04/2021,209.0,0.0,0.0,0.0,SIM,NÃO,NÃO,ÁGUAS LINDAS DE GOIÁS,72915-705,GO,REGULAR
MULTICINE ÁGUAS LINDAS SALA 03,EM FUNCIONAMENTO,26/04/2021,209.0,0.0,0.0,0.0,SIM,NÃO,NÃO,ÁGUAS LINDAS DE GOIÁS,72915-705,GO,REGULAR
MULTICINE ÁGUAS LINDAS SALA 04,EM FUNCIONAMENTO,26/04/2021,209.0,0.0,0.0,0.0,SIM,NÃO,NÃO,ÁGUAS LINDAS DE GOIÁS,72915-705,GO,REGULAR
MULTIPLEX BAURU SHOPPING 1,EM FUNCIONAMENTO,29/04/2021,233.0,4.0,0.0,3.0,SIM,NÃO,SIM,BAURU,17011-900,SP,REGULAR
MULTIPLEX BAURU SHOPPING 2,EM FUNCIONAMENTO,29/04/2021,233.0,4.0,0.0,3.0,SIM,NÃO,SIM,BAURU,17011-900,SP,REGULAR
MULTIPLEX BAURU SHOPPING 3,EM FUNCIONAMENTO,29/04/2021,348.0,7.0,0.0,3.0,SIM,NÃO,SIM,BAURU,17011-900,SP,REGULAR
MULTIPLEX BAURU SHOPPING 4,EM FUNCIONAMENTO,29/04/2021,323.0,7.0,0.0,3.0,SIM,NÃO,SIM,BAURU,17011-900,SP,REGULAR
MULTIPLEX BAURU SHOPPING 5,EM FUNCIONAMENTO,31/03/2022,219.0,4.0,0.0,3.0,SIM,NÃO,SIM,BAURU,17011-900,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO I,EM FUNCIONAMENTO,29/04/2021,237.0,5.0,0.0,3.0,SIM,NÃO,SIM,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO II,EM FUNCIONAMENTO,29/04/2021,312.0,7.0,0.0,4.0,SIM,NÃO,SIM,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO III,EM FUNCIONAMENTO,29/04/2021,360.0,7.0,0.0,4.0,SIM,NÃO,SIM,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO IV,EM FUNCIONAMENTO,29/04/2021,360.0,7.0,0.0,4.0,SIM,NÃO,SIM,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO V,EM FUNCIONAMENTO,31/03/2022,329.0,6.0,0.0,4.0,SIM,NÃO,SIM,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX SHOPPING CAMPO LIMPO VI,EM FUNCIONAMENTO,15/12/2022,120.0,4.0,4.0,0.0,NÃO,NÃO,NÃO,SÃO PAULO,05787-000,SP,REGULAR
MULTIPLEX CAMPO DOS GOYTACAZES I,EM FUNCIONAMENTO,31/03/2022,209.0,3.0,0.0,0.0,NÃO,NÃO,SIM,CAMPOS DOS GOYTACAZES,28051-250,RJ,REGULAR
MULTIPLEX CAMPO DOS GOYTACAZES II,EM FUNCIONAMENTO,25/06/2021,165.0,4.0,0.0,0.0,NÃO,NÃO,SIM,CAMPOS DOS GOYTACAZES,28051-250,RJ,REGULAR
MULTIPLEX CAMPO DOS GOYTACAZES III,EM FUNCIONAMENTO,25/06/2021,202.0,4.0,0.0,0.0,NÃO,NÃO,SIM,CAMPOS DOS GOYTACAZES,28051-250,RJ,REGULAR
MULTIPLEX CAMPO DOS GOYTACAZES IV,EM FUNCIONAMENTO,25/06/2021,364.0,6.0,0.0,0.0,NÃO,NÃO,SIM,CAMPOS DOS GOYTACAZES,28051-250,RJ,REGULAR
MULTIPLEX CAMPO DOS GOYTACAZES V,EM FUNCIONAMENTO,25/06/2021,365.0,5.0,0.0,0.0,NÃO,NÃO,SIM,CAMPOS DOS GOYTACAZES,28051-250,RJ,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 1,EM FUNCIONAMENTO,01/08/2021,128.0,5.0,0.0,0.0,SIM,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 2,EM FUNCIONAMENTO,01/08/2021,100.0,5.0,0.0,0.0,SIM,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 3,EM FUNCIONAMENTO,01/08/2021,121.0,4.0,0.0,0.0,SIM,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 4,EM FUNCIONAMENTO,01/08/2021,225.0,6.0,0.0,4.0,NÃO,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 5,EM FUNCIONAMENTO,01/08/2021,223.0,6.0,0.0,4.0,NÃO,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 6,EM FUNCIONAMENTO,31/03/2022,338.0,8.0,0.0,4.0,NÃO,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
MULTIPLEX CATUAI LONDRINA SALA 7,EM FUNCIONAMENTO,01/08/2021,336.0,8.0,0.0,4.0,NÃO,NÃO,SIM,LONDRINA,86044-290,PR,REGULAR
