REDE DE ENSINO,MUNICIPIO,SERIE_ANO,PERIODO,COMPONENTE_CURRICULAR,MEDIA_PROFICIENCIA
Rede Estadual,MONTEIRO LOBATO,9º Ano EF,TARDE,MATEMÁTICA,246.9
Rede Estadual,MONTEIRO LOBATO,9º Ano EF,GERAL,MATEMÁTICA,246.9
Rede Estadual,MORRO AGUDO,9º Ano EF,MANHÃ,MATEMÁTICA,236.0
Rede Estadual,MORRO AGUDO,9º Ano EF,GERAL,MATEMÁTICA,236.0
Rede Estadual,MORUNGABA,9º Ano EF,MANHÃ,MATEMÁTICA,239.4
Rede Estadual,MORUNGABA,9º Ano EF,GERAL,MATEMÁTICA,239.4
Rede Estadual,MURUTINGA DO SUL,9º Ano EF,MANHÃ,MATEMÁTICA,255.0
Rede Estadual,MURUTINGA DO SUL,9º Ano EF,GERAL,MATEMÁTICA,255.0
Rede Estadual,NATIVIDADE DA SERRA,9º Ano EF,MANHÃ,MATEMÁTICA,248.7
Rede Estadual,NATIVIDADE DA SERRA,9º Ano EF,TARDE,MATEMÁTICA,231.9
Rede Estadual,NATIVIDADE DA SERRA,9º Ano EF,GERAL,MATEMÁTICA,245.5
Rede Estadual,NAZARE PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,249.1
Rede Estadual,NAZARE PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,249.1
Rede Estadual,NEVES PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,246.0
Rede Estadual,NEVES PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,NHANDEARA,9º Ano EF,MANHÃ,MATEMÁTICA,251.2
Rede Estadual,NHANDEARA,9º Ano EF,GERAL,MATEMÁTICA,251.2
Rede Estadual,NIPOA,9º Ano EF,MANHÃ,MATEMÁTICA,252.7
Rede Estadual,NIPOA,9º Ano EF,GERAL,MATEMÁTICA,252.7
Rede Estadual,NOVA ALIANCA,9º Ano EF,MANHÃ,MATEMÁTICA,257.4
Rede Estadual,NOVA ALIANCA,9º Ano EF,GERAL,MATEMÁTICA,257.4
Rede Estadual,NOVA GRANADA,9º Ano EF,MANHÃ,MATEMÁTICA,252.9
Rede Estadual,NOVA GRANADA,9º Ano EF,TARDE,MATEMÁTICA,232.0
Rede Estadual,NOVA GRANADA,9º Ano EF,GERAL,MATEMÁTICA,247.9
Rede Estadual,NOVA GUATAPORANGA,9º Ano EF,MANHÃ,MATEMÁTICA,249.0
Rede Estadual,NOVA GUATAPORANGA,9º Ano EF,GERAL,MATEMÁTICA,249.0
Rede Estadual,NOVA LUZITANIA,9º Ano EF,MANHÃ,MATEMÁTICA,281.1
Rede Estadual,NOVA LUZITANIA,9º Ano EF,GERAL,MATEMÁTICA,281.1
Rede Estadual,NOVA ODESSA,9º Ano EF,MANHÃ,MATEMÁTICA,260.7
Rede Estadual,NOVA ODESSA,9º Ano EF,TARDE,MATEMÁTICA,250.6
Rede Estadual,NOVA ODESSA,9º Ano EF,GERAL,MATEMÁTICA,260.0
Rede Estadual,NOVO HORIZONTE,9º Ano EF,MANHÃ,MATEMÁTICA,260.5
Rede Estadual,NOVO HORIZONTE,9º Ano EF,GERAL,MATEMÁTICA,260.5
Rede Estadual,OCAUCU,9º Ano EF,MANHÃ,MATEMÁTICA,275.5
Rede Estadual,OCAUCU,9º Ano EF,TARDE,MATEMÁTICA,232.5
Rede Estadual,OCAUCU,9º Ano EF,GERAL,MATEMÁTICA,255.1
Rede Estadual,OLEO,9º Ano EF,MANHÃ,MATEMÁTICA,236.6
Rede Estadual,OLEO,9º Ano EF,GERAL,MATEMÁTICA,236.6
Rede Estadual,OLIMPIA,9º Ano EF,MANHÃ,MATEMÁTICA,262.6
Rede Estadual,OLIMPIA,9º Ano EF,GERAL,MATEMÁTICA,262.6
Rede Estadual,ONDA VERDE,9º Ano EF,MANHÃ,MATEMÁTICA,243.3
Rede Estadual,ONDA VERDE,9º Ano EF,GERAL,MATEMÁTICA,243.3
Rede Estadual,ORIENTE,9º Ano EF,MANHÃ,MATEMÁTICA,237.1
Rede Estadual,ORIENTE,9º Ano EF,GERAL,MATEMÁTICA,237.1
Rede Estadual,OSASCO,9º Ano EF,MANHÃ,MATEMÁTICA,237.5
Rede Estadual,OSASCO,9º Ano EF,TARDE,MATEMÁTICA,237.5
Rede Estadual,OSASCO,9º Ano EF,GERAL,MATEMÁTICA,237.5
Rede Estadual,OSVALDO CRUZ,9º Ano EF,MANHÃ,MATEMÁTICA,249.7
Rede Estadual,OSVALDO CRUZ,9º Ano EF,GERAL,MATEMÁTICA,249.7
Rede Estadual,OURINHOS,9º Ano EF,MANHÃ,MATEMÁTICA,259.6
Rede Estadual,OURINHOS,9º Ano EF,TARDE,MATEMÁTICA,245.0
Rede Estadual,OURINHOS,9º Ano EF,GERAL,MATEMÁTICA,256.1
Rede Estadual,PACAEMBU,9º Ano EF,MANHÃ,MATEMÁTICA,253.7
Rede Estadual,PACAEMBU,9º Ano EF,GERAL,MATEMÁTICA,253.7
Rede Estadual,PALMARES PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,267.3
Rede Estadual,PALMARES PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,267.3
Rede Estadual,PALMEIRA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,269.5
Rede Estadual,PALMEIRA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,269.5
Rede Estadual,PALMITAL,9º Ano EF,MANHÃ,MATEMÁTICA,248.6
Rede Estadual,PALMITAL,9º Ano EF,GERAL,MATEMÁTICA,248.6
Rede Estadual,PANORAMA,9º Ano EF,MANHÃ,MATEMÁTICA,242.2
Rede Estadual,PANORAMA,9º Ano EF,GERAL,MATEMÁTICA,242.2
Rede Estadual,PARAGUACU PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,256.4
Rede Estadual,PARAGUACU PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,256.4
Rede Estadual,PARAIBUNA,9º Ano EF,MANHÃ,MATEMÁTICA,253.5
Rede Estadual,PARAIBUNA,9º Ano EF,TARDE,MATEMÁTICA,245.5
Rede Estadual,PARAIBUNA,9º Ano EF,GERAL,MATEMÁTICA,251.7
Rede Estadual,PARANAPUA,9º Ano EF,MANHÃ,MATEMÁTICA,248.3
Rede Estadual,PARANAPUA,9º Ano EF,GERAL,MATEMÁTICA,248.3
Rede Estadual,PARAPUA,9º Ano EF,MANHÃ,MATEMÁTICA,251.4
Rede Estadual,PARAPUA,9º Ano EF,GERAL,MATEMÁTICA,251.4
Rede Estadual,PARIQUERA-ACU,9º Ano EF,MANHÃ,MATEMÁTICA,243.3
Rede Estadual,PARIQUERA-ACU,9º Ano EF,TARDE,MATEMÁTICA,245.0
Rede Estadual,PARIQUERA-ACU,9º Ano EF,GERAL,MATEMÁTICA,243.6
Rede Estadual,PATROCINIO PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,221.2
Rede Estadual,PATROCINIO PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,224.2
Rede Estadual,PATROCINIO PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,222.4
Rede Estadual,PAULICEIA,9º Ano EF,MANHÃ,MATEMÁTICA,243.8
Rede Estadual,PAULICEIA,9º Ano EF,TARDE,MATEMÁTICA,226.3
Rede Estadual,PAULICEIA,9º Ano EF,GERAL,MATEMÁTICA,237.7
Rede Estadual,PAULINIA,9º Ano EF,MANHÃ,MATEMÁTICA,251.3
Rede Estadual,PAULINIA,9º Ano EF,TARDE,MATEMÁTICA,233.9
Rede Estadual,PAULINIA,9º Ano EF,GERAL,MATEMÁTICA,249.0
Rede Estadual,PEDERNEIRAS,9º Ano EF,MANHÃ,MATEMÁTICA,243.5
Rede Estadual,PEDERNEIRAS,9º Ano EF,GERAL,MATEMÁTICA,243.5
Rede Estadual,PEDRANOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,264.6
Rede Estadual,PEDRANOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,264.6
Rede Estadual,PEDREGULHO,9º Ano EF,MANHÃ,MATEMÁTICA,239.8
Rede Estadual,PEDREGULHO,9º Ano EF,TARDE,MATEMÁTICA,235.4
Rede Estadual,PEDREGULHO,9º Ano EF,GERAL,MATEMÁTICA,238.5
Rede Estadual,PEDREIRA,9º Ano EF,MANHÃ,MATEMÁTICA,256.9
Rede Estadual,PEDREIRA,9º Ano EF,TARDE,MATEMÁTICA,229.2
Rede Estadual,PEDREIRA,9º Ano EF,GERAL,MATEMÁTICA,254.8
Rede Estadual,PEDRO DE TOLEDO,9º Ano EF,MANHÃ,MATEMÁTICA,248.6
Rede Estadual,PEDRO DE TOLEDO,9º Ano EF,TARDE,MATEMÁTICA,233.4
Rede Estadual,PEDRO DE TOLEDO,9º Ano EF,GERAL,MATEMÁTICA,245.6
Rede Estadual,PENAPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,248.8
Rede Estadual,PENAPOLIS,9º Ano EF,TARDE,MATEMÁTICA,253.6
Rede Estadual,PENAPOLIS,9º Ano EF,GERAL,MATEMÁTICA,249.1
Rede Estadual,PEREIRA BARRETO,9º Ano EF,MANHÃ,MATEMÁTICA,263.8
Rede Estadual,PEREIRA BARRETO,9º Ano EF,GERAL,MATEMÁTICA,263.8
Rede Estadual,PEREIRAS,9º Ano EF,MANHÃ,MATEMÁTICA,250.1
Rede Estadual,PEREIRAS,9º Ano EF,TARDE,MATEMÁTICA,241.2
Rede Estadual,PEREIRAS,9º Ano EF,GERAL,MATEMÁTICA,246.4
Rede Estadual,PERUIBE,9º Ano EF,MANHÃ,MATEMÁTICA,241.4
Rede Estadual,PERUIBE,9º Ano EF,TARDE,MATEMÁTICA,249.3
Rede Estadual,PERUIBE,9º Ano EF,GERAL,MATEMÁTICA,242.2
Rede Estadual,PIACATU,9º Ano EF,MANHÃ,MATEMÁTICA,261.8
Rede Estadual,PIACATU,9º Ano EF,GERAL,MATEMÁTICA,261.8
Rede Estadual,PIEDADE,9º Ano EF,MANHÃ,MATEMÁTICA,259.0
Rede Estadual,PIEDADE,9º Ano EF,GERAL,MATEMÁTICA,259.0
Rede Estadual,PILAR DO SUL,9º Ano EF,MANHÃ,MATEMÁTICA,257.3
Rede Estadual,PILAR DO SUL,9º Ano EF,GERAL,MATEMÁTICA,257.3
Rede Estadual,PINDAMONHANGABA,9º Ano EF,MANHÃ,MATEMÁTICA,258.5
Rede Estadual,PINDAMONHANGABA,9º Ano EF,TARDE,MATEMÁTICA,241.1
Rede Estadual,PINDAMONHANGABA,9º Ano EF,GERAL,MATEMÁTICA,255.0
Rede Estadual,ESPIRITO SANTO DO PINHAL,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,ESPIRITO SANTO DO PINHAL,9º Ano EF,TARDE,MATEMÁTICA,241.6
Rede Estadual,ESPIRITO SANTO DO PINHAL,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,PIQUEROBI,9º Ano EF,MANHÃ,MATEMÁTICA,259.1
Rede Estadual,PIQUEROBI,9º Ano EF,TARDE,MATEMÁTICA,284.4
Rede Estadual,PIQUEROBI,9º Ano EF,GERAL,MATEMÁTICA,269.8
Rede Estadual,PIQUETE,9º Ano EF,MANHÃ,MATEMÁTICA,252.1
Rede Estadual,PIQUETE,9º Ano EF,GERAL,MATEMÁTICA,252.1
Rede Estadual,PIRACAIA,9º Ano EF,MANHÃ,MATEMÁTICA,249.6
Rede Estadual,PIRACAIA,9º Ano EF,TARDE,MATEMÁTICA,254.9
Rede Estadual,PIRACAIA,9º Ano EF,GERAL,MATEMÁTICA,250.6
Rede Estadual,PIRACICABA,9º Ano EF,MANHÃ,MATEMÁTICA,254.2
Rede Estadual,PIRACICABA,9º Ano EF,TARDE,MATEMÁTICA,251.1
Rede Estadual,PIRACICABA,9º Ano EF,GERAL,MATEMÁTICA,254.1
Rede Estadual,PIRASSUNUNGA,9º Ano EF,MANHÃ,MATEMÁTICA,248.3
Rede Estadual,PIRASSUNUNGA,9º Ano EF,TARDE,MATEMÁTICA,234.9
Rede Estadual,PIRASSUNUNGA,9º Ano EF,GERAL,MATEMÁTICA,247.3
Rede Estadual,PIRAJU,9º Ano EF,MANHÃ,MATEMÁTICA,254.4
Rede Estadual,PIRAJU,9º Ano EF,GERAL,MATEMÁTICA,254.4
Rede Estadual,PIRAJUI,9º Ano EF,MANHÃ,MATEMÁTICA,254.6
Rede Estadual,PIRAJUI,9º Ano EF,GERAL,MATEMÁTICA,254.6
Rede Estadual,PIRANGI,9º Ano EF,MANHÃ,MATEMÁTICA,250.0
Rede Estadual,PIRANGI,9º Ano EF,TARDE,MATEMÁTICA,238.9
Rede Estadual,PIRANGI,9º Ano EF,GERAL,MATEMÁTICA,242.6
Rede Estadual,PIRAPOZINHO,9º Ano EF,MANHÃ,MATEMÁTICA,242.8
Rede Estadual,PIRAPOZINHO,9º Ano EF,GERAL,MATEMÁTICA,242.8
Rede Estadual,PIRATININGA,9º Ano EF,MANHÃ,MATEMÁTICA,226.8
Rede Estadual,PIRATININGA,9º Ano EF,GERAL,MATEMÁTICA,226.8
Rede Estadual,PITANGUEIRAS,9º Ano EF,MANHÃ,MATEMÁTICA,255.2
Rede Estadual,PITANGUEIRAS,9º Ano EF,TARDE,MATEMÁTICA,252.0
Rede Estadual,PITANGUEIRAS,9º Ano EF,GERAL,MATEMÁTICA,253.5
Rede Estadual,PLANALTO,9º Ano EF,MANHÃ,MATEMÁTICA,258.3
Rede Estadual,PLANALTO,9º Ano EF,GERAL,MATEMÁTICA,258.3
Rede Estadual,PLATINA,9º Ano EF,MANHÃ,MATEMÁTICA,235.0
Rede Estadual,PLATINA,9º Ano EF,GERAL,MATEMÁTICA,235.0
Rede Estadual,POA,9º Ano EF,MANHÃ,MATEMÁTICA,243.4
Rede Estadual,POA,9º Ano EF,TARDE,MATEMÁTICA,239.8
Rede Estadual,POA,9º Ano EF,GERAL,MATEMÁTICA,242.4
Rede Estadual,POLONI,9º Ano EF,MANHÃ,MATEMÁTICA,252.0
Rede Estadual,POLONI,9º Ano EF,GERAL,MATEMÁTICA,252.0
Rede Estadual,POMPEIA,9º Ano EF,MANHÃ,MATEMÁTICA,243.9
Rede Estadual,POMPEIA,9º Ano EF,TARDE,MATEMÁTICA,248.7
Rede Estadual,POMPEIA,9º Ano EF,GERAL,MATEMÁTICA,246.7
Rede Estadual,PONGAI,9º Ano EF,MANHÃ,MATEMÁTICA,297.1
Rede Estadual,PONGAI,9º Ano EF,GERAL,MATEMÁTICA,297.1
Rede Estadual,PONTAL,9º Ano EF,MANHÃ,MATEMÁTICA,247.0
Rede Estadual,PONTAL,9º Ano EF,TARDE,MATEMÁTICA,255.3
Rede Estadual,PONTAL,9º Ano EF,GERAL,MATEMÁTICA,248.5
Rede Estadual,PONTES GESTAL,9º Ano EF,MANHÃ,MATEMÁTICA,233.0
Rede Estadual,PONTES GESTAL,9º Ano EF,GERAL,MATEMÁTICA,233.0
Rede Estadual,POPULINA,9º Ano EF,MANHÃ,MATEMÁTICA,274.4
Rede Estadual,POPULINA,9º Ano EF,GERAL,MATEMÁTICA,274.4
Rede Estadual,PORANGABA,9º Ano EF,MANHÃ,MATEMÁTICA,239.9
Rede Estadual,PORANGABA,9º Ano EF,TARDE,MATEMÁTICA,234.2
Rede Estadual,PORANGABA,9º Ano EF,GERAL,MATEMÁTICA,237.4
Rede Estadual,PORTO FELIZ,9º Ano EF,MANHÃ,MATEMÁTICA,250.4
Rede Estadual,PORTO FELIZ,9º Ano EF,GERAL,MATEMÁTICA,250.4
Rede Estadual,PORTO FERREIRA,9º Ano EF,MANHÃ,MATEMÁTICA,243.3
Rede Estadual,PORTO FERREIRA,9º Ano EF,GERAL,MATEMÁTICA,243.3
Rede Estadual,PRAIA GRANDE,9º Ano EF,MANHÃ,MATEMÁTICA,250.8
Rede Estadual,PRAIA GRANDE,9º Ano EF,TARDE,MATEMÁTICA,242.8
Rede Estadual,PRAIA GRANDE,9º Ano EF,GERAL,MATEMÁTICA,248.5
Rede Estadual,PRESIDENTE ALVES,9º Ano EF,MANHÃ,MATEMÁTICA,257.9
Rede Estadual,PRESIDENTE ALVES,9º Ano EF,GERAL,MATEMÁTICA,257.9
Rede Estadual,PRESIDENTE EPITACIO,9º Ano EF,MANHÃ,MATEMÁTICA,259.3
Rede Estadual,PRESIDENTE EPITACIO,9º Ano EF,GERAL,MATEMÁTICA,259.3
Rede Estadual,PRESIDENTE PRUDENTE,9º Ano EF,MANHÃ,MATEMÁTICA,246.1
Rede Estadual,PRESIDENTE PRUDENTE,9º Ano EF,TARDE,MATEMÁTICA,245.5
Rede Estadual,PRESIDENTE PRUDENTE,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,PRESIDENTE VENCESLAU,9º Ano EF,MANHÃ,MATEMÁTICA,259.6
Rede Estadual,PRESIDENTE VENCESLAU,9º Ano EF,TARDE,MATEMÁTICA,225.5
Rede Estadual,PRESIDENTE VENCESLAU,9º Ano EF,GERAL,MATEMÁTICA,256.4
Rede Estadual,PROMISSAO,9º Ano EF,MANHÃ,MATEMÁTICA,248.4
Rede Estadual,PROMISSAO,9º Ano EF,TARDE,MATEMÁTICA,242.2
Rede Estadual,PROMISSAO,9º Ano EF,GERAL,MATEMÁTICA,246.1
Rede Estadual,QUATA,9º Ano EF,MANHÃ,MATEMÁTICA,243.6
Rede Estadual,QUATA,9º Ano EF,GERAL,MATEMÁTICA,243.6
Rede Estadual,QUEIROZ,9º Ano EF,MANHÃ,MATEMÁTICA,246.2
Rede Estadual,QUEIROZ,9º Ano EF,GERAL,MATEMÁTICA,246.2
Rede Estadual,QUINTANA,9º Ano EF,MANHÃ,MATEMÁTICA,255.3
Rede Estadual,QUINTANA,9º Ano EF,TARDE,MATEMÁTICA,237.9
Rede Estadual,QUINTANA,9º Ano EF,GERAL,MATEMÁTICA,250.0
Rede Estadual,RAFARD,9º Ano EF,MANHÃ,MATEMÁTICA,247.1
Rede Estadual,RAFARD,9º Ano EF,TARDE,MATEMÁTICA,260.2
Rede Estadual,RAFARD,9º Ano EF,GERAL,MATEMÁTICA,257.1
Rede Estadual,RANCHARIA,9º Ano EF,MANHÃ,MATEMÁTICA,259.2
Rede Estadual,RANCHARIA,9º Ano EF,GERAL,MATEMÁTICA,259.2
Rede Estadual,REDENCAO DA SERRA,9º Ano EF,MANHÃ,MATEMÁTICA,235.6
Rede Estadual,REDENCAO DA SERRA,9º Ano EF,GERAL,MATEMÁTICA,235.6
Rede Estadual,REGENTE FEIJO,9º Ano EF,MANHÃ,MATEMÁTICA,244.0
Rede Estadual,REGENTE FEIJO,9º Ano EF,TARDE,MATEMÁTICA,239.5
Rede Estadual,REGENTE FEIJO,9º Ano EF,GERAL,MATEMÁTICA,242.5
Rede Estadual,REGINOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,240.3
Rede Estadual,REGINOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,240.3
Rede Estadual,REGISTRO,9º Ano EF,MANHÃ,MATEMÁTICA,255.0
Rede Estadual,REGISTRO,9º Ano EF,TARDE,MATEMÁTICA,248.8
Rede Estadual,REGISTRO,9º Ano EF,GERAL,MATEMÁTICA,253.7
Rede Estadual,RIBEIRA,9º Ano EF,MANHÃ,MATEMÁTICA,259.2
Rede Estadual,RIBEIRA,9º Ano EF,GERAL,MATEMÁTICA,259.2
Rede Estadual,RIBEIRAO BRANCO,9º Ano EF,MANHÃ,MATEMÁTICA,258.1
Rede Estadual,RIBEIRAO BRANCO,9º Ano EF,GERAL,MATEMÁTICA,258.1
Rede Estadual,RIBEIRAO DO SUL,9º Ano EF,MANHÃ,MATEMÁTICA,233.2
Rede Estadual,RIBEIRAO DO SUL,9º Ano EF,TARDE,MATEMÁTICA,262.0
Rede Estadual,RIBEIRAO DO SUL,9º Ano EF,GERAL,MATEMÁTICA,249.0
Rede Estadual,RIBEIRAO PIRES,9º Ano EF,MANHÃ,MATEMÁTICA,253.8
Rede Estadual,RIBEIRAO PIRES,9º Ano EF,TARDE,MATEMÁTICA,257.6
Rede Estadual,RIBEIRAO PIRES,9º Ano EF,GERAL,MATEMÁTICA,254.7
Rede Estadual,RIBEIRAO PRETO,9º Ano EF,MANHÃ,MATEMÁTICA,243.4
Rede Estadual,RIBEIRAO PRETO,9º Ano EF,TARDE,MATEMÁTICA,240.1
Rede Estadual,RIBEIRAO PRETO,9º Ano EF,GERAL,MATEMÁTICA,242.6
Rede Estadual,RIVERSUL,9º Ano EF,MANHÃ,MATEMÁTICA,263.0
Rede Estadual,RIVERSUL,9º Ano EF,TARDE,MATEMÁTICA,234.6
Rede Estadual,RIVERSUL,9º Ano EF,GERAL,MATEMÁTICA,244.8
Rede Estadual,RIFAINA,9º Ano EF,MANHÃ,MATEMÁTICA,239.6
Rede Estadual,RIFAINA,9º Ano EF,GERAL,MATEMÁTICA,239.6
Rede Estadual,RINCAO,9º Ano EF,MANHÃ,MATEMÁTICA,239.6
Rede Estadual,RINCAO,9º Ano EF,GERAL,MATEMÁTICA,239.6
Rede Estadual,RINOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,261.5
Rede Estadual,RINOPOLIS,9º Ano EF,TARDE,MATEMÁTICA,249.9
Rede Estadual,RINOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,259.2
Rede Estadual,RIO CLARO,9º Ano EF,MANHÃ,MATEMÁTICA,245.3
Rede Estadual,RIO CLARO,9º Ano EF,TARDE,MATEMÁTICA,244.4
Rede Estadual,RIO CLARO,9º Ano EF,GERAL,MATEMÁTICA,245.3
Rede Estadual,RIO DAS PEDRAS,9º Ano EF,MANHÃ,MATEMÁTICA,254.8
Rede Estadual,RIO DAS PEDRAS,9º Ano EF,GERAL,MATEMÁTICA,254.8
Rede Estadual,RIO GRANDE DA SERRA,9º Ano EF,MANHÃ,MATEMÁTICA,246.7
Rede Estadual,RIO GRANDE DA SERRA,9º Ano EF,GERAL,MATEMÁTICA,246.7
Rede Estadual,RUBIACEA,9º Ano EF,MANHÃ,MATEMÁTICA,252.8
Rede Estadual,RUBIACEA,9º Ano EF,GERAL,MATEMÁTICA,252.8
Rede Estadual,RUBINEIA,9º Ano EF,MANHÃ,MATEMÁTICA,255.5
Rede Estadual,RUBINEIA,9º Ano EF,GERAL,MATEMÁTICA,255.5
Rede Estadual,SABINO,9º Ano EF,MANHÃ,MATEMÁTICA,229.9
Rede Estadual,SABINO,9º Ano EF,GERAL,MATEMÁTICA,229.9
Rede Estadual,SAGRES,9º Ano EF,MANHÃ,MATEMÁTICA,274.0
Rede Estadual,SAGRES,9º Ano EF,GERAL,MATEMÁTICA,274.0
Rede Estadual,SALES,9º Ano EF,MANHÃ,MATEMÁTICA,251.3
Rede Estadual,SALES,9º Ano EF,GERAL,MATEMÁTICA,251.3
Rede Estadual,SALES OLIVEIRA,9º Ano EF,MANHÃ,MATEMÁTICA,227.8
Rede Estadual,SALES OLIVEIRA,9º Ano EF,GERAL,MATEMÁTICA,227.8
Rede Estadual,SALESOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,271.8
Rede Estadual,SALESOPOLIS,9º Ano EF,TARDE,MATEMÁTICA,248.7
Rede Estadual,SALESOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,262.3
Rede Estadual,SALMOURAO,9º Ano EF,MANHÃ,MATEMÁTICA,243.3
Rede Estadual,SALMOURAO,9º Ano EF,GERAL,MATEMÁTICA,243.3
Rede Estadual,SALTO,9º Ano EF,MANHÃ,MATEMÁTICA,247.6
Rede Estadual,SALTO,9º Ano EF,TARDE,MATEMÁTICA,260.4
Rede Estadual,SALTO,9º Ano EF,GERAL,MATEMÁTICA,247.8
Rede Estadual,SALTO GRANDE,9º Ano EF,MANHÃ,MATEMÁTICA,245.9
Rede Estadual,SALTO GRANDE,9º Ano EF,TARDE,MATEMÁTICA,236.4
Rede Estadual,SALTO GRANDE,9º Ano EF,GERAL,MATEMÁTICA,239.2
Rede Estadual,SALTO DE PIRAPORA,9º Ano EF,MANHÃ,MATEMÁTICA,245.5
Rede Estadual,SALTO DE PIRAPORA,9º Ano EF,TARDE,MATEMÁTICA,253.7
Rede Estadual,SALTO DE PIRAPORA,9º Ano EF,GERAL,MATEMÁTICA,247.3
Rede Estadual,SANTA ADELIA,9º Ano EF,MANHÃ,MATEMÁTICA,263.7
Rede Estadual,SANTA ADELIA,9º Ano EF,GERAL,MATEMÁTICA,263.7
Rede Estadual,SANTA ALBERTINA,9º Ano EF,MANHÃ,MATEMÁTICA,254.3
Rede Estadual,SANTA ALBERTINA,9º Ano EF,GERAL,MATEMÁTICA,254.3
Rede Estadual,SANTA BARBARA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,259.3
Rede Estadual,SANTA BARBARA D'OESTE,9º Ano EF,TARDE,MATEMÁTICA,252.9
Rede Estadual,SANTA BARBARA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,258.7
Rede Estadual,AGUAS DE SANTA BARBARA,9º Ano EF,MANHÃ,MATEMÁTICA,268.7
Rede Estadual,AGUAS DE SANTA BARBARA,9º Ano EF,GERAL,MATEMÁTICA,268.7
Rede Estadual,SANTA CLARA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,266.6
Rede Estadual,SANTA CLARA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,266.6
Rede Estadual,SANTA CRUZ DA CONCEICAO,9º Ano EF,MANHÃ,MATEMÁTICA,257.1
Rede Estadual,SANTA CRUZ DA CONCEICAO,9º Ano EF,GERAL,MATEMÁTICA,257.1
Rede Estadual,SANTA CRUZ DAS PALMEIRAS,9º Ano EF,MANHÃ,MATEMÁTICA,250.4
Rede Estadual,SANTA CRUZ DAS PALMEIRAS,9º Ano EF,GERAL,MATEMÁTICA,250.4
Rede Estadual,SANTA CRUZ DO RIO PARDO,9º Ano EF,MANHÃ,MATEMÁTICA,250.2
Rede Estadual,SANTA CRUZ DO RIO PARDO,9º Ano EF,TARDE,MATEMÁTICA,247.8
Rede Estadual,SANTA CRUZ DO RIO PARDO,9º Ano EF,GERAL,MATEMÁTICA,250.1
Rede Estadual,SANTA ERNESTINA,9º Ano EF,MANHÃ,MATEMÁTICA,238.0
Rede Estadual,SANTA ERNESTINA,9º Ano EF,GERAL,MATEMÁTICA,238.0
Rede Estadual,SANTA ISABEL,9º Ano EF,MANHÃ,MATEMÁTICA,247.1
Rede Estadual,SANTA ISABEL,9º Ano EF,TARDE,MATEMÁTICA,241.5
Rede Estadual,SANTA ISABEL,9º Ano EF,GERAL,MATEMÁTICA,245.5
Rede Estadual,SANTA LUCIA,9º Ano EF,MANHÃ,MATEMÁTICA,231.4
Rede Estadual,SANTA LUCIA,9º Ano EF,GERAL,MATEMÁTICA,231.4
Rede Estadual,SANTA MARIA DA SERRA,9º Ano EF,MANHÃ,MATEMÁTICA,247.3
Rede Estadual,SANTA MARIA DA SERRA,9º Ano EF,GERAL,MATEMÁTICA,247.3
Rede Estadual,SANTA MERCEDES,9º Ano EF,MANHÃ,MATEMÁTICA,246.8
Rede Estadual,SANTA MERCEDES,9º Ano EF,GERAL,MATEMÁTICA,246.8
Rede Estadual,SANTA RITA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,277.7
Rede Estadual,SANTA RITA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,277.7
Rede Estadual,SANTA RITA DO PASSA QUATRO,9º Ano EF,MANHÃ,MATEMÁTICA,236.6
Rede Estadual,SANTA RITA DO PASSA QUATRO,9º Ano EF,TARDE,MATEMÁTICA,244.3
Rede Estadual,SANTA RITA DO PASSA QUATRO,9º Ano EF,GERAL,MATEMÁTICA,239.9
