CD_ALUNO;NOMEDEP;RegiaoMetropolitana;DE;MUN;TIPOCLASSE;SERIE_ANO;SEXO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie
19378773;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;MANHÃ;20;NULL;NULL;NULL;NULL;11;11;8;254;290;266;Básico;Básico;Abaixo do Básico
19379654;ESTADUAL-SE;Interior;JAU;BOREBI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;2;6;6;165;209;196;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19381859;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;NOITE;1;9;11;23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19391336;ESTADUAL-SE;Interior;APIAI;RIBEIRAO BRANCO;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;18;15;9;321;320;296;Adequado;Básico;Básico
19393706;ESTADUAL-SE;Interior;JOSE BONIFACIO;BALSAMO;0;EM-3ª série;F;MANHÃ;11;NULL;NULL;NULL;NULL;1;6;5;159;185;218;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19401482;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;F;TARDE;11;NULL;NULL;NULL;NULL;8;3;10;232;210;252;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19409157;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19412466;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19414163;ESTADUAL-SE;Interior;ASSIS;LUTECIA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;5;5;205;227;206;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19417454;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19421140;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19421963;ESTADUAL-SE;Interior;BARRETOS;OLIMPIA;0;EM-3ª série;M;TARDE;11;NULL;NULL;NULL;NULL;5;4;6;161;244;237;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19422314;ESTADUAL-SE;Interior;MARILIA;MARILIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;9;3;13;249;212;332;Abaixo do Básico;Abaixo do Básico;Básico
19422590;ESTADUAL-SE;Interior;PIRACICABA;PIRACICABA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19422809;ESTADUAL-SE;Interior;BOTUCATU;SAO MANUEL;0;EM-3ª série;F;TARDE;1;4;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19425164;ESTADUAL-SE;Região Metropolitana de Sorocaba;BOTUCATU;CESARIO LANGE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19426506;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;14;3;8;277;206;257;Básico;Abaixo do Básico;Abaixo do Básico
19426550;ESTADUAL-OUT;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;20;13;13;308;320;334;Adequado;Básico;Básico
19434575;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19434963;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;F;NOITE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19437318;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;LORENA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19438575;ESTADUAL-SE;Interior;SAO JOSE DO RIO PRETO;UCHOA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19440664;ESTADUAL-SE;Interior;TAQUARITINGA;IBITINGA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19448276;ESTADUAL-OUT;Região Metropolitana de Ribeirão Preto;JABOTICABAL;GUARIBA;0;EM-3ª série;M;MANHÃ;10;NULL;NULL;NULL;NULL;15;8;11;278;264;289;Básico;Abaixo do Básico;Básico
19449523;ESTADUAL-SE;Interior;AVARE;AVARE;0;EM-3ª série;M;NOITE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19452472;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;CARAPICUIBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19452989;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;14;6;9;284;224;288;Básico;Abaixo do Básico;Básico
19454078;ESTADUAL-SE;Interior;ASSIS;ASSIS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19456617;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;HORTOLANDIA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;13;1;8;264;185;267;Básico;Abaixo do Básico;Abaixo do Básico
19458152;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;7;6;193;247;234;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19461788;ESTADUAL-SE;Interior;TAQUARITINGA;TAQUARITINGA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19462225;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19466230;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPECERICA DA SERRA;JUQUITIBA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;220,7;NULL;NULL;Abaixo do Básico
19466484;ESTADUAL-SE;Região Metropolitana de Sorocaba;SOROCABA;SOROCABA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19470303;ESTADUAL-SE;Interior;BRAGANCA PAULISTA;BRAGANCA PAULISTA;0;EM-3ª série;M;NOITE;11;NULL;NULL;NULL;NULL;1;3;3;155;200;196;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19480107;ESTADUAL-SE;Interior;BAURU;BAURU;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19483710;ESTADUAL-OUT;Interior;ADAMANTINA;DRACENA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;12;12;9;261;303;281;Básico;Básico;Básico
19486034;ESTADUAL-SE;Interior;MIRANTE DO PARANAPANEMA;TARABAI;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19491763;ESTADUAL-SE;Interior;BAURU;LENCOIS PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;11;8;189;268;232;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19498615;ESTADUAL-SE;Interior;BAURU;BAURU;0;9º Ano EF;F;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19500398;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;HORTOLANDIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;10;4;7;229;200;220;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19502616;ESTADUAL-SE;Interior;BARRETOS;BARRETOS;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;16;13;18;285;304;361;Básico;Básico;Adequado
19511723;ESTADUAL-SE;Interior;JOSE BONIFACIO;NOVA ALIANCA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19513451;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;17;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;11;4;12;250;204;295;Abaixo do Básico;Abaixo do Básico;Básico
19537822;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;CRAVINHOS;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19542736;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;20;16;15;350;331;354;Adequado;Básico;Adequado
19548530;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;5;2;6;178;184;226;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19559802;ESTADUAL-SE;Interior;OURINHOS;OURINHOS;0;9º Ano EF;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;12;6;9;216;203;237;Básico;Abaixo do Básico;Básico
19562695;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;TAUBATE;CACAPAVA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;7;6;5;214;226;221;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19565437;ESTADUAL-SE;Região Metropolitana de São Paulo;TABOAO DA SERRA;EMBU DAS ARTES;0;EM-3ª série;M;TARDE;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19580170;ESTADUAL-SE;Interior;SAO JOSE DO RIO PRETO;ORINDIUVA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;13;12;4;260;291;219;Básico;Básico;Abaixo do Básico
19584453;ESTADUAL-SE;Interior;FERNANDOPOLIS;FERNANDOPOLIS;0;EM-3ª série;F;MANHÃ;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19591854;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS OESTE;CAMPINAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;9;8;3;220;218;191;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19593624;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;TIETE;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;9;6;254;266;214;Básico;Abaixo do Básico;Abaixo do Básico
19598438;ESTADUAL-SE;Interior;ANDRADINA;ANDRADINA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;3;5;227;211;208;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19602821;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;13;13;7;283;309;249;Básico;Básico;Abaixo do Básico
19603270;ESTADUAL-SE;Interior;OURINHOS;OURINHOS;0;9º Ano EF;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;14;16;275;301;327;Adequado;Adequado;Adequado
19607015;ESTADUAL-OUT;Interior;BRAGANCA PAULISTA;ATIBAIA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;21;22;17;353;380;396;Adequado;Adequado;Adequado
19611313;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;ANHUMAS;0;EM-3ª série;M;MANHÃ;3;NULL;NULL;NULL;NULL;13;2;7;267;175;243;Básico;Abaixo do Básico;Abaixo do Básico
19615097;ESTADUAL-SE;Interior;SAO CARLOS;SAO CARLOS;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19619453;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;CARAPICUIBA;17;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;6;4;9;195;233;246;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19620350;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;206,4;NULL;NULL;Abaixo do Básico
19624835;ESTADUAL-SE;Interior;TAQUARITINGA;VISTA ALEGRE DO ALTO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;21;18;18;366;338;361;Adequado;Básico;Adequado
19627977;ESTADUAL-SE;Região Metropolitana de São Paulo;SUL 3;SAO PAULO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19646326;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;CRAVINHOS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;11;12;5;259;296;239;Básico;Básico;Abaixo do Básico
19649144;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;UBATUBA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;4;8;10;163;220;228;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19653861;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19656102;ESTADUAL-SE;Interior;BARRETOS;OLIMPIA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;20;6;11;359;236;282;Adequado;Abaixo do Básico;Básico
19657985;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;JARDINOPOLIS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;9;11;9;222;254;257;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19658196;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19660005;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19664881;ESTADUAL-SE;Interior;JALES;AURIFLAMA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19666124;ESTADUAL-OUT;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19666876;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19671115;ESTADUAL-SE;Região Metropolitana de Sorocaba;VOTORANTIM;ARACOIABA DA SERRA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19672552;ESTADUAL-SE;Interior;CAPIVARI;CAPIVARI;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19674892;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;7;5;194;238;206;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19677806;ESTADUAL-SE;Interior;ADAMANTINA;OURO VERDE;0;EM-3ª série;M;TARDE;1;7;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19678654;ESTADUAL-SE;Interior;JALES;SANTA FE DO SUL;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;9;6;7;229;220;246;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19682759;ESTADUAL-OUT;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;18;8;17;313;270;362;Adequado;Abaixo do Básico;Adequado
19682959;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;5;8;9;205;269;289;Abaixo do Básico;Abaixo do Básico;Básico
19683227;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;15;18;7;285;346;243;Básico;Básico;Abaixo do Básico
19684315;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;MARTINOPOLIS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;5;10;193;192;267;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19685824;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;EM-3ª série;F;MANHÃ;11;NULL;NULL;NULL;NULL;4;3;5;192;202;206;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19694554;ESTADUAL-SE;Região Metropolitana de Sorocaba;SOROCABA;SOROCABA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;18;18;334;337;407;Adequado;Básico;Avançado
19697854;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;6;10;11;213;273;282;Abaixo do Básico;Abaixo do Básico;Básico
19698854;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;17;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19699061;ESTADUAL-SE;Interior;TUPA;QUEIROZ;0;9º Ano EF;F;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19699749;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19701587;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19702488;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 3;SAO PAULO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19703199;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;9º Ano EF;F;MANHÃ;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19707121;ESTADUAL-SE;Interior;JALES;JALES;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19707978;ESTADUAL-SE;Região Metropolitana de Sorocaba;VOTORANTIM;VOTORANTIM;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;6;9;8;200;279;265;Abaixo do Básico;Básico;Abaixo do Básico
19708914;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;5;6;231;175;208;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19708962;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;3;4;8;205;200;235;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19709109;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9;NULL;NULL;258,5;NULL;NULL;Abaixo do Básico
19710939;ESTADUAL-SE;Interior;ADAMANTINA;MARIAPOLIS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19711318;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;11;12;11;263;288;294;Básico;Básico;Básico
19712657;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19712974;ESTADUAL-SE;Interior;SANTO ANASTACIO;PRESIDENTE VENCESLAU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19713790;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;TACIBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;12;7;3;281;263;166;Básico;Abaixo do Básico;Abaixo do Básico
19713843;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;12;3;4;260;215;222;Básico;Abaixo do Básico;Abaixo do Básico
19718609;ESTADUAL-SE;Interior;SAO CARLOS;SAO CARLOS;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19721292;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;4;6;5;191;225;227;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19722038;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;ITAPEVI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;5;6;213;228;238;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19722067;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;ITAPEVI;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19724604;ESTADUAL-SE;Região Metropolitana de Sorocaba;SAO ROQUE;SAO ROQUE;0;EM-3ª série;M;MANHÃ;10;NULL;NULL;NULL;NULL;5;5;NULL;170;225;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19725499;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;11;6;4;236;244;188;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19726177;ESTADUAL-SE;Interior;ASSIS;ASSIS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;15;6;15;292;244;351;Básico;Abaixo do Básico;Adequado
19727094;ESTADUAL-SE;Interior;SAO CARLOS;SAO CARLOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19730252;ESTADUAL-SE;Interior;ANDRADINA;ANDRADINA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19730545;ESTADUAL-SE;Interior;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;26;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19734729;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;2;4;8;177;193;246;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
