CD_ALUNO;NOMEDEP;RegiaoMetropolitana;DE;MUN;TIPOCLASSE;SERIE_ANO;SEXO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie
18740492;MUNICIPAL;Região Metropolitana de Campinas;SUMARE;SUMARE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18753818;ESTADUAL-SE;Interior;FRANCA;PEDREGULHO;26;EM-3ª série;M;MANHÃ;1;7;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18756957;ESTADUAL-SE;Interior;ITARARE;CORONEL MACEDO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;7;13;3;211;307;198;Abaixo do Básico;Básico;Abaixo do Básico
18765011;ESTADUAL-SE;Interior;BRAGANCA PAULISTA;BRAGANCA PAULISTA;0;9º Ano EF;F;MANHÃ;10;NULL;NULL;NULL;NULL;0;1;NULL;125;166;NULL;Abaixo do Básico;Abaixo do Básico;NULL
18765941;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;5;3;7;199;211;218;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18771002;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;24;23;19;393;409;401;Avançado;Avançado;Avançado
18774773;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18777799;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18779086;ESTADUAL-SE;Região Metropolitana de São Paulo;DIADEMA;DIADEMA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18794251;ESTADUAL-SE;Interior;LINS;GUAICARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7;NULL;NULL;203,4;NULL;NULL;Abaixo do Básico
18808876;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18818413;ESTADUAL-SE;Interior;JAU;PEDERNEIRAS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;9;4;6;227;212;239;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18820677;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18821773;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;SANTA BARBARA D'OESTE;0;EM-3ª série;F;NOITE;11;NULL;NULL;NULL;NULL;4;6;3;204;196;190;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18822484;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;7;5;NULL;223;201;NULL;Abaixo do Básico;Abaixo do Básico;NULL
18824450;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;BOITUVA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18826144;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;F;MANHÃ;8;NULL;NULL;NULL;NULL;8;4;8;222;209;199;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18827516;ESTADUAL-SE;Interior;JUNDIAI;JUNDIAI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18830161;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;PINDAMONHANGABA;CAMPOS DO JORDAO;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;9;8;8;244;254;253;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18834230;ESTADUAL-SE;Interior;TAQUARITINGA;IBITINGA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18842151;ESTADUAL-SE;Interior;JAU;BARRA BONITA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;3;5;2;182;195;160;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18846458;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;11;9;11;249;261;278;Abaixo do Básico;Abaixo do Básico;Básico
18848328;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;7;5;6;223;189;194;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18849054;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;6;6;6;185;226;207;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18849969;ESTADUAL-SE;Interior;SAO CARLOS;RIBEIRAO BONITO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;1;4;223;175;192;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18850053;ESTADUAL-SE;Interior;LINS;LINS;0;EM-3ª série;M;MANHÃ;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18850766;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18852175;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;NOITE;5;NULL;NULL;NULL;NULL;5;6;5;186;192;191;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18853247;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;F;NOITE;11;NULL;NULL;NULL;NULL;11;7;6;239;251;208;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18854537;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;235,8;NULL;NULL;Abaixo do Básico
18864246;ESTADUAL-SE;Região Metropolitana de Sorocaba;SOROCABA;SOROCABA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;16;5;8;300;202;282;Básico;Abaixo do Básico;Básico
18867223;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18871007;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;SERTAOZINHO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;10;6;5;253;217;224;Básico;Abaixo do Básico;Abaixo do Básico
18873603;ESTADUAL-SE;Interior;PIRAJU;FARTURA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;4;7;9;172;243;299;Abaixo do Básico;Abaixo do Básico;Básico
18880203;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;LORENA;0;EM-3ª série;M;TARDE;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18883558;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;TIETE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18884954;ESTADUAL-SE;Região Metropolitana de São Paulo;CAIEIRAS;CAIEIRAS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18897786;ESTADUAL-SE;Interior;BARRETOS;GUAIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;4;4;6;173;194;222;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18898610;ESTADUAL-OUT;Interior;OURINHOS;IPAUSSU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;8;11;324;276;306;Adequado;Básico;Básico
18900026;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18904210;ESTADUAL-OUT;Interior;OURINHOS;IPAUSSU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;15;8;11;286;271;331;Básico;Abaixo do Básico;Básico
18905228;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 4;SAO PAULO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;13;15;12;270;300;292;Básico;Básico;Básico
18905239;ESTADUAL-SE;Interior;OURINHOS;IPAUSSU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18907146;ESTADUAL-SE;Interior;ARACATUBA;ARACATUBA;0;9º Ano EF;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;16;14;11;268;264;268;Básico;Básico;Básico
18924177;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS OESTE;CAMPINAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;4;4;4;186;193;192;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18928154;ESTADUAL-SE;Interior;JOSE BONIFACIO;ADOLFO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18943625;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;F;TARDE;1;4;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18957341;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18957858;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18959167;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;PINDAMONHANGABA;CAMPOS DO JORDAO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;9;4;6;228;192;235;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18970947;ESTADUAL-SE;Interior;LINS;GUAICARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;5;10;219;207;270;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18980806;ESTADUAL-SE;Interior;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18993038;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;PINDAMONHANGABA;CAMPOS DO JORDAO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;3;2;2;188;174;183;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
18993840;MUNICIPAL;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18996495;ESTADUAL-SE;Interior;OURINHOS;OURINHOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;14;4;7;272;208;242;Básico;Abaixo do Básico;Abaixo do Básico
19000501;ESTADUAL-SE;Interior;JUNDIAI;JUNDIAI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19010371;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19013575;ESTADUAL-SE;Interior;ASSIS;ASSIS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19018925;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 3;SAO PAULO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19022355;ESTADUAL-SE;Interior;BAURU;BAURU;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;3;NULL;220;200;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19033025;ESTADUAL-SE;Interior;VOTUPORANGA;VOTUPORANGA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19060930;MUNICIPAL;Interior;SAO JOAQUIM DA BARRA;IGARAPAVA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19064889;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;5;7;6;179;194;206;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19064899;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19064917;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19077841;ESTADUAL-SE;Região Metropolitana de Sorocaba;VOTORANTIM;SALTO DE PIRAPORA;26;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19080825;ESTADUAL-SE;Região Metropolitana de Sorocaba;SAO ROQUE;SAO ROQUE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19080858;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19090260;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19090272;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;NULL;NULL;277,5;NULL;NULL;Básico
19096402;ESTADUAL-SE;Região Metropolitana de São Paulo;NORTE 1;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19096412;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;SALTO;0;EM-3ª série;F;MANHÃ;11;NULL;NULL;NULL;NULL;1;4;8;175;211;222;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19097308;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19103955;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19104881;ESTADUAL-SE;Região Metropolitana de Sorocaba;SAO ROQUE;SAO ROQUE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19106756;ESTADUAL-SE;Interior;FRANCA;FRANCA;0;EM-3ª série;F;MANHÃ;10;NULL;NULL;NULL;NULL;10;12;6;240;290;206;Abaixo do Básico;Básico;Abaixo do Básico
19116342;ESTADUAL-SE;Região Metropolitana de São Paulo;CENTRO;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19117433;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;8;6;11;244;203;281;Abaixo do Básico;Abaixo do Básico;Básico
19126545;ESTADUAL-SE;Região Metropolitana de São Paulo;NORTE 1;SAO PAULO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19144351;ESTADUAL-SE;Interior;ITAPEVA;CAPAO BONITO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;5;14;227;220;293;Abaixo do Básico;Abaixo do Básico;Básico
19151516;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;ITU;0;EM-3ª série;M;NOITE;1;8;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19159593;ESTADUAL-SE;Interior;FRANCA;ITIRAPUA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;12;6;2;266;184;182;Básico;Abaixo do Básico;Abaixo do Básico
19164249;ESTADUAL-OUT;Interior;SAO JOAQUIM DA BARRA;IGARAPAVA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;6;9;169;225;248;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19184648;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;PRAIA GRANDE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19189890;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;HORTOLANDIA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19219372;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;SAO JOSE DO BARREIRO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19245804;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;PIRAPOZINHO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;4;3;5;183;196;194;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19250118;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;LORENA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19283905;ESTADUAL-SE;Interior;TAQUARITINGA;IBITINGA;0;9º Ano EF;M;MANHÃ;1;8;11;NULL;NULL;2;4;7;131;148;188;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19285956;MUNICIPAL;Região Metropolitana de Sorocaba;VOTORANTIM;SALTO DE PIRAPORA;0;2º Ano EF;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19299606;MUNICIPAL;Região Metropolitana de São Paulo;SUZANO;FERRAZ DE VASCONCELOS;0;2º Ano EF;F;TARDE;NULL;NULL;NULL;NULL;NULL;12;13;NULL;184;184;NULL;Avançado;Adequado;NULL
19305779;ESTADUAL-SE;Região Metropolitana de São Paulo;NORTE 1;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;9;8;210;269;263;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19308886;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;GUARATINGUETA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19312173;ESTADUAL-SE;Interior;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19318632;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 4;SAO PAULO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19324112;ESTADUAL-SE;Interior;OURINHOS;OURINHOS;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;5;NULL;196;184;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19354616;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;17;EM-3ª série;M;MANHÃ;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19355327;ESTADUAL-SE;Interior;JALES;JALES;0;EM-3ª série;F;TARDE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19355599;ESTADUAL-SE;Interior;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19360178;MUNICIPAL;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;UBATUBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19361442;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS LESTE;CAMPINAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;6;8;NULL;199;246;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19362390;ESTADUAL-SE;Interior;FERNANDOPOLIS;FERNANDOPOLIS;0;EM-3ª série;F;TARDE;3;8;11;NULL;NULL;NULL;NULL;8;NULL;NULL;227,6;NULL;NULL;Abaixo do Básico
19363667;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SAO JOAO DA BOA VISTA;TAMBAU;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;13;1;7;263;188;256;Básico;Abaixo do Básico;Abaixo do Básico
19364932;ESTADUAL-SE;Interior;PIRACICABA;PIRACICABA;0;EM-3ª série;M;MANHÃ;20;NULL;NULL;NULL;NULL;6;4;7;206;174;214;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19365900;ESTADUAL-SE;Interior;PIRACICABA;PIRACICABA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19367537;ESTADUAL-SE;Interior;BAURU;LENCOIS PAULISTA;0;EM-3ª série;F;MANHÃ;10;NULL;NULL;NULL;NULL;3;8;7;162;240;235;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19368307;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 4;SAO PAULO;0;EM-3ª série;M;TARDE;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19368437;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;PINDAMONHANGABA;PINDAMONHANGABA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;4;9;5;168;272;220;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19369265;ESTADUAL-SE;Interior;OURINHOS;OURINHOS;0;EM-3ª série;M;MANHÃ;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19369786;ESTADUAL-SE;Interior;ITARARE;ITARARE;0;EM-3ª série;M;MANHÃ;1;7;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19369984;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CRUZEIRO;0;EM-3ª série;M;MANHÃ;1;9;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19370853;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19373223;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19374280;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;3;3;3;169;171;174;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19378310;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;13;10;7;265;277;235;Básico;Básico;Abaixo do Básico
