nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
193054242,70,60+,Masculino,Parda,Norte,C1,Viuvo(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,1,investidor
193054243,70,60+,Feminino,Parda,Norte,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,1,1,1,5,investidor
193054245,46,45-59,Masculino,Parda,Norte,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Fundamental II completo,0,0,Sim,Meios de comunicacao (Radio/ TV/ jornal/ revistas),"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Ja comecou uma reserva para a aposentadoria,3,3,5,5,5,investidor
193054246,50,45-59,Feminino,Parda,Norte,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,3,5,1,2,investidor
193054247,41,35-44,Masculino,Parda,Norte,C1,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Pós-graduação,0,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,8,5,2,2,investidor
193054248,24,16-24,Feminino,Parda,Norte,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Não usou em 2023,0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,4,1,1,investidor
193054449,60,60+,Feminino,Branca,Norte,D/E,Separado/Divorciado,Não sabe,Analfabeto/ Fundamental I incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,99,1,5,5,5,investidor
193054450,46,45-59,Feminino,Parda,Norte,A,Solteiro (a),"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,1,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,8,4,1,1,investidor
193054451,38,35-44,Masculino,Parda,Norte,D/E,Solteiro (a),Não sabe,Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,5,5,5,5,investidor
193054452,62,60+,Masculino,Branca,Norte,D/E,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,4,investidor
193067085,68,60+,Feminino,Parda,Nordeste,C2,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,1,1,1,investidor
193067159,36,35-44,Masculino,Branca,Sudeste,B2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Superior completo,0,Portal / site,0,0,Não usou em 2023,0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,7,4,4,1,investidor
193068080,40,35-44,Masculino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,1,Radio,0,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,4,investidor
193068228,47,45-59,Feminino,Parda,Norte,C1,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,4,1,1,investidor
193068257,27,25-34,Masculino,Branca,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,3,0,0,0,De vez em quando,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,5,2,investidor
193068294,51,45-59,Masculino,Indigena,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,2,5,investidor
193068369,17,16-24,Masculino,Parda,Nordeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,53,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,1,investidor
193069041,53,45-59,Masculino,Preta,Nordeste,B2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,1,4,investidor
193069134,25,25-34,Masculino,Preta,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Ja comecou uma reserva para a aposentadoria,9,2,2,1,1,investidor
193069143,44,35-44,Masculino,Branca,Nordeste,D/E,Solteiro (a),Recusa,Ensino Médio completo,0,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,97,5,5,2,2,investidor
193069159,43,35-44,Masculino,Parda,Norte,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,1,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,1,1,1,investidor
193069272,47,45-59,Masculino,Parda,Nordeste,C1,Separado/Divorciado,"Até R$ 1.320,00",Superior incompleto,2,0,Sim,Influenciadores que abordam assuntos sobre investimento,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,6,5,4,5,investidor
193069275,47,45-59,Feminino,Parda,Sudeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,5,5,5,4,investidor
193069436,22,16-24,Masculino,Outras,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,2,1,1,apostador
193069537,40,35-44,Masculino,Branca,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,Televisao,0,0,Não usou em 2023,0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,4,2,investidor
193069549,62,60+,Masculino,Outras,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,2,WhatsApp,0,0,Não usou em 2023,0,0,65,Ja comecou uma reserva para a aposentadoria,9,5,5,5,5,investidor
193069614,59,45-59,Feminino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,5,0,Nao,0,De vez em quando,i. Chance de conseguir juntar uma quantia em dinheiro para o futuro,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,0,0,9,1,5,1,1,investidor
193069679,31,25-34,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,3,1,investidor
193069721,37,35-44,Masculino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,De vez em quando,h. Considerar uma forma de investir,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,2,4,investidor
193069724,66,60+,Masculino,Parda,Centro Oeste,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,Televisao,0,0,Não sabe,0,0,0,0,2,5,4,1,1,investidor
193069776,49,45-59,Masculino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,2,Facebook,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,5,1,investidor
193069822,58,45-59,Masculino,Outras,Nordeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,5,1,investidor
193069856,66,60+,Feminino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,De vez em quando,i. Chance de conseguir juntar uma quantia em dinheiro para o futuro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,0,0,9,2,5,2,1,investidor
193069875,25,25-34,Masculino,Preta,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,1,5,5,4,1,investidor
193069880,62,60+,Masculino,Parda,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,1,5,investidor
193069884,30,25-34,Feminino,Parda,Norte,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,1,7,1,1,1,investidor
193069885,48,45-59,Feminino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
193070157,66,60+,Masculino,Branca,Nordeste,C1,Separado/Divorciado,"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,Nenhum,0,0,Não usou em 2023,0,0,"Aposentou,mas continua trabalhado",0,1,5,5,1,1,investidor
193070228,45,45-59,Masculino,Outras,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,5,2,investidor
193070229,65,60+,Masculino,Preta,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,7,0,0,0,Não usou em 2023,0,0,0,0,9,1,5,2,5,investidor
193070245,53,45-59,Masculino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,Instagram,0,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,62,Ja comecou uma reserva para a aposentadoria,1,5,5,5,1,investidor
193070348,73,60+,Masculino,Branca,Nordeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,5,1,1,1,investidor
193070403,70,60+,Feminino,Branca,Nordeste,D/E,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,8,0,Nao,0,Não usou em 2023,0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,5,2,investidor
193070433,59,45-59,Masculino,Branca,Sudeste,A,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Superior completo,2,Youtube,0,0,Não usou em 2023,0,0,70,Ja comecou uma reserva para a aposentadoria,4,7,5,2,4,investidor
193070434,37,35-44,Feminino,Parda,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,0,0,Não usou em 2023,0,0,50,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,1,1,investidor
193070435,46,45-59,Feminino,Branca,Sudeste,C1,Separado/Divorciado,"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,3,5,investidor
193070478,58,45-59,Masculino,Preta,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,5,investidor
193070545,60,60+,Feminino,Parda,Nordeste,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,2,4,2,2,investidor
193070564,60,60+,Feminino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Ja comecou uma reserva para a aposentadoria,9,5,1,1,1,investidor
193070566,36,35-44,Feminino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Não usou em 2023,0,0,65,Ja comecou uma reserva para a aposentadoria,9,5,5,5,5,investidor
193070589,16,16-24,Masculino,Branca,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,2,1,1,investidor
193070641,23,16-24,Feminino,Branca,Nordeste,C2,Solteiro (a),Não sabe,Ensino Médio completo,0,Portal / site,0,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,5,5,1,1,investidor
193070651,45,45-59,Masculino,Parda,Norte,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,6,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,1,1,1,investidor
193070831,61,60+,Feminino,Outras,Nordeste,D/E,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,5,2,investidor
193070966,72,60+,Masculino,Preta,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,3,1,1,1,investidor
193070975,17,16-24,Masculino,Parda,Nordeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,Frequentemente,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,1,apostador
193070984,27,25-34,Feminino,Parda,Centro Oeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,2,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,1,2,investidor
193070991,52,45-59,Masculino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,2,Televisao,0,0,Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,1,apostador
193071050,55,45-59,Masculino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193071061,43,35-44,Feminino,Preta,Sudeste,C2,Separado/Divorciado,"Até R$ 1.320,00",Superior incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,6,5,5,5,investidor
193071090,52,45-59,Masculino,Outras,Sudeste,D/E,Solteiro (a),Não sabe,Ensino Médio incompleto,0,Radio,0,0,Não usou em 2023,0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,99,4,5,5,5,investidor
193071144,56,45-59,Feminino,Preta,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193071150,47,45-59,Feminino,Parda,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,Não sabe,0,0,52,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,5,1,investidor
