nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
193447178,55,45-59,Masculino,Branca,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,1,1,investidor
193447244,28,25-34,Feminino,Preta,Norte,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,0,0,Nao,0,Frequentemente,j. Outras respostas (ESPONTANEA - ANOTE): _______,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Ja comecou uma reserva para a aposentadoria,2,5,5,1,1,apostador
193447269,65,60+,Feminino,Parda,Norte,D/E,Separado/Divorciado,"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,9,1,5,2,1,investidor
193447270,64,60+,Feminino,Outras,Norte,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,5,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,2,2,2,investidor
193447271,52,45-59,Masculino,Outras,Norte,D/E,Solteiro (a),Não sabe,Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,99,1,5,1,1,investidor
193447272,26,25-34,Feminino,Amarela,Norte,D/E,Casado(a)/com companheiro(a),Não sabe,Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Não comecou uma reserva para a aposentadoria e Não pretende comecar,99,5,1,1,1,investidor
193447273,36,35-44,Masculino,Parda,Norte,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,5,2,1,investidor
193447274,24,16-24,Feminino,Branca,Norte,D/E,Solteiro (a),Não sabe,Fundamental I completo/ Fundamental II incompleto,0,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,2,2,99,2,investidor
193447275,46,45-59,Feminino,Indigena,Norte,D/E,Solteiro (a),Não sabe,Ensino Médio completo,3,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,99,5,5,5,2,investidor
193447323,64,60+,Masculino,Outras,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,2,0,Sim,"Por telefone, falando com o gerente ou com o assessor/ especialista de investimento","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,3,5,2,1,1,investidor
193447367,65,60+,Feminino,Branca,Sul,D/E,Separado/Divorciado,"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,2,5,1,1,investidor
193447368,38,35-44,Masculino,Parda,Sul,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,Youtube,0,0,Não usou em 2023,0,0,65,Ja comecou uma reserva para a aposentadoria,2,5,5,1,1,investidor
193447369,32,25-34,Masculino,Branca,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,5,investidor
193447370,39,35-44,Feminino,Branca,Sul,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,2,0,Nao,0,Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,3,5,1,1,investidor
193447371,51,45-59,Feminino,Branca,Sul,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,1,14,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,5,5,5,investidor
193447372,36,35-44,Masculino,Branca,Sul,B2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Superior incompleto,1,Portal / site,0,0,Raramente,i. Chance de conseguir juntar uma quantia em dinheiro para o futuro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Ja comecou uma reserva para a aposentadoria,3,6,5,1,1,investidor
193447410,71,60+,Masculino,Branca,Sudeste,D/E,Viuvo(a),"De R$ 1.321,00 Até R$ 2.640,00",Analfabeto/ Fundamental I incompleto,3,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,1,5,5,5,investidor
193447411,29,25-34,Feminino,Branca,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,4,1,investidor
193447414,43,35-44,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,3,Instagram,0,0,Frequentemente,h. Considerar uma forma de investir,0,60,Ja comecou uma reserva para a aposentadoria,1,2,4,4,5,apostador
193447430,40,35-44,Feminino,Parda,Norte,C1,Separado/Divorciado,"De R$ 3.961,00 Até R$ 6.600,00",Pós-graduação,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,8,5,4,5,investidor
193447506,37,35-44,Masculino,Preta,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,1,1,1,investidor
193447552,65,60+,Masculino,Branca,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,1,1,investidor
193447553,22,16-24,Feminino,Preta,Sudeste,C1,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Superior incompleto,0,Youtube,0,0,Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,45,Ja comecou uma reserva para a aposentadoria,3,6,4,1,1,investidor
193447659,73,60+,Feminino,Indigena,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Pós-graduação,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,8,2,1,1,investidor
193447688,24,16-24,Feminino,Parda,Sul,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,0,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,4,5,investidor
193447760,65,60+,Feminino,Preta,Sudeste,C2,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,8,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,2,1,investidor
193447915,34,25-34,Feminino,Parda,Centro Oeste,B1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Ja comecou uma reserva para a aposentadoria,1,5,5,1,1,investidor
193447936,55,45-59,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,1,Não sabe,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,Ja comecou uma reserva para a aposentadoria,9,3,5,2,1,investidor
193447937,46,45-59,Masculino,Parda,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,4,5,investidor
193447938,65,60+,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,2,5,1,1,investidor
193447939,52,45-59,Masculino,Branca,Sudeste,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,1,1,investidor
193448045,46,45-59,Masculino,Branca,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,4,2,investidor
193448067,44,35-44,Masculino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,4,4,investidor
193448106,29,25-34,Masculino,Parda,Norte,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,0,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,4,1,1,investidor
193448140,35,35-44,Masculino,Parda,Sudeste,C2,Separado/Divorciado,"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,4,5,5,4,investidor
193448141,25,25-34,Feminino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Raramente,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,5,investidor
193448142,67,60+,Masculino,Preta,Sudeste,C2,Viuvo(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,0,Podcasts,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,3,5,1,1,1,investidor
193448180,34,25-34,Feminino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,Youtube,0,0,Não usou em 2023,0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193448225,72,60+,Feminino,Parda,Sudeste,C1,Viuvo(a),"De R$ 2.640,00 Até R$ 3.960,00",Analfabeto/ Fundamental I incompleto,2,0,Sim,Advogado/ contador,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,1,1,1,2,investidor
193448315,41,35-44,Masculino,Branca,Sul,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,1,investidor
193448632,67,60+,Feminino,Parda,Sudeste,C1,Solteiro (a),Não sabe,Superior incompleto,0,0,Nao,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,6,1,3,1,investidor
193448733,21,16-24,Feminino,Preta,Norte,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,2,1,investidor
193448829,27,25-34,Feminino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Superior completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,7,5,1,2,investidor
193448834,26,25-34,Feminino,Indigena,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,4,investidor
193448932,68,60+,Feminino,Branca,Sul,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,2,1,investidor
193448933,46,45-59,Feminino,Branca,Sul,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,47,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,2,1,investidor
193448934,43,35-44,Masculino,Branca,Sul,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,1,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,Ja comecou uma reserva para a aposentadoria,9,4,5,5,1,investidor
193448935,16,16-24,Masculino,Branca,Sul,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,4,1,investidor
193449015,57,45-59,Masculino,Branca,Sudeste,C2,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio incompleto,4,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,57,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,5,investidor
193449025,46,45-59,Masculino,Parda,Norte,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,5,5,1,1,investidor
193449193,36,35-44,Masculino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,1,apostador
193449265,26,25-34,Feminino,Branca,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,3,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,9,5,5,4,2,investidor
193449275,75,60+,Masculino,Outras,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,0,Sim,Meios de comunicacao (Radio/ TV/ jornal/ revistas),"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,5,5,2,1,investidor
193449457,52,45-59,Feminino,Outras,Nordeste,D/E,Solteiro (a),Não sabe,Fundamental I completo/ Fundamental II incompleto,8,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,2,1,5,1,investidor
193449458,29,25-34,Masculino,Parda,Nordeste,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,4,4,apostador
193449459,31,25-34,Feminino,Parda,Nordeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,1,1,1,investidor
193449561,16,16-24,Feminino,Preta,Norte,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Sim,Cursos/ cursos online/ palestras/ na faculdade/ escola/ professor,Raramente,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,1,investidor
193449618,55,45-59,Masculino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,2,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,4,5,1,1,investidor
193449619,75,60+,Masculino,Parda,Sudeste,D/E,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,2,5,1,1,investidor
193449683,24,16-24,Feminino,Branca,Norte,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Pós-graduação,1,0,Sim,Blogs e foruns de investimentos/ Sites sobre investimentos/ educacao financeira/ economia,Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,8,2,2,1,investidor
193449813,30,25-34,Feminino,Parda,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Sim,Sites de noticias,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,5,investidor
193449889,17,16-24,Feminino,Branca,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,1,investidor
193450050,67,60+,Masculino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,2,Radio,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,1,2,5,1,1,investidor
193450079,53,45-59,Masculino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,1,1,1,investidor
193450105,50,45-59,Feminino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,2,1,investidor
193450106,38,35-44,Feminino,Parda,Sudeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior incompleto,4,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,6,5,1,1,investidor
193450137,35,35-44,Feminino,Parda,Centro Oeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,4,investidor
193450370,16,16-24,Masculino,Amarela,Norte,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Sim,Cursos/ cursos online/ palestras/ na faculdade/ escola/ professor,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,1,1,1,investidor
193450400,45,45-59,Feminino,Parda,Sudeste,A,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,5,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
193450447,76,60+,Feminino,Branca,Sudeste,A,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,3,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,4,8,4,1,1,investidor
193450592,29,25-34,Feminino,Branca,Sudeste,B1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Superior incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,6,5,5,4,investidor
193450745,30,25-34,Masculino,Parda,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,Youtube,0,0,De vez em quando,f. Oportunidade de apostar valores pequenos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193450768,30,25-34,Masculino,Preta,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,0,0,Sim,Advogado/ contador,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,7,5,2,1,investidor
193451034,23,16-24,Feminino,Preta,Sul,C2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,1,0,Nao,0,Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,4,5,1,5,apostador
193451043,55,45-59,Feminino,Parda,Centro Oeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193451171,21,16-24,Masculino,Parda,Norte,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,1,investidor
193451244,25,25-34,Masculino,Parda,Norte,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Ja comecou uma reserva para a aposentadoria,1,5,5,1,1,investidor
193451275,53,45-59,Masculino,Preta,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,3,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,7,5,5,5,investidor
193451287,22,16-24,Masculino,Parda,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Pós-graduação,0,Linkedin,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,8,4,1,1,investidor
193451288,19,16-24,Feminino,Branca,Nordeste,C1,Solteiro (a),Não sabe,Ensino Médio completo,0,0,Sim,Sites de noticias,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,61,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,5,5,2,1,investidor
193451289,44,35-44,Masculino,Preta,Nordeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,5,apostador
193451461,44,35-44,Masculino,Parda,Norte,A,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,4,WhatsApp,0,0,Raramente,a. A facilidade de usar os aplicativos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Ja comecou uma reserva para a aposentadoria,4,8,5,1,5,investidor
193451621,63,60+,Masculino,Branca,Sudeste,C2,Separado/Divorciado,"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,5,Revistas / jornais,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,3,5,5,1,5,investidor
