BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Cerrado,luís eduardo magalhães,32.17,2019,2019/01/23,luís eduardo magalhães,2019,800435.7103590965
Cerrado,correntina,97.49,2019,2019/04/23,correntina,2019,1545572.943816781
Cerrado,riachão das neves,11.03,2019,2019/05/07,riachão das neves,2019,580173.0040331781
Cerrado,santa rita de cássia,115.22,2019,2019/06/28,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,260.1,2019,2019/07/10,barreiras,2019,1568927.0175619423
Mata Atlântica,ilhéus,3.59,2019,2019/05/24,ilhéus,2019,158872.06799983978
Mata Atlântica,jequié,7.59,2019,2019/02/25,jequié,2019,249169.2120203972
Mata Atlântica,ilhéus,3.19,2019,2019/02/01,ilhéus,2019,158872.06799983978
Mata Atlântica,dário meira,0.47,2019,2019/01/08,dário meira,2019,94401.96469908953
Mata Atlântica,igrapiúna,3.53,2019,2019/02/25,igrapiúna,2019,257694.0746061802
Cerrado,baianópolis,21.5,2020,2020/04/30,baianópolis,2020,790814.9751247168
Cerrado,barreiras,3.06,2020,2020/04/21,barreiras,2020,1179766.0970728395
Cerrado,são desidério,220.17,2020,2020/01/31,são desidério,2020,3091203.197527945
Caatinga,santa rita de cássia,57.77,2020,2020/03/29,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,32.01,2020,2020/04/27,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,ilhéus,16.2,2020,2020/01/28,ilhéus,2020,191205.86366391185
Mata Atlântica,ilhéus,14.89,2020,2020/01/20,ilhéus,2020,191205.86366391185
Mata Atlântica,encruzilhada,14.23,2020,2020/01/10,encruzilhada,2020,451620.4507952333
Caatinga,jaborandi,8.92,2020,2020/06/01,jaborandi,2020,1744004.154955864
Cerrado,correntina,14.49,2020,2020/06/01,correntina,2020,1060525.6563282013
Cerrado,luís eduardo magalhães,3.86,2020,2020/06/09,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,baianópolis,303.3,2020,2020/06/21,baianópolis,2020,790814.9751247168
Cerrado,riachão das neves,122.51,2020,2020/05/28,riachão das neves,2020,1085054.2665590644
Cerrado,luís eduardo magalhães,27.31,2020,2020/06/09,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,santa rita de cássia,13.71,2020,2020/07/01,santa rita de cássia,2020,859509.3606863022
Cerrado,jaborandi,43.9,2020,2020/07/25,jaborandi,2020,1744004.154955864
Cerrado,santa rita de cássia,14.66,2020,2020/07/31,santa rita de cássia,2020,859509.3606863022
Cerrado,jaborandi,13.73,2020,2020/07/01,jaborandi,2020,1744004.154955864
Cerrado,luís eduardo magalhães,211.77,2020,2020/08/29,luís eduardo magalhães,2020,1523413.1056941748
Mata Atlântica,iguaí,8.5,2020,2020/09/15,iguaí,2020,127471.2907333374
Cerrado,santa rita de cássia,13.09,2020,2020/09/30,santa rita de cássia,2020,859509.3606863022
Caatinga,jaborandi,17.22,2020,2020/10/20,jaborandi,2020,1744004.154955864
Cerrado,formosa do rio preto,13.9,2020,2020/10/23,formosa do rio preto,2020,3073766.4334418774
Cerrado,luís eduardo magalhães,138.26,2020,2020/11/09,luís eduardo magalhães,2020,1523413.1056941748
Caatinga,santa rita de cássia,2.1,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,63.71,2020,2020/12/14,baianópolis,2020,790814.9751247168
Mata Atlântica,valença,4.04,2020,2020/12/12,valença,2020,427637.707020998
Mata Atlântica,guaratinga,10.61,2020,2020/12/12,guaratinga,2020,251656.63093233109
Caatinga,cotegipe,5.76,2020,2020/12/01,cotegipe,2020,559960.0834841728
Cerrado,santa rita de cássia,5.26,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Cerrado,riachão das neves,1.72,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Cerrado,correntina,13.39,2021,2021/01/26,correntina,2021,1585476.3940644264
Mata Atlântica,camamu,1.24,2021,2021/02/06,camamu,2021,163548.15982496738
Mata Atlântica,guaratinga,6.85,2021,2021/02/22,guaratinga,2021,171742.56461274624
Caatinga,correntina,6.78,2021,2021/02/01,correntina,2021,1585476.3940644264
Cerrado,baianópolis,6.97,2021,2021/02/01,baianópolis,2021,1700892.2622466087
Cerrado,são desidério,5.99,2021,2021/03/13,são desidério,2021,3159579.701361537
Cerrado,riachão das neves,40.88,2021,2021/03/05,riachão das neves,2021,761963.2862440944
Caatinga,santa rita de cássia,18.16,2021,2021/03/22,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,camamu,2.77,2021,2021/04/27,camamu,2021,163548.15982496738
Cerrado,são desidério,2.97,2021,2021/01/01,são desidério,2021,3159579.701361537
Cerrado,formosa do rio preto,15.36,2021,2021/01/01,formosa do rio preto,2021,2299737.8741800785
Caatinga,cotegipe,36.36,2021,2021/01/01,cotegipe,2021,292547.2605621815
Cerrado,formosa do rio preto,154.78,2021,2021/05/10,formosa do rio preto,2021,2299737.8741800785
Caatinga,santa rita de cássia,8.39,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,1.78,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,correntina,0.55,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.1,2020,2020/01/01,correntina,2020,1060525.6563282013
Caatinga,barra,19.73,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,4.99,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,0.96,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,3.6,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,0.72,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,3.19,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,0.71,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,baianópolis,4.58,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,0.97,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,são desidério,0.75,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,correntina,3.92,2020,2020/01/01,correntina,2020,1060525.6563282013
Caatinga,jaborandi,4.21,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,correntina,3.61,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.88,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,santa rita de cássia,0.68,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,1.18,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,1.14,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,0.49,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Caatinga,santa rita de cássia,1.9,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,1.06,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,9.01,2021,2021/05/01,baianópolis,2021,1700892.2622466087
Caatinga,correntina,11.0,2021,2021/05/01,correntina,2021,1585476.3940644264
Caatinga,santa rita de cássia,3.42,2021,2021/05/01,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,18.78,2021,2021/05/01,luís eduardo magalhães,2021,654262.0002045631
Cerrado,barreiras,55.24,2021,2021/07/01,barreiras,2021,958306.347179532
Caatinga,cotegipe,3.16,2021,2021/06/01,cotegipe,2021,292547.2605621815
Caatinga,cotegipe,13.07,2021,2021/06/01,cotegipe,2021,292547.2605621815
Cerrado,luís eduardo magalhães,22.76,2021,2021/08/05,luís eduardo magalhães,2021,654262.0002045631
Caatinga,barra,108.22,2021,2021/08/16,barra,2021,79058.81857037544
Mata Atlântica,belmonte,23.69,2021,2021/12/16,belmonte,2021,331485.0170983076
Caatinga,santa rita de cássia,5.33,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,5.18,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,3.46,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,214.34,2021,2021/12/01,barra,2021,79058.81857037544
Cerrado,cocos,489.8,2021,2021/12/01,cocos,2021,1229644.9681953788
Cerrado,correntina,361.02,2021,2021/07/21,correntina,2021,1585476.3940644264
Caatinga,santa rita de cássia,7.1,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,13.47,2021,2021/10/01,cotegipe,2021,292547.2605621815
Cerrado,correntina,1.42,2021,2021/12/01,correntina,2021,1585476.3940644264
Cerrado,são desidério,1967.16,2022,2022/01/19,são desidério,2022,2729422.0
Cerrado,formosa do rio preto,52.22,2022,2022/01/22,formosa do rio preto,2022,2432263.0
Cerrado,luís eduardo magalhães,125.07,2022,2022/02/03,luís eduardo magalhães,2022,343098.0
Cerrado,são desidério,70.34,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,são desidério,361.36,2022,2022/05/06,são desidério,2022,2729422.0
Cerrado,são desidério,198.93,2022,2022/04/25,são desidério,2022,2729422.0
Cerrado,são desidério,1943.17,2022,2022/06/16,são desidério,2022,2729422.0
Mata Atlântica,camamu,2.0,2022,2022/06/30,camamu,2022,232571.0
Mata Atlântica,ilhéus,4.34,2022,2022/06/30,ilhéus,2022,209209.0
Cerrado,jaborandi,3.93,2022,2022/03/01,jaborandi,2022,1734316.0
Cerrado,são desidério,1.9,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,barreiras,15.38,2022,2022/08/17,barreiras,2022,996163.0
Cerrado,riachão das neves,227.66,2022,2022/08/04,riachão das neves,2022,670183.0
Caatinga,cocos,14.58,2022,2022/05/01,cocos,2022,367625.0
Mata Atlântica,guaratinga,7.48,2022,2022/08/31,guaratinga,2022,243882.0
Caatinga,correntina,24.14,2019,2019/09/06,correntina,2019,1545572.943816781
Cerrado,baianópolis,8.21,2019,2019/10/02,baianópolis,2019,607436.7982445955
Cerrado,riachão das neves,10.37,2019,2019/12/07,riachão das neves,2019,580173.0040331781
Caatinga,santa rita de cássia,8.83,2019,2019/12/16,santa rita de cássia,2019,694797.0868461728
Cerrado,jaborandi,20.14,2019,2019/12/27,jaborandi,2019,1706967.7386553884
Cerrado,baianópolis,82.42,2019,2019/04/26,baianópolis,2019,607436.7982445955
Cerrado,correntina,9.22,2019,2019/01/23,correntina,2019,1545572.943816781
Cerrado,formosa do rio preto,127.22,2019,2019/04/23,formosa do rio preto,2019,4220327.0016454905
Cerrado,barreiras,10.44,2019,2019/04/17,barreiras,2019,1568927.0175619423
Cerrado,barreiras,15.11,2019,2019/04/17,barreiras,2019,1568927.0175619423
Cerrado,baianópolis,19.66,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,formosa do rio preto,68.6,2019,2019/04/14,formosa do rio preto,2019,4220327.0016454905
Cerrado,correntina,9.17,2019,2019/06/05,correntina,2019,1545572.943816781
Cerrado,formosa do rio preto,14.12,2019,2019/04/26,formosa do rio preto,2019,4220327.0016454905
Cerrado,cocos,1455.05,2019,2019/07/04,cocos,2019,959394.147064954
Caatinga,santa rita de cássia,37.49,2019,2019/06/08,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,148.95,2019,2019/07/04,barreiras,2019,1568927.0175619423
Mata Atlântica,guaratinga,10.37,2019,2019/01/24,guaratinga,2019,211708.01093423367
Mata Atlântica,valença,2.72,2019,2019/01/08,valença,2019,247673.75340151787
Caatinga,santa rita de cássia,53.37,2020,2020/01/11,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,24.1,2020,2020/01/11,santa rita de cássia,2020,859509.3606863022
Cerrado,jaborandi,281.03,2020,2020/04/03,jaborandi,2020,1744004.154955864
Cerrado,são desidério,34.59,2020,2020/05/11,são desidério,2020,3091203.197527945
Mata Atlântica,maraú,4.39,2020,2020/04/24,maraú,2020,170126.90513539314
Mata Atlântica,camamu,2.93,2020,2020/04/24,camamu,2020,434741.3974044919
Mata Atlântica,guaratinga,1.13,2020,2020/04/08,guaratinga,2020,251656.63093233109
Caatinga,barra,453.44,2020,2020/05/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,22.48,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Caatinga,jaborandi,6.08,2020,2020/02/01,jaborandi,2020,1744004.154955864
Cerrado,jaborandi,615.15,2020,2020/05/28,jaborandi,2020,1744004.154955864
Cerrado,são desidério,872.04,2020,2020/07/05,são desidério,2020,3091203.197527945
Caatinga,correntina,4.85,2020,2020/07/01,correntina,2020,1060525.6563282013
Cerrado,são desidério,14.58,2020,2020/07/01,são desidério,2020,3091203.197527945
Cerrado,luís eduardo magalhães,189.12,2020,2020/08/11,luís eduardo magalhães,2020,1523413.1056941748
Caatinga,santa rita de cássia,4.55,2020,2020/08/01,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,14.01,2020,2020/09/01,correntina,2020,1060525.6563282013
Cerrado,barreiras,13.29,2020,2020/09/01,barreiras,2020,1179766.0970728395
Cerrado,formosa do rio preto,458.98,2020,2020/09/06,formosa do rio preto,2020,3073766.4334418774
Caatinga,santa rita de cássia,9.01,2020,2020/09/04,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,6.48,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Cerrado,são desidério,326.4,2020,2020/12/31,são desidério,2020,3091203.197527945
Mata Atlântica,maraú,4.57,2021,2021/02/22,maraú,2021,103211.31101250648
Mata Atlântica,itagibá,6.31,2021,2021/02/22,itagibá,2021,111453.28504517674
Caatinga,barra,1.85,2021,2021/02/01,barra,2021,79058.81857037544
Caatinga,santa rita de cássia,17.28,2021,2021/03/05,santa rita de cássia,2021,998700.5789114236
Cerrado,formosa do rio preto,23.94,2021,2021/05/04,formosa do rio preto,2021,2299737.8741800785
Cerrado,são desidério,4.59,2021,2021/01/01,são desidério,2021,3159579.701361537
Caatinga,correntina,0.89,2021,2021/01/01,correntina,2021,1585476.3940644264
Cerrado,baianópolis,341.8,2021,2021/03/01,baianópolis,2021,1700892.2622466087
Cerrado,riachão das neves,576.86,2021,2021/04/01,riachão das neves,2021,761963.2862440944
Cerrado,santa rita de cássia,13.61,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,39.37,2021,2021/06/17,baianópolis,2021,1700892.2622466087
Mata Atlântica,valença,2.24,2021,2021/06/30,valença,2021,195332.51262283325
Cerrado,correntina,5.03,2020,2020/01/01,correntina,2020,1060525.6563282013
Caatinga,santa rita de cássia,4.75,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cotegipe,0.83,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,1.73,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,8.49,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,8.67,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,riachão das neves,6.18,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,santa rita de cássia,32.9,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,0.31,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,cotegipe,15.59,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,5.44,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.27,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.17,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,2.03,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,2.96,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,3.01,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cotegipe,3.34,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,cotegipe,23.03,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,1.24,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,0.38,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,5.71,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,baianópolis,1.16,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,correntina,5.73,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.02,2020,2020/01/01,correntina,2020,1060525.6563282013
Caatinga,santa rita de cássia,3.79,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,39.89,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,barreiras,6.34,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,formosa do rio preto,27.35,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,2.86,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,22.46,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cocos,42.35,2021,2021/07/30,cocos,2021,1229644.9681953788
Mata Atlântica,iguaí,3.49,2021,2021/07/16,iguaí,2021,155962.6907043457
Cerrado,jaborandi,406.92,2021,2021/09/26,jaborandi,2021,2051920.940728784
Cerrado,santa rita de cássia,91.71,2021,2021/08/01,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,23.55,2021,2021/11/17,baianópolis,2021,1700892.2622466087
Cerrado,riachão das neves,2.99,2021,2021/09/01,riachão das neves,2021,761963.2862440944
Caatinga,santa rita de cássia,10.96,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,8.77,2021,2021/09/01,cotegipe,2021,292547.2605621815
Cerrado,são desidério,1.34,2021,2021/11/01,são desidério,2021,3159579.701361537
Cerrado,santa rita de cássia,102.2,2021,2021/11/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,4.48,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,31.88,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Cerrado,santa rita de cássia,58.25,2021,2021/07/04,santa rita de cássia,2021,998700.5789114236
Cerrado,correntina,1.08,2021,2021/05/01,correntina,2021,1585476.3940644264
Mata Atlântica,itapetinga,2.75,2022,2022/02/28,itapetinga,2022,285382.0
Mata Atlântica,guaratinga,2.13,2022,2022/02/28,guaratinga,2022,243882.0
Mata Atlântica,guaratinga,6.61,2022,2022/03/31,guaratinga,2022,243882.0
Cerrado,santa rita de cássia,1.26,2022,2022/01/11,santa rita de cássia,2022,569631.0
Cerrado,correntina,60.48,2022,2022/02/23,correntina,2022,1473135.0
Cerrado,barreiras,1024.83,2022,2022/03/09,barreiras,2022,996163.0
Cerrado,barreiras,172.74,2022,2022/03/30,barreiras,2022,996163.0
Cerrado,são desidério,816.38,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,são desidério,9.54,2022,2022/01/01,são desidério,2022,2729422.0
Cerrado,são desidério,574.1,2022,2022/05/29,são desidério,2022,2729422.0
Mata Atlântica,nilo peçanha,1.92,2022,2022/04/30,nilo peçanha,2022,238334.0
Mata Atlântica,jequié,15.42,2022,2022/06/17,jequié,2022,498001.0
Cerrado,baianópolis,33.39,2022,2022/06/16,baianópolis,2022,413632.0
Mata Atlântica,itapetinga,4.69,2022,2022/05/31,itapetinga,2022,285382.0
Mata Atlântica,valença,0.75,2022,2022/06/30,valença,2022,378871.0
Mata Atlântica,belmonte,1.19,2022,2022/06/30,belmonte,2022,354868.0
Mata Atlântica,encruzilhada,7.91,2022,2022/06/30,encruzilhada,2022,414662.0
Cerrado,cocos,0.98,2022,2022/03/01,cocos,2022,367625.0
Caatinga,cotegipe,32.72,2022,2022/03/01,cotegipe,2022,297663.0
Cerrado,riachão das neves,7.39,2022,2022/03/01,riachão das neves,2022,670183.0
Cerrado,são desidério,212.94,2022,2022/08/04,são desidério,2022,2729422.0
Cerrado,barreiras,85.79,2022,2022/08/02,barreiras,2022,996163.0
Mata Atlântica,itapetinga,103.74,2022,2022/07/31,itapetinga,2022,285382.0
Cerrado,formosa do rio preto,132.74,2022,2022/09/03,formosa do rio preto,2022,2432263.0
Mata Atlântica,ilhéus,1.37,2019,2019/10/16,ilhéus,2019,158872.06799983978
Cerrado,baianópolis,29.95,2019,2019/11/20,baianópolis,2019,607436.7982445955
Cerrado,baianópolis,12.85,2019,2019/10/02,baianópolis,2019,607436.7982445955
Cerrado,jaborandi,70.96,2019,2019/10/13,jaborandi,2019,1706967.7386553884
Caatinga,santa rita de cássia,200.47,2019,2019/11/11,santa rita de cássia,2019,694797.0868461728
Cerrado,luís eduardo magalhães,192.62,2019,2019/12/13,luís eduardo magalhães,2019,800435.7103590965
Cerrado,santa rita de cássia,23.42,2019,2019/12/07,santa rita de cássia,2019,694797.0868461728
Caatinga,cocos,6.38,2019,2019/12/27,cocos,2019,959394.147064954
Cerrado,baianópolis,4.93,2019,2019/05/10,baianópolis,2019,607436.7982445955
Cerrado,barreiras,97.04,2019,2019/04/17,barreiras,2019,1568927.0175619423
Cerrado,baianópolis,7.58,2019,2019/04/29,baianópolis,2019,607436.7982445955
Cerrado,formosa do rio preto,86.61,2019,2019/04/14,formosa do rio preto,2019,4220327.0016454905
Cerrado,riachão das neves,17.22,2019,2019/05/22,riachão das neves,2019,580173.0040331781
Cerrado,formosa do rio preto,1095.76,2019,2019/04/17,formosa do rio preto,2019,4220327.0016454905
Caatinga,cotegipe,25.5,2019,2019/04/23,cotegipe,2019,331163.8086628318
Cerrado,luís eduardo magalhães,59.98,2019,2019/06/02,luís eduardo magalhães,2019,800435.7103590965
Cerrado,barreiras,230.74,2019,2019/05/19,barreiras,2019,1568927.0175619423
Cerrado,formosa do rio preto,214.82,2019,2019/07/07,formosa do rio preto,2019,4220327.0016454905
Mata Atlântica,belmonte,7.95,2019,2019/03/30,belmonte,2019,390403.1881421805
Mata Atlântica,encruzilhada,2.01,2019,2019/01/23,encruzilhada,2019,403895.9177992344
Mata Atlântica,camamu,1.96,2019,2019/03/29,camamu,2019,221471.44368362427
Cerrado,baianópolis,4.95,2020,2020/04/21,baianópolis,2020,790814.9751247168
Cerrado,luís eduardo magalhães,1.49,2020,2020/03/29,luís eduardo magalhães,2020,1523413.1056941748
Mata Atlântica,valença,3.45,2020,2020/02/04,valença,2020,427637.707020998
Mata Atlântica,valença,1.6,2020,2020/04/08,valença,2020,427637.707020998
Cerrado,riachão das neves,20.38,2020,2020/06/01,riachão das neves,2020,1085054.2665590644
Mata Atlântica,itagibá,50.98,2020,2020/06/30,itagibá,2020,72102.08046793938
Mata Atlântica,itapetinga,5.5,2020,2020/06/30,itapetinga,2020,46135.12845611572
Mata Atlântica,encruzilhada,23.25,2020,2020/05/26,encruzilhada,2020,451620.4507952333
Caatinga,cotegipe,20.48,2020,2020/06/09,cotegipe,2020,559960.0834841728
Cerrado,são desidério,2.03,2020,2020/07/01,são desidério,2020,3091203.197527945
Cerrado,santa rita de cássia,4.63,2020,2020/07/01,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,4.65,2020,2020/08/20,correntina,2020,1060525.6563282013
Caatinga,cotegipe,20.59,2020,2020/09/01,cotegipe,2020,559960.0834841728
Cerrado,barreiras,12.63,2020,2020/09/01,barreiras,2020,1179766.0970728395
Cerrado,são desidério,2.97,2020,2020/09/30,são desidério,2020,3091203.197527945
Caatinga,santa rita de cássia,15.87,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,10.76,2020,2020/12/01,barra,2020,139778.05993533134
Caatinga,cocos,6.37,2020,2020/12/14,cocos,2020,1218387.32458961
Cerrado,cotegipe,5.41,2020,2020/12/17,cotegipe,2020,559960.0834841728
Cerrado,santa rita de cássia,23.67,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,ilhéus,3.26,2020,2020/12/29,ilhéus,2020,191205.86366391185
Mata Atlântica,camamu,6.71,2021,2021/01/21,camamu,2021,163548.15982496738
Cerrado,santa rita de cássia,0.83,2021,2021/02/01,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,4.85,2021,2021/02/01,barra,2021,79058.81857037544
Cerrado,formosa do rio preto,12.18,2021,2021/03/10,formosa do rio preto,2021,2299737.8741800785
Cerrado,correntina,19.2,2021,2021/03/13,correntina,2021,1585476.3940644264
Cerrado,baianópolis,9.15,2021,2021/03/13,baianópolis,2021,1700892.2622466087
Mata Atlântica,ilhéus,4.96,2021,2021/04/12,ilhéus,2021,131715.1359180212
Mata Atlântica,belmonte,9.66,2021,2021/04/28,belmonte,2021,331485.0170983076
Cerrado,são desidério,354.91,2021,2021/05/04,são desidério,2021,3159579.701361537
Cerrado,barreiras,28.58,2021,2021/05/04,barreiras,2021,958306.347179532
Caatinga,cotegipe,1.49,2021,2021/01/01,cotegipe,2021,292547.2605621815
Mata Atlântica,belmonte,7.06,2021,2021/05/22,belmonte,2021,331485.0170983076
Cerrado,são desidério,119.52,2021,2021/06/14,são desidério,2021,3159579.701361537
Mata Atlântica,camamu,6.79,2021,2021/06/14,camamu,2021,163548.15982496738
Cerrado,cotegipe,2.28,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,1.04,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.25,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,2.38,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,1.99,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,24.84,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,1.15,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,5.23,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,são desidério,27.18,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,1.88,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,jaborandi,0.55,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,correntina,0.57,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.28,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,19.19,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,2.89,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,1.42,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,18.25,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,4.28,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,barreiras,3.39,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,barreiras,7.37,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,santa rita de cássia,5.91,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,8.85,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,2.24,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,luís eduardo magalhães,9.66,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,riachão das neves,1.63,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Caatinga,cocos,33.96,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,barreiras,21.42,2021,2021/07/27,barreiras,2021,958306.347179532
Mata Atlântica,valença,1.4,2021,2021/09/18,valença,2021,195332.51262283325
