BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Mata Atlântica,encruzilhada,2.0,2019,2019/04/29,encruzilhada,2019,403895.9177992344
Mata Atlântica,belmonte,2.8,2019,2019/05/25,belmonte,2019,390403.1881421805
Mata Atlântica,ilhéus,4.4,2019,2019/03/29,ilhéus,2019,158872.06799983978
Mata Atlântica,dário meira,11.38,2019,2019/01/08,dário meira,2019,94401.96469908953
Cerrado,barreiras,32.42,2020,2020/02/26,barreiras,2020,1179766.0970728395
Cerrado,barreiras,31.12,2020,2020/05/05,barreiras,2020,1179766.0970728395
Mata Atlântica,igrapiúna,1.48,2020,2020/02/12,igrapiúna,2020,378236.5840551853
Mata Atlântica,ibirapitanga,1.24,2020,2020/02/20,ibirapitanga,2020,296362.889919281
Mata Atlântica,itagibá,32.04,2020,2020/02/12,itagibá,2020,72102.08046793938
Cerrado,riachão das neves,59.28,2020,2020/06/01,riachão das neves,2020,1085054.2665590644
Caatinga,jaborandi,11.45,2020,2020/06/01,jaborandi,2020,1744004.154955864
Caatinga,santa rita de cássia,25.52,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,28.09,2020,2020/06/20,barreiras,2020,1179766.0970728395
Cerrado,correntina,52.49,2020,2020/06/20,correntina,2020,1060525.6563282013
Caatinga,correntina,3.82,2020,2020/07/01,correntina,2020,1060525.6563282013
Caatinga,santa rita de cássia,1.5,2020,2020/07/01,santa rita de cássia,2020,859509.3606863022
Caatinga,jaborandi,16.65,2020,2020/07/01,jaborandi,2020,1744004.154955864
Cerrado,riachão das neves,21.45,2020,2020/08/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,3.73,2020,2020/08/01,riachão das neves,2020,1085054.2665590644
Mata Atlântica,iguaí,3.14,2020,2020/09/01,iguaí,2020,127471.2907333374
Cerrado,baianópolis,7.44,2020,2020/09/30,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,4.35,2020,2020/10/01,santa rita de cássia,2020,859509.3606863022
Cerrado,cocos,33.7,2020,2020/11/12,cocos,2020,1218387.32458961
Cerrado,são desidério,202.68,2020,2020/12/14,são desidério,2020,3091203.197527945
Cerrado,luís eduardo magalhães,47.41,2020,2020/12/14,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,santa rita de cássia,11.62,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,valença,2.29,2020,2020/12/12,valença,2020,427637.707020998
Mata Atlântica,dário meira,3.79,2020,2020/12/12,dário meira,2020,92504.77269613744
Cerrado,riachão das neves,9.24,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Caatinga,jaborandi,28.38,2021,2021/01/20,jaborandi,2021,2051920.940728784
Cerrado,cocos,9.77,2021,2021/02/01,cocos,2021,1229644.9681953788
Cerrado,baianópolis,6.77,2021,2021/02/01,baianópolis,2021,1700892.2622466087
Cerrado,formosa do rio preto,16.27,2021,2021/02/01,formosa do rio preto,2021,2299737.8741800785
Cerrado,barreiras,54.95,2021,2021/03/22,barreiras,2021,958306.347179532
Mata Atlântica,valença,5.08,2021,2021/03/26,valença,2021,195332.51262283325
Cerrado,cocos,173.04,2021,2021/03/25,cocos,2021,1229644.9681953788
Mata Atlântica,belmonte,1.36,2021,2021/04/12,belmonte,2021,331485.0170983076
Mata Atlântica,belmonte,7.51,2021,2021/04/28,belmonte,2021,331485.0170983076
Caatinga,santa rita de cássia,4.66,2021,2021/01/01,santa rita de cássia,2021,998700.5789114236
Cerrado,santa rita de cássia,8.73,2021,2021/01/01,santa rita de cássia,2021,998700.5789114236
Cerrado,santa rita de cássia,6.66,2021,2021/01/01,santa rita de cássia,2021,998700.5789114236
Caatinga,correntina,1.05,2021,2021/01/01,correntina,2021,1585476.3940644264
Caatinga,barra,3.26,2021,2021/03/01,barra,2021,79058.81857037544
Cerrado,são desidério,17.32,2021,2021/03/01,são desidério,2021,3159579.701361537
Cerrado,santa rita de cássia,1.7,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,cocos,0.98,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,são desidério,7.93,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,1.09,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,barra,2.08,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,3.2,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,0.64,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,6.73,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,2.09,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,5.25,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,3.97,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,5.68,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,6.53,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cotegipe,4.6,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,1.78,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,cotegipe,2.71,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,0.41,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,correntina,4.65,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,0.86,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,correntina,1.83,2020,2020/01/01,correntina,2020,1060525.6563282013
Caatinga,barra,1.49,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,riachão das neves,9.87,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,2.3,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,luís eduardo magalhães,20.77,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,formosa do rio preto,1.24,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,3.02,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cocos,3.44,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,7.68,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,3.99,2020,2020/01/01,cocos,2020,1218387.32458961
Caatinga,cocos,2.44,2020,2020/01/01,cocos,2020,1218387.32458961
Mata Atlântica,ilhéus,3.39,2021,2021/07/08,ilhéus,2021,131715.1359180212
Cerrado,santa rita de cássia,7.88,2021,2021/07/04,santa rita de cássia,2021,998700.5789114236
Cerrado,são desidério,8.96,2021,2021/07/13,são desidério,2021,3159579.701361537
Cerrado,correntina,151.92,2021,2021/07/21,correntina,2021,1585476.3940644264
Cerrado,são desidério,186.23,2021,2021/07/18,são desidério,2021,3159579.701361537
Cerrado,formosa do rio preto,12.12,2021,2021/08/13,formosa do rio preto,2021,2299737.8741800785
Cerrado,barreiras,68.67,2021,2021/07/01,barreiras,2021,958306.347179532
Cerrado,santa rita de cássia,66.25,2021,2021/09/17,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,7.47,2021,2021/10/30,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,encruzilhada,3.31,2021,2021/09/01,encruzilhada,2021,587315.3614428043
Mata Atlântica,itapetinga,33.17,2021,2021/11/01,itapetinga,2021,20727.768303871155
Mata Atlântica,iguaí,4.9,2021,2021/11/29,iguaí,2021,155962.6907043457
Cerrado,riachão das neves,7.17,2021,2021/09/01,riachão das neves,2021,761963.2862440944
Caatinga,santa rita de cássia,1.9,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,6.23,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Cerrado,riachão das neves,13.6,2021,2021/11/01,riachão das neves,2021,761963.2862440944
Caatinga,barra,4.24,2021,2021/11/01,barra,2021,79058.81857037544
Caatinga,santa rita de cássia,3.94,2021,2021/03/05,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,1.2,2021,2021/04/01,baianópolis,2021,1700892.2622466087
Mata Atlântica,jequié,0.82,2022,2022/02/28,jequié,2022,498001.0
Mata Atlântica,iguaí,4.87,2022,2022/03/31,iguaí,2022,277970.0
Cerrado,jaborandi,1457.14,2022,2022/02/03,jaborandi,2022,1734316.0
Cerrado,são desidério,12.01,2022,2022/02/23,são desidério,2022,2729422.0
Caatinga,cotegipe,21.29,2022,2022/02/01,cotegipe,2022,297663.0
Cerrado,riachão das neves,10.95,2022,2022/02/01,riachão das neves,2022,670183.0
Cerrado,barreiras,490.32,2022,2022/06/07,barreiras,2022,996163.0
Mata Atlântica,camamu,0.61,2022,2022/06/30,camamu,2022,232571.0
Mata Atlântica,camamu,0.79,2022,2022/06/30,camamu,2022,232571.0
Cerrado,riachão das neves,8.53,2022,2022/03/01,riachão das neves,2022,670183.0
Caatinga,barra,2.81,2022,2022/03/01,barra,2022,312169.0
Cerrado,são desidério,1.81,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,são desidério,54.8,2022,2022/08/04,são desidério,2022,2729422.0
Cerrado,santa rita de cássia,2.17,2022,2022/08/22,santa rita de cássia,2022,569631.0
Cerrado,baianópolis,25.86,2022,2022/08/02,baianópolis,2022,413632.0
Caatinga,barra,0.49,2022,2022/04/01,barra,2022,312169.0
Mata Atlântica,igrapiúna,1.12,2022,2022/07/31,igrapiúna,2022,210971.0
Mata Atlântica,camamu,0.72,2022,2022/07/31,camamu,2022,232571.0
Caatinga,santa rita de cássia,12.29,2022,2022/06/01,santa rita de cássia,2022,569631.0
Cerrado,são desidério,14.77,2019,2019/09/20,são desidério,2019,2024107.6610826247
Caatinga,cocos,3.4,2019,2019/10/16,cocos,2019,959394.147064954
Mata Atlântica,itagibá,4.24,2019,2019/11/24,itagibá,2019,121675.55451917648
Cerrado,riachão das neves,128.43,2019,2019/12/16,riachão das neves,2019,580173.0040331781
Cerrado,baianópolis,11.71,2019,2019/09/09,baianópolis,2019,607436.7982445955
Cerrado,formosa do rio preto,624.93,2019,2019/05/27,formosa do rio preto,2019,4220327.0016454905
Cerrado,correntina,2.17,2019,2019/01/06,correntina,2019,1545572.943816781
Cerrado,riachão das neves,25.23,2019,2019/02/04,riachão das neves,2019,580173.0040331781
Cerrado,jaborandi,109.17,2019,2019/05/19,jaborandi,2019,1706967.7386553884
Cerrado,baianópolis,1.76,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,baianópolis,6.93,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,baianópolis,5.49,2019,2019/06/08,baianópolis,2019,607436.7982445955
Cerrado,baianópolis,1.91,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,santa rita de cássia,13.25,2019,2019/08/02,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,ilhéus,6.73,2019,2019/06/01,ilhéus,2019,158872.06799983978
Cerrado,correntina,291.79,2020,2020/04/03,correntina,2020,1060525.6563282013
Cerrado,luís eduardo magalhães,21.65,2020,2020/04/29,luís eduardo magalhães,2020,1523413.1056941748
Caatinga,santa rita de cássia,2.02,2020,2020/01/11,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,17.27,2020,2020/01/31,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,33.22,2020,2020/03/29,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,387.69,2020,2020/04/29,formosa do rio preto,2020,3073766.4334418774
Mata Atlântica,camamu,5.51,2020,2020/04/16,camamu,2020,434741.3974044919
Mata Atlântica,belmonte,12.81,2020,2020/05/03,belmonte,2020,350558.8480718136
Mata Atlântica,belmonte,1.53,2020,2020/02/29,belmonte,2020,350558.8480718136
Mata Atlântica,igrapiúna,1.11,2020,2020/02/12,igrapiúna,2020,378236.5840551853
Cerrado,correntina,92.38,2020,2020/06/01,correntina,2020,1060525.6563282013
Cerrado,barreiras,777.83,2020,2020/06/01,barreiras,2020,1179766.0970728395
Cerrado,são desidério,155.32,2020,2020/06/01,são desidério,2020,3091203.197527945
Cerrado,jaborandi,4.73,2020,2020/06/01,jaborandi,2020,1744004.154955864
Cerrado,baianópolis,169.81,2020,2020/06/01,baianópolis,2020,790814.9751247168
Mata Atlântica,valença,0.99,2020,2020/06/19,valença,2020,427637.707020998
Cerrado,são desidério,45.4,2020,2020/05/31,são desidério,2020,3091203.197527945
Cerrado,riachão das neves,115.82,2020,2020/06/20,riachão das neves,2020,1085054.2665590644
Cerrado,baianópolis,250.93,2020,2020/07/08,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,20.28,2020,2020/05/28,baianópolis,2020,790814.9751247168
Cerrado,barreiras,18.65,2020,2020/06/06,barreiras,2020,1179766.0970728395
Cerrado,baianópolis,34.1,2020,2020/07/22,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,10.53,2020,2020/07/28,baianópolis,2020,790814.9751247168
Caatinga,correntina,11.82,2020,2020/08/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,183.28,2020,2020/08/29,baianópolis,2020,790814.9751247168
Cerrado,jaborandi,3.26,2020,2020/09/01,jaborandi,2020,1744004.154955864
Mata Atlântica,ilhéus,0.35,2020,2020/09/08,ilhéus,2020,191205.86366391185
Mata Atlântica,dário meira,7.17,2020,2020/09/15,dário meira,2020,92504.77269613744
Caatinga,santa rita de cássia,10.23,2020,2020/09/30,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,12.2,2020,2020/09/30,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,valença,2.29,2020,2020/10/09,valença,2020,427637.707020998
Cerrado,são desidério,7.14,2020,2020/10/14,são desidério,2020,3091203.197527945
Cerrado,luís eduardo magalhães,103.73,2020,2020/10/20,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,santa rita de cássia,11.66,2020,2020/10/26,santa rita de cássia,2020,859509.3606863022
Cerrado,cocos,4.3,2020,2020/10/01,cocos,2020,1218387.32458961
Caatinga,correntina,2.4,2020,2020/10/01,correntina,2020,1060525.6563282013
Caatinga,santa rita de cássia,10.54,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,16.13,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Cerrado,luís eduardo magalhães,51.05,2020,2020/12/31,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,riachão das neves,1.75,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,2.52,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Cerrado,são desidério,55.84,2020,2020/12/01,são desidério,2020,3091203.197527945
Caatinga,cotegipe,13.23,2021,2021/01/23,cotegipe,2021,292547.2605621815
Mata Atlântica,nilo peçanha,3.96,2021,2021/02/15,nilo peçanha,2021,59568.41939795017
Mata Atlântica,camamu,1.12,2021,2021/02/22,camamu,2021,163548.15982496738
Cerrado,jaborandi,416.31,2021,2021/03/22,jaborandi,2021,2051920.940728784
Cerrado,formosa do rio preto,14.63,2021,2021/03/10,formosa do rio preto,2021,2299737.8741800785
Mata Atlântica,ilhéus,3.01,2021,2021/03/26,ilhéus,2021,131715.1359180212
Cerrado,santa rita de cássia,20.28,2021,2021/03/22,santa rita de cássia,2021,998700.5789114236
Cerrado,barreiras,6.56,2021,2021/03/22,barreiras,2021,958306.347179532
Cerrado,cocos,2414.17,2021,2021/03/31,cocos,2021,1229644.9681953788
Mata Atlântica,belmonte,6.84,2021,2021/04/12,belmonte,2021,331485.0170983076
Cerrado,formosa do rio preto,63.68,2021,2021/05/04,formosa do rio preto,2021,2299737.8741800785
Mata Atlântica,ibirapitanga,1.48,2021,2021/05/13,ibirapitanga,2021,72436.60405349731
Caatinga,barra,1.59,2021,2021/01/01,barra,2021,79058.81857037544
Cerrado,são desidério,10.47,2021,2021/01/01,são desidério,2021,3159579.701361537
Cerrado,correntina,1.59,2021,2021/01/01,correntina,2021,1585476.3940644264
Cerrado,riachão das neves,12.58,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Cerrado,riachão das neves,113.35,2021,2021/03/01,riachão das neves,2021,761963.2862440944
Mata Atlântica,ilhéus,12.06,2021,2021/05/21,ilhéus,2021,131715.1359180212
Caatinga,santa rita de cássia,1.19,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,6.04,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,barreiras,47.05,2021,2021/04/01,barreiras,2021,958306.347179532
Caatinga,santa rita de cássia,4.39,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,10.08,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,são desidério,3.39,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,4.07,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,barra,1.78,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,0.65,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,1.86,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,1.6,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,baianópolis,3.98,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,santa rita de cássia,2.75,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,3.76,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,cocos,4.31,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,santa rita de cássia,1.65,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,2.85,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cocos,5.3,2020,2020/01/01,cocos,2020,1218387.32458961
Caatinga,correntina,2.94,2021,2021/05/01,correntina,2021,1585476.3940644264
Cerrado,santa rita de cássia,12.85,2021,2021/07/04,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,3.61,2021,2021/08/02,luís eduardo magalhães,2021,654262.0002045631
Cerrado,barreiras,20.72,2021,2021/08/02,barreiras,2021,958306.347179532
Cerrado,barreiras,51.45,2021,2021/08/31,barreiras,2021,958306.347179532
Cerrado,riachão das neves,10.02,2021,2021/07/01,riachão das neves,2021,761963.2862440944
Cerrado,são desidério,26.81,2021,2021/09/26,são desidério,2021,3159579.701361537
Mata Atlântica,encruzilhada,18.02,2021,2021/09/01,encruzilhada,2021,587315.3614428043
Mata Atlântica,ilhéus,2.71,2021,2021/11/29,ilhéus,2021,131715.1359180212
Mata Atlântica,ilhéus,5.48,2021,2021/11/21,ilhéus,2021,131715.1359180212
Caatinga,jequié,26.42,2021,2021/09/01,jequié,2021,163926.43447589874
Cerrado,baianópolis,19.56,2021,2021/10/01,baianópolis,2021,1700892.2622466087
Cerrado,riachão das neves,20.96,2021,2021/11/01,riachão das neves,2021,761963.2862440944
Cerrado,santa rita de cássia,3.72,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,5.12,2021,2021/12/01,cotegipe,2021,292547.2605621815
Mata Atlântica,itarantim,4.82,2022,2022/03/31,itarantim,2022,203154.0
Mata Atlântica,itapetinga,1.21,2022,2022/03/31,itapetinga,2022,285382.0
Cerrado,barreiras,337.11,2022,2022/02/03,barreiras,2022,996163.0
Cerrado,jaborandi,82.7,2022,2022/03/21,jaborandi,2022,1734316.0
Cerrado,são desidério,65.45,2022,2022/03/24,são desidério,2022,2729422.0
Cerrado,correntina,1174.8,2022,2022/05/21,correntina,2022,1473135.0
Cerrado,formosa do rio preto,10.14,2022,2022/05/29,formosa do rio preto,2022,2432263.0
Cerrado,formosa do rio preto,25.31,2022,2022/05/29,formosa do rio preto,2022,2432263.0
Cerrado,luís eduardo magalhães,20.4,2022,2022/05/06,luís eduardo magalhães,2022,343098.0
Caatinga,santa rita de cássia,10.22,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,santa rita de cássia,6.46,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,riachão das neves,86.1,2022,2022/06/04,riachão das neves,2022,670183.0
Cerrado,jaborandi,105.93,2022,2022/06/08,jaborandi,2022,1734316.0
Mata Atlântica,nilo peçanha,0.96,2022,2022/06/30,nilo peçanha,2022,238334.0
Cerrado,jaborandi,9.88,2022,2022/03/01,jaborandi,2022,1734316.0
Cerrado,riachão das neves,5.8,2022,2022/03/01,riachão das neves,2022,670183.0
Cerrado,barreiras,2.08,2022,2022/03/01,barreiras,2022,996163.0
Cerrado,formosa do rio preto,19.92,2022,2022/03/01,formosa do rio preto,2022,2432263.0
