BIOMA,ESTADO,MUNICIPIO,DTIMGANT,DTIMGDEP
Mata Atlântica,BAHIA,Porto Seguro,25/10/2023,11/12/2023
Mata Atlântica,BAHIA,Belmonte,06/08/2023,07/04/2024
Caatinga,BAHIA,Ribeira do Pombal,06/01/2023,22/01/2024
Caatinga,BAHIA,Piatã,11/05/2023,20/01/2024
Caatinga,BAHIA,Itaberaba,19/04/2023,08/01/2024
Caatinga,BAHIA,Iraquara,11/06/2023,31/01/2024
Caatinga,BAHIA,Nordestina,30/05/2023,31/12/2023
Caatinga,BAHIA,Correntina,03/05/2023,07/10/2023
Caatinga,BAHIA,Cícero Dantas,20/04/2023,30/09/2023
Caatinga,BAHIA,Valente,21/04/2023,31/01/2024
Caatinga,BAHIA,Santa Rita de Cássia,14/04/2023,26/12/2023
Caatinga,BAHIA,Malhada,04/06/2023,19/01/2024
Caatinga,BAHIA,Macajuba,26/01/2023,29/02/2024
Caatinga,BAHIA,Paramirim,27/04/2023,29/02/2024
Caatinga,BAHIA,Rafael Jambeiro,16/08/2023,31/01/2024
Caatinga,BAHIA,Abaíra,27/01/2023,31/01/2024
Caatinga,BAHIA,Saúde,27/08/2023,31/01/2024
Caatinga,BAHIA,Sítio do Quinto,22/07/2023,28/02/2024
Caatinga,BAHIA,Paratinga,28/06/2023,18/01/2024
Caatinga,BAHIA,São Félix do Coribe,29/04/2023,12/01/2024
Caatinga,BAHIA,Caldeirão Grande,06/01/2023,14/01/2024
Caatinga,BAHIA,Várzea Nova,30/08/2023,31/01/2024
Caatinga,BAHIA,Ribeira do Pombal,26/08/2023,14/01/2024
Caatinga,BAHIA,Sátiro Dias,20/04/2023,22/01/2024
Caatinga,BAHIA,Dom Basílio,03/08/2023,13/01/2024
Caatinga,BAHIA,Queimadas,22/01/2023,22/01/2024
Caatinga,BAHIA,Ipirá,20/02/2023,31/01/2024
Caatinga,BAHIA,Utinga,14/07/2023,27/02/2024
Cerrado,BAHIA,Coribe,04/03/2021,27/10/2021
Caatinga,BAHIA,Jequié,22/06/2023,06/02/2024
Mata Atlântica,BAHIA,Caatiba,27/09/2023,31/10/2023
Mata Atlântica,BAHIA,Jaguaquara,26/09/2023,12/11/2023
Mata Atlântica,BAHIA,Jucuruçu,11/07/2023,13/10/2023
Mata Atlântica,BAHIA,Vitória da Conquista,05/08/2023,23/12/2023
Mata Atlântica,BAHIA,Cândido Sales,20/08/2023,15/12/2023
Mata Atlântica,BAHIA,Encruzilhada,13/07/2023,27/09/2023
Mata Atlântica,BAHIA,Porto Seguro,27/07/2023,25/10/2023
Mata Atlântica,BAHIA,Cândido Sales,18/10/2023,22/11/2023
Caatinga,BAHIA,Piripá,12/11/2023,07/03/2024
Caatinga,BAHIA,Santa Brígida,22/01/2023,31/01/2024
Caatinga,BAHIA,São Félix do Coribe,22/05/2023,26/09/2023
Caatinga,BAHIA,Cícero Dantas,06/01/2023,31/01/2024
Caatinga,BAHIA,Ourolândia,11/08/2023,31/01/2024
Caatinga,BAHIA,Mundo Novo,14/07/2023,15/05/2024
Caatinga,BAHIA,Sátiro Dias,08/05/2023,22/01/2024
Caatinga,BAHIA,Miguel Calmon,13/07/2023,31/01/2024
Caatinga,BAHIA,Maetinga,24/06/2023,31/01/2024
Caatinga,BAHIA,Caém,28/09/2023,14/01/2024
Caatinga,BAHIA,Tucano,26/01/2023,08/01/2024
Caatinga,BAHIA,Itiúba,11/02/2023,22/01/2024
Caatinga,BAHIA,Barra,25/07/2023,27/11/2023
Caatinga,BAHIA,Novo Triunfo,30/09/2023,17/02/2024
Caatinga,BAHIA,Ipirá,17/12/2022,16/03/2024
Caatinga,BAHIA,Curaçá,26/07/2023,17/01/2024
Caatinga,BAHIA,Bonito,05/02/2023,31/01/2024
Caatinga,BAHIA,Carinhanha,22/05/2023,19/01/2024
Caatinga,BAHIA,Ibiassucê,11/11/2023,19/01/2024
Caatinga,BAHIA,Bom Jesus da Lapa,31/01/2023,18/01/2024
Caatinga,BAHIA,Sítio do Quinto,13/05/2023,13/03/2024
Caatinga,BAHIA,Licínio de Almeida,10/03/2023,20/01/2024
Caatinga,BAHIA,Ruy Barbosa,14/07/2023,31/01/2024
Caatinga,BAHIA,Brotas de Macaúbas,31/05/2023,12/07/2023
Caatinga,BAHIA,Boa Vista do Tupim,19/04/2023,27/12/2023
Caatinga,BAHIA,Macururé,28/03/2023,11/02/2024
Caatinga,BAHIA,Santa Rita de Cássia,09/03/2023,03/05/2024
Caatinga,BAHIA,Campo Formoso,27/08/2023,31/01/2024
Caatinga,BAHIA,Jaborandi,27/05/2023,11/01/2024
Caatinga,BAHIA,Antônio Gonçalves,27/08/2023,31/01/2024
Caatinga,BAHIA,Souto Soares,14/06/2023,30/09/2023
Caatinga,BAHIA,Jeremoabo,06/03/2023,20/10/2023
Caatinga,BAHIA,Euclides da Cunha,25/04/2023,07/01/2024
Caatinga,BAHIA,Caém,06/01/2023,26/10/2023
Caatinga,BAHIA,São Félix do Coribe,18/10/2023,24/03/2024
Caatinga,BAHIA,Cotegipe,07/09/2023,18/10/2023
Caatinga,BAHIA,Carinhanha,09/04/2023,20/01/2024
Caatinga,BAHIA,Manoel Vitorino,11/02/2023,01/02/2024
Caatinga,BAHIA,Saúde,26/01/2023,27/12/2023
Caatinga,BAHIA,Barrocas,13/07/2023,17/02/2024
Caatinga,BAHIA,Ponto Novo,06/01/2023,08/01/2024
Caatinga,BAHIA,Ponto Novo,26/01/2023,08/01/2024
Caatinga,BAHIA,Guanambi,10/05/2023,19/01/2024
Caatinga,BAHIA,Carinhanha,24/08/2023,19/01/2024
Caatinga,BAHIA,Itiúba,22/01/2023,22/01/2024
Caatinga,BAHIA,Caém,26/01/2023,08/01/2024
Caatinga,BAHIA,Antônio Gonçalves,14/07/2023,21/03/2024
Caatinga,BAHIA,Valente,06/01/2023,31/01/2024
Caatinga,BAHIA,Itiúba,22/01/2023,01/01/2024
Caatinga,BAHIA,Carinhanha,31/05/2023,18/01/2024
Caatinga,BAHIA,Mairi,30/06/2023,01/01/2024
Caatinga,BAHIA,Inhambupe,17/02/2023,22/01/2024
Caatinga,BAHIA,Euclides da Cunha,02/04/2023,13/01/2024
Caatinga,BAHIA,Jeremoabo,13/05/2023,20/01/2024
Caatinga,BAHIA,Marcionílio Souza,27/09/2023,06/02/2024
Caatinga,BAHIA,Feira de Santana,20/04/2023,30/01/2024
Caatinga,BAHIA,Santa Rita de Cássia,12/02/2023,07/04/2023
Caatinga,BAHIA,Monte Santo,02/04/2023,31/01/2024
Caatinga,BAHIA,Quijingue,27/08/2023,22/01/2024
Caatinga,BAHIA,Monte Santo,13/08/2023,31/01/2024
Caatinga,BAHIA,Ribeira do Pombal,26/08/2023,29/02/2024
Caatinga,BAHIA,Piatã,13/06/2023,11/12/2023
Caatinga,BAHIA,Coronel João Sá,21/04/2023,02/01/2024
Caatinga,BAHIA,Barra da Estiva,23/08/2023,10/01/2024
Caatinga,BAHIA,Filadélfia,14/07/2023,20/03/2024
Caatinga,BAHIA,Paripiranga,11/02/2023,31/01/2024
Caatinga,BAHIA,Santana,26/04/2023,01/07/2023
Caatinga,BAHIA,Morro do Chapéu,11/08/2023,10/01/2024
Caatinga,BAHIA,Cipó,16/04/2023,22/01/2024
Caatinga,BAHIA,Santaluz,25/01/2023,31/01/2024
Caatinga,BAHIA,Cícero Dantas,16/04/2023,31/01/2024
Caatinga,BAHIA,Morro do Chapéu,16/04/2023,31/01/2024
Caatinga,BAHIA,Iaçu,19/04/2023,08/01/2024
Caatinga,BAHIA,Capim Grosso,06/01/2023,14/01/2024
Caatinga,BAHIA,Conceição do Coité,17/04/2023,24/01/2024
Caatinga,BAHIA,Coronel João Sá,21/01/2023,17/02/2024
Caatinga,BAHIA,Ribeira do Pombal,16/04/2023,22/01/2024
Caatinga,BAHIA,Itaberaba,23/01/2023,27/12/2023
Caatinga,BAHIA,Quijingue,08/04/2023,08/01/2024
Caatinga,BAHIA,Pedro Alexandre,09/12/2023,31/01/2024
Caatinga,BAHIA,Bom Jesus da Lapa,15/04/2023,15/02/2024
Caatinga,BAHIA,Bom Jesus da Lapa,31/07/2023,02/02/2024
Caatinga,BAHIA,Utinga,14/06/2023,21/03/2024
Caatinga,BAHIA,Riachão do Jacuípe,04/08/2023,01/03/2024
Caatinga,BAHIA,Mairi,26/01/2023,08/01/2024
Caatinga,BAHIA,Senhor do Bonfim,14/07/2023,29/11/2023
Mata Atlântica,BAHIA,Caravelas,22/11/2023,20/01/2024
Caatinga,BAHIA,Mortugaba,27/07/2023,15/01/2024
Caatinga,BAHIA,Barrocas,26/01/2023,07/01/2024
Caatinga,BAHIA,Cícero Dantas,26/01/2023,31/01/2024
Caatinga,BAHIA,Morro do Chapéu,14/11/2023,30/01/2024
Caatinga,BAHIA,Angical,09/08/2023,13/11/2023
Caatinga,BAHIA,Ibitiara,24/09/2023,18/01/2024
Caatinga,BAHIA,Feira de Santana,13/07/2023,15/03/2024
Caatinga,BAHIA,Itapicuru,25/01/2023,31/01/2024
Caatinga,BAHIA,Umburanas,05/02/2023,31/01/2024
Caatinga,BAHIA,Caetité,05/06/2023,14/01/2024
Caatinga,BAHIA,Feira de Santana,13/01/2023,31/01/2024
Caatinga,BAHIA,Rafael Jambeiro,13/04/2023,10/01/2024
Caatinga,BAHIA,Barra,21/09/2023,11/11/2023
Caatinga,BAHIA,Santa Rita de Cássia,10/01/2023,25/12/2023
Caatinga,BAHIA,Barra do Mendes,13/01/2023,14/01/2024
Caatinga,BAHIA,Queimadas,25/01/2023,31/01/2024
Caatinga,BAHIA,Wagner,23/01/2023,31/01/2024
Cerrado,BAHIA,Santa Rita de Cássia,20/07/2020,28/12/2020
Caatinga,BAHIA,Pilão Arcado,24/04/2023,27/06/2023
Caatinga,BAHIA,Santa Rita de Cássia,04/07/2023,19/10/2023
Cerrado,BAHIA,Santa Rita de Cássia,02/07/2019,07/09/2020
Cerrado,BAHIA,Coribe,06/05/2021,12/06/2021
Cerrado,BAHIA,Coribe,26/01/2021,06/07/2021
Cerrado,BAHIA,Barreiras,15/12/2023,03/05/2024
Caatinga,BAHIA,Santa Rita de Cássia,21/05/2023,14/03/2024
Caatinga,BAHIA,Barra,09/07/2023,30/03/2024
Cerrado,BAHIA,Coribe,28/11/2023,07/12/2023
Caatinga,BAHIA,Piatã,10/11/2023,19/03/2024
Caatinga,BAHIA,Cordeiros,24/06/2023,31/01/2024
Caatinga,BAHIA,Palmeiras,17/06/2023,13/01/2024
Caatinga,BAHIA,Capela do Alto Alegre,22/01/2023,28/09/2023
Caatinga,BAHIA,Carinhanha,07/05/2023,16/02/2024
Caatinga,BAHIA,Cícero Dantas,13/05/2023,30/01/2024
Caatinga,BAHIA,Tucano,06/01/2023,13/01/2024
Mata Atlântica,BAHIA,São Sebastião do Passé,19/04/2023,20/01/2024
Mata Atlântica,BAHIA,São Sebastião do Passé,30/05/2023,17/03/2024
Mata Atlântica,BAHIA,Ibirapitanga,14/07/2023,29/06/2024
Mata Atlântica,BAHIA,Apuarema,24/11/2023,30/06/2024
Mata Atlântica,BAHIA,Canavieiras,21/06/2023,07/04/2024
Mata Atlântica,BAHIA,Nova Viçosa,09/07/2023,27/06/2024
Caatinga,BAHIA,Paratinga,26/05/2023,19/04/2024
Caatinga,BAHIA,Itiúba,13/05/2023,08/01/2024
Cerrado,BAHIA,Cristópolis,28/11/2023,02/07/2024
Caatinga,BAHIA,Jaguarari,19/04/2023,17/02/2024
Caatinga,BAHIA,Monte Santo,25/08/2023,17/02/2024
Caatinga,BAHIA,Saúde,26/01/2023,14/07/2023
Caatinga,BAHIA,Licínio de Almeida,09/09/2023,20/01/2024
Caatinga,BAHIA,Carinhanha,13/04/2023,12/01/2024
Caatinga,BAHIA,América Dourada,23/02/2023,31/01/2024
Caatinga,BAHIA,Piritiba,14/07/2023,31/01/2024
Caatinga,BAHIA,Barra da Estiva,24/08/2023,18/04/2024
Caatinga,BAHIA,Piatã,31/05/2023,29/02/2024
Caatinga,BAHIA,Jequié,02/04/2023,16/02/2024
Caatinga,BAHIA,Serrinha,19/08/2023,07/01/2024
Caatinga,BAHIA,Iaçu,25/07/2023,25/02/2024
Caatinga,BAHIA,Cícero Dantas,31/03/2023,31/01/2024
Caatinga,BAHIA,Nova Itarana,25/07/2023,01/04/2024
Caatinga,BAHIA,Condeúba,11/05/2023,14/11/2023
Caatinga,BAHIA,Itaberaba,26/10/2023,15/01/2024
Caatinga,BAHIA,Angical,28/04/2023,26/05/2023
Caatinga,BAHIA,Euclides da Cunha,09/12/2023,15/05/2024
Caatinga,BAHIA,Pé de Serra,17/04/2023,08/01/2024
Caatinga,BAHIA,Mundo Novo,28/09/2023,08/02/2024
Caatinga,BAHIA,São Domingos,09/07/2023,31/01/2024
Caatinga,BAHIA,Piatã,29/05/2023,24/08/2023
Caatinga,BAHIA,Caturama,04/02/2023,20/01/2024
Caatinga,BAHIA,Condeúba,27/07/2023,17/03/2024
Caatinga,BAHIA,Boninal,14/06/2023,14/03/2024
Caatinga,BAHIA,Jacobina,02/04/2023,16/03/2024
Caatinga,BAHIA,Brotas de Macaúbas,10/08/2023,05/02/2024
Mata Atlântica,BAHIA,Esplanada,23/10/2023,18/04/2024
Caatinga,BAHIA,Cipó,09/01/2023,17/02/2024
Caatinga,BAHIA,Jeremoabo,26/08/2023,20/01/2024
Caatinga,BAHIA,Caetité,01/07/2023,12/01/2024
Caatinga,BAHIA,Bonito,26/01/2023,31/01/2024
Caatinga,BAHIA,Caetité,30/01/2023,20/01/2024
Caatinga,BAHIA,Mundo Novo,23/01/2023,31/01/2024
Caatinga,BAHIA,Macajuba,26/01/2023,17/03/2024
Caatinga,BAHIA,Saúde,26/01/2023,21/01/2024
Caatinga,BAHIA,Itiúba,14/07/2023,16/03/2024
Caatinga,BAHIA,Pindobaçu,17/04/2023,21/03/2024
Caatinga,BAHIA,Campo Formoso,15/02/2023,31/01/2024
Caatinga,BAHIA,Iaçu,20/05/2023,25/02/2024
Caatinga,BAHIA,Santa Rita de Cássia,10/07/2023,13/12/2023
Caatinga,BAHIA,Coribe,04/08/2023,06/12/2023
Mata Atlântica,BAHIA,Itabela,13/07/2023,12/01/2024
Caatinga,BAHIA,São Félix do Coribe,27/04/2023,18/06/2023
Caatinga,BAHIA,São Félix do Coribe,24/07/2023,06/02/2024
Caatinga,BAHIA,Morro do Chapéu,19/08/2023,14/01/2024
Caatinga,BAHIA,Ruy Barbosa,31/05/2023,31/01/2024
Caatinga,BAHIA,Barra da Estiva,24/08/2023,30/03/2024
Caatinga,BAHIA,Boa Vista do Tupim,14/09/2023,09/04/2024
Caatinga,BAHIA,Piatã,27/04/2023,11/11/2023
Caatinga,BAHIA,Cordeiros,10/02/2023,16/01/2024
Caatinga,BAHIA,Ribeira do Pombal,13/12/2022,17/02/2024
Caatinga,BAHIA,Ribeira do Pombal,14/04/2023,14/01/2024
Caatinga,BAHIA,Sátiro Dias,21/07/2023,17/02/2024
Caatinga,BAHIA,Oliveira dos Brejinhos,09/02/2023,15/02/2024
Caatinga,BAHIA,Novo Horizonte,19/05/2023,16/03/2024
Caatinga,BAHIA,Senhor do Bonfim,14/07/2023,11/03/2024
Mata Atlântica,BAHIA,Camacan,19/10/2023,15/02/2024
Caatinga,BAHIA,Itatim,20/05/2023,17/02/2024
Caatinga,BAHIA,Condeúba,17/03/2023,31/01/2024
Caatinga,BAHIA,Boa Vista do Tupim,23/01/2023,08/02/2024
Caatinga,BAHIA,Ponto Novo,19/08/2023,08/01/2024
Mata Atlântica,BAHIA,Camacan,25/10/2023,27/12/2023
Mata Atlântica,BAHIA,Amargosa,24/11/2023,30/12/2023
Mata Atlântica,BAHIA,Taperoá,14/07/2023,15/02/2024
Mata Atlântica,BAHIA,Esplanada,26/10/2023,19/12/2023
Mata Atlântica,BAHIA,Valença,03/12/2023,11/07/2024
Mata Atlântica,BAHIA,Maraú,01/12/2023,29/02/2024
Mata Atlântica,BAHIA,Cândido Sales,19/10/2023,17/12/2023
Mata Atlântica,BAHIA,Ilhéus,11/12/2023,04/05/2024
Mata Atlântica,BAHIA,Aporá,14/01/2024,28/02/2024
Mata Atlântica,BAHIA,Itagi,10/08/2023,28/02/2024
Caatinga,BAHIA,Piatã,12/07/2023,02/09/2023
Caatinga,BAHIA,Serrinha,22/02/2023,24/01/2024
Mata Atlântica,BAHIA,Entre Rios,26/11/2023,23/05/2024
Mata Atlântica,BAHIA,Itabela,30/12/2023,13/05/2024
Caatinga,BAHIA,Senhor do Bonfim,12/11/2023,17/02/2024
Cerrado,BAHIA,Barreiras,11/10/2023,05/12/2023
Mata Atlântica,BAHIA,Santa Inês,13/07/2023,14/09/2023
Mata Atlântica,BAHIA,Lajedão,10/02/2023,12/01/2024
Mata Atlântica,BAHIA,Canavieiras,11/08/2023,30/11/2023
Mata Atlântica,BAHIA,Jequié,01/07/2023,24/11/2023
Mata Atlântica,BAHIA,Barro Preto,02/04/2023,25/10/2023
Mata Atlântica,BAHIA,Itamaraju,14/09/2023,24/05/2024
Mata Atlântica,BAHIA,Presidente Tancredo Neves,20/05/2023,31/10/2023
Mata Atlântica,BAHIA,Jucuruçu,20/08/2023,10/11/2023
Mata Atlântica,BAHIA,Canavieiras,21/06/2023,25/08/2023
Mata Atlântica,BAHIA,Itarantim,10/08/2023,14/09/2023
Mata Atlântica,BAHIA,Maracás,19/10/2023,18/11/2023
Mata Atlântica,BAHIA,Vitória da Conquista,19/08/2023,30/12/2023
Mata Atlântica,BAHIA,Guaratinga,25/08/2023,27/09/2023
Mata Atlântica,BAHIA,Santa Luzia,10/09/2023,31/01/2024
Mata Atlântica,BAHIA,Cândido Sales,19/07/2023,18/04/2024
Mata Atlântica,BAHIA,Iguaí,14/09/2023,03/12/2023
Mata Atlântica,BAHIA,Gandu,14/07/2023,01/12/2023
Mata Atlântica,BAHIA,Maiquinique,27/09/2023,19/11/2023
Mata Atlântica,BAHIA,Nova Canaã,10/09/2023,30/12/2023
Mata Atlântica,BAHIA,Belmonte,06/08/2023,11/06/2024
Mata Atlântica,BAHIA,Ilhéus,05/08/2023,07/06/2024
Mata Atlântica,BAHIA,Jitaúna,16/04/2023,25/10/2023
Caatinga,BAHIA,Valente,21/04/2023,31/01/2024
Caatinga,BAHIA,Mundo Novo,14/07/2023,09/03/2024
Caatinga,BAHIA,Caldeirão Grande,14/07/2023,16/03/2024
Caatinga,BAHIA,Coração de Maria,29/04/2023,12/01/2024
Caatinga,BAHIA,Jeremoabo,07/03/2023,31/01/2024
Caatinga,BAHIA,Ibiassucê,06/02/2023,20/05/2024
Caatinga,BAHIA,Presidente Jânio Quadros,03/06/2023,13/01/2024
Caatinga,BAHIA,Ipirá,19/04/2023,31/01/2024
Caatinga,BAHIA,Piatã,10/12/2023,29/02/2024
Caatinga,BAHIA,Jeremoabo,08/02/2023,30/01/2024
Caatinga,BAHIA,Santaluz,16/02/2023,24/01/2024
Caatinga,BAHIA,Xique-Xique,23/05/2023,02/10/2023
Caatinga,BAHIA,Piatã,23/08/2023,07/10/2023
Caatinga,BAHIA,Condeúba,03/07/2023,10/08/2023
Caatinga,BAHIA,Boninal,27/05/2023,14/11/2023
Cerrado,BAHIA,Barreiras,10/12/2023,03/05/2024
Mata Atlântica,BAHIA,Lajedo do Tabocal,26/12/2023,30/01/2024
Mata Atlântica,BAHIA,Canavieiras,13/11/2023,14/05/2024
Caatinga,BAHIA,Palmas de Monte Alto,24/05/2023,31/01/2024
Caatinga,BAHIA,Ibotirama,16/04/2023,22/01/2024
Caatinga,BAHIA,Cordeiros,01/01/2023,31/01/2024
Caatinga,BAHIA,Mundo Novo,01/03/2023,17/02/2024
Caatinga,BAHIA,Euclides da Cunha,13/11/2023,17/02/2024
Caatinga,BAHIA,Barra da Estiva,05/06/2023,14/01/2024
Caatinga,BAHIA,Macajuba,23/01/2023,12/01/2024
Caatinga,BAHIA,Planaltino,23/02/2023,16/03/2024
Caatinga,BAHIA,Paramirim,09/04/2023,14/02/2024
Caatinga,BAHIA,Itaberaba,28/09/2023,29/02/2024
Caatinga,BAHIA,Santa Brígida,08/01/2023,31/01/2024
Caatinga,BAHIA,Licínio de Almeida,20/05/2023,20/01/2024
Caatinga,BAHIA,Heliópolis,26/01/2023,31/01/2024
Caatinga,BAHIA,Tapiramutá,24/06/2023,31/01/2024
Caatinga,BAHIA,Caetité,14/07/2023,21/01/2024
Caatinga,BAHIA,Barra da Estiva,05/02/2023,18/01/2024
Caatinga,BAHIA,Feira de Santana,24/02/2023,13/02/2024
Caatinga,BAHIA,Santa Terezinha,19/04/2023,31/01/2024
Caatinga,BAHIA,Iramaia,22/06/2023,28/02/2024
Caatinga,BAHIA,Itaberaba,16/04/2023,17/02/2024
Caatinga,BAHIA,Piripá,14/09/2023,07/03/2024
Caatinga,BAHIA,Caldeirão Grande,06/01/2023,12/01/2024
Caatinga,BAHIA,Campo Formoso,17/04/2023,13/01/2024
Caatinga,BAHIA,Cafarnaum,07/10/2023,10/05/2024
Caatinga,BAHIA,Jeremoabo,08/02/2023,31/01/2024
Caatinga,BAHIA,Tanque Novo,01/07/2023,31/01/2024
Caatinga,BAHIA,Barra,06/05/2023,16/01/2024
Mata Atlântica,BAHIA,Lajedo do Tabocal,30/12/2023,30/01/2024
Mata Atlântica,BAHIA,Taperoá,04/12/2023,02/03/2024
Mata Atlântica,BAHIA,Caravelas,25/10/2023,13/01/2024
Mata Atlântica,BAHIA,Apuarema,25/07/2023,24/11/2023
Mata Atlântica,BAHIA,Ibirapitanga,14/07/2023,01/03/2024
Mata Atlântica,BAHIA,Canavieiras,31/12/2023,02/02/2024
Mata Atlântica,BAHIA,Canavieiras,13/12/2023,16/03/2024
Mata Atlântica,BAHIA,Canavieiras,24/07/2023,13/12/2023
Mata Atlântica,BAHIA,Maraú,01/12/2023,14/05/2024
Mata Atlântica,BAHIA,Uruçuca,02/12/2023,13/01/2024
Mata Atlântica,BAHIA,Belmonte,05/12/2023,17/01/2024
Mata Atlântica,BAHIA,Candeias,19/04/2023,26/01/2024
Mata Atlântica,BAHIA,Ituberá,19/08/2023,11/03/2024
Mata Atlântica,BAHIA,Canavieiras,13/12/2023,31/01/2024
Mata Atlântica,BAHIA,Ilhéus,18/10/2023,19/01/2024
Mata Atlântica,BAHIA,Itacaré,13/10/2023,15/01/2024
Mata Atlântica,BAHIA,Teolândia,09/12/2023,13/05/2024
Mata Atlântica,BAHIA,Taperoá,11/08/2023,14/01/2024
Mata Atlântica,BAHIA,Aratuípe,10/11/2023,24/11/2023
Mata Atlântica,BAHIA,São Gonçalo dos Campos,10/01/2024,27/02/2024
Mata Atlântica,BAHIA,Lajedo do Tabocal,19/10/2023,26/12/2023
Mata Atlântica,BAHIA,Wenceslau Guimarães,24/11/2023,31/01/2024
Mata Atlântica,BAHIA,Jequié,24/11/2023,27/12/2023
Mata Atlântica,BAHIA,Catu,19/08/2023,09/12/2023
Mata Atlântica,BAHIA,Alagoinhas,24/11/2023,03/02/2024
Mata Atlântica,BAHIA,Aramari,28/09/2023,18/01/2024
Mata Atlântica,BAHIA,Jandaíra,17/12/2023,31/01/2024
Mata Atlântica,BAHIA,Santo Amaro,03/12/2023,15/03/2024
Mata Atlântica,BAHIA,Araçás,19/10/2023,26/05/2024
Mata Atlântica,BAHIA,Iguaí,13/07/2023,28/02/2024
Mata Atlântica,BAHIA,Itanagra,12/07/2023,07/03/2024
Mata Atlântica,BAHIA,Taperoá,04/12/2023,14/01/2024
Mata Atlântica,BAHIA,Alagoinhas,28/12/2023,08/05/2024
Mata Atlântica,BAHIA,Jandaíra,30/06/2023,21/01/2024
Mata Atlântica,BAHIA,Mascote,31/12/2023,31/01/2024
Mata Atlântica,BAHIA,Santo Antônio de Jesus,24/11/2023,02/03/2024
Mata Atlântica,BAHIA,Lauro de Freitas,19/08/2023,02/03/2024
Mata Atlântica,BAHIA,Entre Rios,30/12/2023,04/02/2024
Mata Atlântica,BAHIA,Milagres,26/12/2023,14/01/2024
Mata Atlântica,BAHIA,Itanhém,12/12/2023,28/02/2024
Mata Atlântica,BAHIA,Camaçari,03/12/2023,14/02/2024
Mata Atlântica,BAHIA,Wenceslau Guimarães,13/10/2023,02/12/2023
Mata Atlântica,BAHIA,Porto Seguro,27/07/2023,25/07/2024
Mata Atlântica,BAHIA,Pojuca,23/08/2023,09/07/2024
Cerrado,BAHIA,Santa Rita de Cássia,09/06/2023,11/03/2024
Caatinga,BAHIA,Jaborandi,30/09/2023,28/11/2023
Caatinga,BAHIA,Antônio Gonçalves,19/08/2023,11/11/2023
Caatinga,BAHIA,Boa Vista do Tupim,31/03/2023,14/02/2024
Caatinga,BAHIA,Itapicuru,06/07/2023,31/01/2024
Caatinga,BAHIA,Jeremoabo,13/05/2023,28/02/2024
Caatinga,BAHIA,Itiúba,17/04/2023,22/01/2024
Caatinga,BAHIA,Pedro Alexandre,27/08/2023,31/01/2024
Caatinga,BAHIA,Quijingue,13/08/2023,31/01/2024
Caatinga,BAHIA,Condeúba,11/07/2023,15/01/2024
Caatinga,BAHIA,Itiúba,06/03/2023,16/03/2024
Caatinga,BAHIA,Mairi,26/01/2023,27/12/2023
Caatinga,BAHIA,Teofilândia,13/08/2023,03/02/2024
Caatinga,BAHIA,Inhambupe,14/04/2023,22/01/2024
Caatinga,BAHIA,Ribeira do Pombal,08/03/2023,31/01/2024
Caatinga,BAHIA,Itapicuru,02/09/2023,24/04/2024
Caatinga,BAHIA,Irajuba,02/04/2023,16/02/2024
Caatinga,BAHIA,Ipupiara,06/05/2023,06/01/2024
Caatinga,BAHIA,Monte Santo,10/01/2023,24/01/2024
Caatinga,BAHIA,Itapicuru,26/08/2023,17/02/2024
Caatinga,BAHIA,Pedro Alexandre,28/05/2023,31/01/2024
Caatinga,BAHIA,Ribeira do Amparo,29/11/2023,31/01/2024
Caatinga,BAHIA,Euclides da Cunha,16/04/2023,31/01/2024
Caatinga,BAHIA,Coronel João Sá,24/07/2023,31/01/2024
Caatinga,BAHIA,Sátiro Dias,14/04/2023,31/01/2024
Caatinga,BAHIA,Saúde,26/01/2023,27/08/2023
Caatinga,BAHIA,Monte Santo,26/08/2023,31/01/2024
Caatinga,BAHIA,Umburanas,16/04/2023,31/01/2024
Caatinga,BAHIA,Boa Vista do Tupim,27/05/2023,27/02/2024
Caatinga,BAHIA,Coronel João Sá,28/10/2023,31/01/2024
Caatinga,BAHIA,Guanambi,09/04/2023,19/01/2024
Caatinga,BAHIA,Itapicuru,24/11/2023,14/01/2024
Caatinga,BAHIA,Pedro Alexandre,27/12/2023,17/02/2024
Caatinga,BAHIA,Jeremoabo,02/12/2023,17/02/2024
Caatinga,BAHIA,Euclides da Cunha,03/10/2023,07/04/2024
Caatinga,BAHIA,Macururé,30/05/2023,17/02/2024
Caatinga,BAHIA,Novo Triunfo,26/01/2023,13/05/2023
Caatinga,BAHIA,Barra,24/03/2023,26/11/2023
Caatinga,BAHIA,Cordeiros,05/03/2023,10/01/2024
Caatinga,BAHIA,Andorinha,14/07/2023,14/01/2024
Caatinga,BAHIA,Jeremoabo,13/05/2023,29/09/2023
Cerrado,BAHIA,Santa Rita de Cássia,26/12/2023,20/07/2024
Caatinga,BAHIA,Sítio do Quinto,26/01/2023,31/01/2024
Caatinga,BAHIA,Monte Santo,06/03/2023,31/01/2024
Caatinga,BAHIA,Coronel João Sá,06/03/2023,09/01/2024
Caatinga,BAHIA,Inhambupe,26/04/2023,22/01/2024
Caatinga,BAHIA,Filadélfia,14/07/2023,21/03/2024
Caatinga,BAHIA,Miguel Calmon,26/01/2023,01/04/2024
Caatinga,BAHIA,Coronel João Sá,22/09/2023,20/01/2024
Caatinga,BAHIA,Crisópolis,14/04/2023,17/01/2024
