BIOMA,ESTADO,MUNICIPIO,DTIMGANT,DTIMGDEP
Caatinga,BAHIA,Biritinga,17/04/2023,25/10/2023
Caatinga,BAHIA,Muquém do São Francisco,26/02/2023,07/08/2023
Caatinga,BAHIA,Sátiro Dias,13/12/2022,28/09/2023
Caatinga,BAHIA,Inhambupe,17/04/2023,18/10/2023
Caatinga,BAHIA,Coronel João Sá,13/05/2023,25/09/2023
Caatinga,BAHIA,Oliveira dos Brejinhos,07/04/2022,14/06/2022
Caatinga,BAHIA,Araci,16/12/2022,02/10/2023
Caatinga,BAHIA,Barra,13/02/2023,30/03/2023
Caatinga,BAHIA,Remanso,19/06/2023,25/08/2023
Caatinga,BAHIA,Casa Nova,21/05/2023,27/07/2023
Caatinga,BAHIA,Santa Rita de Cássia,04/06/2023,30/06/2023
Caatinga,BAHIA,Santana,19/01/2023,25/02/2023
Caatinga,BAHIA,Conceição do Coité,22/09/2022,19/04/2023
Caatinga,BAHIA,Sátiro Dias,06/01/2023,24/11/2023
Caatinga,BAHIA,Sítio do Mato,20/04/2023,08/06/2023
Caatinga,BAHIA,Olindina,20/04/2023,26/10/2023
Caatinga,BAHIA,Pilão Arcado,29/04/2023,15/08/2023
Caatinga,BAHIA,Buritirama,08/05/2022,28/05/2023
Caatinga,BAHIA,Wanderley,28/05/2023,30/11/2023
Caatinga,BAHIA,Santa Maria da Vitória,19/01/2022,15/10/2022
Caatinga,BAHIA,Mansidão,29/08/2022,20/10/2022
Caatinga,BAHIA,América Dourada,25/04/2023,13/05/2023
Caatinga,BAHIA,Itapicuru,20/12/2022,17/11/2023
Caatinga,BAHIA,Seabra,05/02/2023,10/09/2023
Caatinga,BAHIA,Coronel João Sá,13/05/2023,26/08/2023
Caatinga,BAHIA,Bonito,04/08/2022,13/07/2023
Caatinga,BAHIA,Santa Rita de Cássia,28/04/2023,19/08/2023
Caatinga,BAHIA,Sítio do Mato,30/05/2023,07/10/2023
Caatinga,BAHIA,Pilão Arcado,17/04/2023,28/04/2023
Cerrado,BAHIA,Formosa do Rio Preto,13/02/2023,23/06/2023
Cerrado,BAHIA,Riachão das Neves,14/05/2021,19/01/2022
Cerrado,BAHIA,Riachão das Neves,04/05/2022,29/05/2023
Caatinga,BAHIA,Xique-Xique,19/08/2023,21/09/2023
Caatinga,BAHIA,Muquém do São Francisco,27/04/2022,30/09/2023
Caatinga,BAHIA,Barra,31/01/2023,07/10/2023
Caatinga,BAHIA,Lençóis,16/04/2023,14/07/2023
Caatinga,BAHIA,Ibicoara,08/10/2022,15/09/2023
Caatinga,BAHIA,Bonito,22/09/2022,05/02/2023
Caatinga,BAHIA,Condeúba,24/04/2022,10/08/2023
Caatinga,BAHIA,Mulungu do Morro,11/05/2023,19/10/2023
Caatinga,BAHIA,Ourolândia,26/01/2023,21/10/2023
Caatinga,BAHIA,Bom Jesus da Lapa,24/01/2022,29/07/2022
Caatinga,BAHIA,Ituaçu,28/08/2022,25/07/2023
Caatinga,BAHIA,Morro do Chapéu,13/07/2023,20/10/2023
Caatinga,BAHIA,Coribe,30/05/2023,14/09/2023
Caatinga,BAHIA,Sento Sé,13/07/2023,13/08/2023
Caatinga,BAHIA,Bom Jesus da Lapa,31/05/2023,23/09/2023
Caatinga,BAHIA,São Gabriel,13/05/2022,06/07/2022
Caatinga,BAHIA,Condeúba,19/01/2022,13/09/2022
Caatinga,BAHIA,Gentio do Ouro,31/05/2022,17/07/2023
Caatinga,BAHIA,Santa Rita de Cássia,10/02/2023,23/05/2023
Caatinga,BAHIA,Cotegipe,12/07/2023,17/09/2023
Caatinga,BAHIA,Mulungu do Morro,01/02/2022,26/01/2023
Caatinga,BAHIA,Morro do Chapéu,08/12/2022,24/01/2023
Caatinga,BAHIA,Santa Rita de Cássia,07/09/2023,13/11/2023
Caatinga,BAHIA,Gentio do Ouro,28/04/2023,21/10/2023
Caatinga,BAHIA,Seabra,28/06/2023,15/11/2023
Caatinga,BAHIA,Bonito,05/02/2023,14/09/2023
Caatinga,BAHIA,Ibicoara,05/02/2023,24/06/2023
Caatinga,BAHIA,Lençóis,15/07/2023,14/12/2023
Mata Atlântica,BAHIA,Irará,17/04/2023,19/08/2023
Mata Atlântica,BAHIA,Simões Filho,30/05/2023,16/08/2023
Mata Atlântica,BAHIA,Ituberá,16/04/2023,17/06/2023
Mata Atlântica,BAHIA,Itamaraju,22/06/2023,12/11/2023
Cerrado,BAHIA,Riachão das Neves,13/11/2022,31/01/2023
Cerrado,BAHIA,Santa Maria da Vitória,27/08/2022,26/07/2023
Cerrado,BAHIA,São Desidério,23/10/2023,07/12/2023
Cerrado,BAHIA,Cotegipe,06/08/2023,25/08/2023
Cerrado,BAHIA,Riachão das Neves,13/11/2022,23/09/2023
Cerrado,BAHIA,Santa Rita de Cássia,01/10/2022,16/10/2023
Cerrado,BAHIA,Formosa do Rio Preto,02/08/2022,21/09/2023
Cerrado,BAHIA,Brejolândia,11/09/2023,15/10/2023
Cerrado,BAHIA,Riachão das Neves,13/11/2022,31/01/2023
Cerrado,BAHIA,Barreiras,02/07/2023,21/10/2023
Cerrado,BAHIA,Tabocas do Brejo Velho,03/07/2023,21/08/2023
Caatinga,BAHIA,Tremedal,05/02/2023,06/08/2023
Caatinga,BAHIA,Angical,31/05/2023,26/07/2023
Caatinga,BAHIA,Iraquara,01/04/2022,14/09/2023
Cerrado,BAHIA,Jaborandi,10/05/2023,05/08/2023
Caatinga,BAHIA,Ibotirama,31/05/2023,01/08/2023
Caatinga,BAHIA,Itapicuru,22/12/2022,26/10/2023
Caatinga,BAHIA,Itapicuru,20/04/2023,28/09/2023
Caatinga,BAHIA,Rio de Contas,28/12/2022,01/04/2023
Caatinga,BAHIA,Barra,24/01/2023,16/09/2023
Caatinga,BAHIA,Wanderley,18/12/2022,09/05/2023
Caatinga,BAHIA,Oliveira dos Brejinhos,31/05/2022,25/05/2023
Caatinga,BAHIA,Contendas do Sincorá,03/06/2023,24/09/2023
Caatinga,BAHIA,Urandi,26/02/2023,23/09/2023
Caatinga,BAHIA,Santana,01/04/2023,04/06/2023
Caatinga,BAHIA,Mulungu do Morro,12/06/2023,17/07/2023
Cerrado,BAHIA,Correntina,05/07/2023,30/07/2023
Caatinga,BAHIA,Sátiro Dias,13/12/2022,26/08/2023
Caatinga,BAHIA,Morro do Chapéu,05/02/2023,19/10/2023
Caatinga,BAHIA,Piritiba,26/01/2023,28/09/2023
Caatinga,BAHIA,Barra,31/01/2023,20/05/2023
Caatinga,BAHIA,Morpará,30/03/2023,08/09/2023
Caatinga,BAHIA,Xique-Xique,27/06/2023,16/10/2023
Caatinga,BAHIA,Feira de Santana,17/04/2023,14/09/2023
Caatinga,BAHIA,Guanambi,20/05/2023,06/08/2023
Caatinga,BAHIA,Pilão Arcado,31/05/2023,03/09/2023
Caatinga,BAHIA,Santaluz,19/04/2023,12/11/2023
Caatinga,BAHIA,Barra,21/07/2022,17/09/2023
Caatinga,BAHIA,Souto Soares,24/05/2021,18/01/2022
Caatinga,BAHIA,Riacho de Santana,31/05/2022,14/10/2023
Caatinga,BAHIA,Piritiba,16/04/2023,28/09/2023
Cerrado,BAHIA,Jaborandi,03/07/2023,17/08/2023
Cerrado,BAHIA,Formosa do Rio Preto,30/03/2023,06/09/2023
Caatinga,BAHIA,Utinga,23/05/2023,28/09/2023
Caatinga,BAHIA,Piripá,08/02/2023,11/08/2023
Caatinga,BAHIA,Itaeté,30/06/2022,12/11/2023
Cerrado,BAHIA,Coribe,10/06/2022,15/06/2023
Cerrado,BAHIA,Riachão das Neves,15/11/2022,28/06/2023
Caatinga,BAHIA,Boa Vista do Tupim,07/05/2022,14/07/2023
Caatinga,BAHIA,Mirangaba,04/10/2022,11/11/2023
Caatinga,BAHIA,Guajeru,09/02/2023,10/08/2023
Caatinga,BAHIA,Ibicoara,30/01/2023,25/07/2023
Caatinga,BAHIA,Iraquara,19/08/2022,16/04/2023
Caatinga,BAHIA,Condeúba,20/05/2022,12/08/2023
Caatinga,BAHIA,Sento Sé,02/03/2023,03/09/2023
Caatinga,BAHIA,Euclides da Cunha,20/04/2023,18/10/2023
Caatinga,BAHIA,Piritiba,20/04/2023,30/11/2023
Caatinga,BAHIA,Serra do Ramalho,30/06/2022,30/09/2023
Caatinga,BAHIA,Rafael Jambeiro,10/07/2023,28/09/2023
Caatinga,BAHIA,Itiúba,08/02/2023,14/07/2023
Caatinga,BAHIA,Nova Redenção,30/06/2022,16/04/2023
Caatinga,BAHIA,Morro do Chapéu,30/07/2022,27/08/2023
Caatinga,BAHIA,Miguel Calmon,16/04/2023,14/09/2023
Caatinga,BAHIA,Condeúba,27/04/2022,18/04/2023
Caatinga,BAHIA,Nova Redenção,19/04/2023,19/10/2023
Caatinga,BAHIA,Brumado,31/01/2023,25/08/2023
Caatinga,BAHIA,Piatã,21/08/2023,28/10/2023
Caatinga,BAHIA,Bonito,29/09/2022,15/09/2023
Caatinga,BAHIA,Itaeté,28/05/2022,19/10/2023
Caatinga,BAHIA,Riacho de Santana,27/02/2023,02/08/2023
Caatinga,BAHIA,São Félix do Coribe,29/04/2023,13/11/2023
Caatinga,BAHIA,Bom Jesus da Lapa,24/01/2023,15/09/2023
Caatinga,BAHIA,Novo Horizonte,11/10/2022,14/12/2023
Caatinga,BAHIA,Itapicuru,25/01/2023,25/10/2023
Caatinga,BAHIA,Jacobina,16/04/2023,26/10/2023
Cerrado,BAHIA,Correntina,29/09/2022,13/09/2023
Cerrado,BAHIA,Riachão das Neves,04/08/2023,29/10/2023
Cerrado,BAHIA,Riachão das Neves,08/05/2023,24/09/2023
Caatinga,BAHIA,Wagner,11/09/2022,19/10/2023
Caatinga,BAHIA,Olindina,29/11/2022,19/04/2023
Caatinga,BAHIA,Itapicuru,23/09/2022,17/04/2023
Caatinga,BAHIA,Coronel João Sá,17/08/2021,27/09/2022
Caatinga,BAHIA,Riacho de Santana,23/04/2022,29/10/2022
Caatinga,BAHIA,Serra do Ramalho,30/03/2023,07/09/2023
Caatinga,BAHIA,Ituaçu,15/02/2022,11/05/2023
Caatinga,BAHIA,Palmas de Monte Alto,02/05/2022,06/12/2022
Caatinga,BAHIA,Paripiranga,26/08/2023,27/09/2023
Caatinga,BAHIA,Iraquara,22/09/2022,14/09/2023
Cerrado,BAHIA,Cotegipe,16/09/2022,30/11/2023
Caatinga,BAHIA,Itapicuru,14/01/2022,15/07/2023
Caatinga,BAHIA,Paratinga,30/03/2022,05/05/2023
Caatinga,BAHIA,Serra Dourada,31/03/2022,18/08/2022
Caatinga,BAHIA,Buritirama,09/01/2023,03/03/2023
Caatinga,BAHIA,Tucano,20/04/2023,24/11/2023
Caatinga,BAHIA,Itapicuru,20/04/2023,26/10/2023
Caatinga,BAHIA,Tanquinho,27/06/2023,19/08/2023
Caatinga,BAHIA,Serra do Ramalho,16/04/2023,11/09/2023
Cerrado,BAHIA,Coribe,21/08/2023,07/09/2023
Cerrado,BAHIA,Cotegipe,31/01/2023,14/12/2023
Caatinga,BAHIA,Biritinga,24/02/2023,25/10/2023
Cerrado,BAHIA,Riachão das Neves,14/02/2023,17/12/2023
Caatinga,BAHIA,Itapicuru,23/09/2022,25/10/2023
Caatinga,BAHIA,Bom Jesus da Lapa,31/01/2023,30/10/2023
Cerrado,BAHIA,Formosa do Rio Preto,08/12/2022,29/05/2023
Caatinga,BAHIA,Tapiramutá,22/09/2021,28/09/2023
Caatinga,BAHIA,Utinga,16/04/2023,15/09/2023
Caatinga,BAHIA,Iramaia,21/12/2022,14/09/2023
Caatinga,BAHIA,Bonito,21/12/2022,03/10/2023
Caatinga,BAHIA,Livramento de Nossa Senhora,30/06/2021,17/09/2022
Caatinga,BAHIA,Maracás,26/06/2022,26/01/2023
Caatinga,BAHIA,Nova Redenção,19/04/2023,25/07/2023
Caatinga,BAHIA,Jacobina,03/10/2022,21/10/2023
Caatinga,BAHIA,Rio de Contas,12/11/2021,04/05/2022
Caatinga,BAHIA,Bonito,24/01/2023,09/02/2023
Caatinga,BAHIA,Piritiba,13/07/2023,28/09/2023
Cerrado,BAHIA,Luís Eduardo Magalhães,05/08/2023,13/12/2023
Cerrado,BAHIA,Santa Rita de Cássia,16/04/2021,04/04/2022
Caatinga,BAHIA,Santa Rita de Cássia,14/02/2023,01/08/2023
Caatinga,BAHIA,Planaltino,16/04/2023,13/11/2023
Caatinga,BAHIA,Aporá,26/04/2023,26/10/2023
Caatinga,BAHIA,Wagner,04/10/2022,11/11/2023
Caatinga,BAHIA,Utinga,26/01/2023,15/09/2023
Caatinga,BAHIA,Morro do Chapéu,08/02/2023,28/09/2023
Caatinga,BAHIA,Coribe,29/12/2022,12/08/2023
Caatinga,BAHIA,Carinhanha,23/05/2023,20/08/2023
Caatinga,BAHIA,Sátiro Dias,21/12/2022,26/08/2023
Caatinga,BAHIA,Itapicuru,25/01/2023,06/07/2023
Caatinga,BAHIA,Itapicuru,27/02/2023,20/07/2023
Caatinga,BAHIA,Mulungu do Morro,14/07/2023,20/08/2023
Caatinga,BAHIA,Antônio Gonçalves,29/07/2022,24/01/2023
Caatinga,BAHIA,Planaltino,25/07/2023,15/09/2023
Caatinga,BAHIA,Uibaí,10/04/2022,13/11/2023
Caatinga,BAHIA,Boa Vista do Tupim,16/03/2023,14/09/2023
Caatinga,BAHIA,Sátiro Dias,19/03/2023,21/10/2023
Caatinga,BAHIA,Boa Vista do Tupim,07/11/2022,29/10/2023
Caatinga,BAHIA,Anagé,05/02/2023,05/05/2023
Caatinga,BAHIA,Santana,27/04/2023,08/10/2023
Caatinga,BAHIA,Mortugaba,24/04/2022,12/05/2023
Caatinga,BAHIA,Xique-Xique,31/01/2023,15/09/2023
Cerrado,BAHIA,São Desidério,10/03/2022,30/03/2022
Caatinga,BAHIA,Ibitiara,13/02/2023,10/11/2023
Caatinga,BAHIA,Abaré,13/05/2023,30/09/2023
Caatinga,BAHIA,América Dourada,27/08/2023,30/09/2023
Caatinga,BAHIA,Campo Formoso,14/06/2023,05/08/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,09/01/2023,21/05/2023
Caatinga,BAHIA,Riacho de Santana,13/04/2023,10/11/2023
Cerrado,BAHIA,Caetité,10/02/2023,14/11/2023
Cerrado,BAHIA,Riachão das Neves,01/08/2023,30/11/2023
Caatinga,BAHIA,Anagé,30/05/2022,10/09/2023
Caatinga,BAHIA,Jeremoabo,21/01/2023,30/09/2023
Caatinga,BAHIA,Santa Rita de Cássia,23/05/2022,17/10/2022
Caatinga,BAHIA,Sento Sé,09/02/2022,08/12/2022
Caatinga,BAHIA,Jeremoabo,14/04/2023,17/11/2023
Cerrado,BAHIA,São Desidério,17/08/2023,28/11/2023
Caatinga,BAHIA,Rio de Contas,09/03/2023,15/04/2023
Caatinga,BAHIA,Marcionílio Souza,31/03/2023,12/11/2023
Caatinga,BAHIA,Malhada,31/08/2022,15/09/2023
Caatinga,BAHIA,Pé de Serra,01/08/2022,01/11/2023
Cerrado,BAHIA,Riachão das Neves,13/09/2023,05/12/2023
Caatinga,BAHIA,Ipirá,19/04/2023,24/11/2023
Caatinga,BAHIA,Piatã,02/04/2023,02/10/2023
Caatinga,BAHIA,Brotas de Macaúbas,31/03/2023,26/04/2023
Caatinga,BAHIA,Carinhanha,04/07/2023,07/09/2023
Caatinga,BAHIA,Bom Jesus da Lapa,06/07/2023,01/09/2023
Cerrado,BAHIA,Cocos,07/09/2023,29/12/2023
Caatinga,BAHIA,Santa Brígida,02/04/2023,24/11/2023
Caatinga,BAHIA,Ituaçu,08/10/2022,04/05/2023
Caatinga,BAHIA,Sátiro Dias,21/12/2022,03/10/2023
Caatinga,BAHIA,Ibitiara,23/02/2023,02/09/2023
Mata Atlântica,BAHIA,Feira de Santana,20/12/2022,21/10/2023
Caatinga,BAHIA,Érico Cardoso,30/06/2022,19/10/2022
Caatinga,BAHIA,Aracatu,23/02/2023,20/08/2023
Caatinga,BAHIA,Seabra,28/05/2022,30/09/2023
Caatinga,BAHIA,Condeúba,19/01/2022,21/09/2023
Caatinga,BAHIA,Ibotirama,10/08/2022,15/11/2023
Caatinga,BAHIA,Paripiranga,25/01/2023,14/04/2023
Caatinga,BAHIA,Morro do Chapéu,09/08/2022,27/08/2023
Caatinga,BAHIA,Rodelas,09/01/2023,27/09/2023
Caatinga,BAHIA,Buritirama,05/05/2023,19/10/2023
Caatinga,BAHIA,Jussiape,01/06/2023,23/08/2023
Cerrado,BAHIA,Barreiras,01/08/2022,17/10/2023
Cerrado,BAHIA,Baianópolis,21/09/2023,15/11/2023
Cerrado,BAHIA,São Desidério,29/05/2023,30/11/2023
Cerrado,BAHIA,Riachão das Neves,01/04/2023,15/12/2023
Cerrado,BAHIA,Correntina,08/08/2023,07/09/2023
Cerrado,BAHIA,Baianópolis,04/06/2023,14/11/2023
Cerrado,BAHIA,Santa Rita de Cássia,12/11/2023,16/12/2023
Cerrado,BAHIA,Riachão das Neves,02/07/2023,20/08/2023
Cerrado,BAHIA,Santa Rita de Cássia,14/04/2023,30/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,16/10/2022,25/12/2023
Cerrado,BAHIA,São Desidério,15/11/2023,17/12/2023
Cerrado,BAHIA,Cocos,25/11/2023,15/12/2023
Caatinga,BAHIA,Barra da Estiva,02/04/2023,23/11/2023
Caatinga,BAHIA,Morro do Chapéu,11/11/2022,15/09/2023
Caatinga,BAHIA,Bom Jesus da Lapa,27/02/2023,19/09/2023
Caatinga,BAHIA,Ibitiara,11/10/2022,10/02/2023
Mata Atlântica,BAHIA,Tremedal,05/06/2023,02/11/2023
Caatinga,BAHIA,Várzea do Poço,26/01/2023,13/11/2023
Caatinga,BAHIA,Anagé,05/05/2023,27/09/2023
Caatinga,BAHIA,Itapicuru,25/01/2023,20/07/2023
Caatinga,BAHIA,Serra do Ramalho,04/03/2023,14/09/2023
Caatinga,BAHIA,São Gabriel,29/08/2022,30/01/2023
Caatinga,BAHIA,Tremedal,16/01/2022,12/11/2023
Caatinga,BAHIA,Maetinga,23/02/2023,23/09/2023
Caatinga,BAHIA,Xique-Xique,19/02/2023,19/03/2023
Caatinga,BAHIA,Itaeté,27/05/2023,14/09/2023
Caatinga,BAHIA,Novo Horizonte,12/06/2023,27/07/2023
Cerrado,BAHIA,Santa Rita de Cássia,21/08/2023,25/12/2023
Caatinga,BAHIA,Anagé,09/02/2023,20/08/2023
Caatinga,BAHIA,Novo Horizonte,16/04/2023,29/05/2023
Caatinga,BAHIA,Bonito,04/10/2022,26/01/2023
Caatinga,BAHIA,Jussiape,31/03/2023,25/09/2023
Caatinga,BAHIA,Mucugê,11/05/2023,03/07/2023
Caatinga,BAHIA,João Dourado,21/07/2022,22/09/2022
Caatinga,BAHIA,Boa Vista do Tupim,11/07/2022,11/11/2023
Caatinga,BAHIA,Iraquara,28/05/2022,16/04/2023
Caatinga,BAHIA,Piripá,11/05/2023,18/10/2023
Caatinga,BAHIA,Maracás,24/06/2023,01/11/2023
Caatinga,BAHIA,Ourolândia,26/01/2023,13/09/2023
Cerrado,BAHIA,Santa Rita de Cássia,19/08/2023,19/10/2023
Cerrado,BAHIA,Barreiras,30/05/2023,12/10/2023
Cerrado,BAHIA,Barreiras,02/07/2023,17/08/2023
Cerrado,BAHIA,Baianópolis,25/07/2023,29/12/2023
Caatinga,BAHIA,Mundo Novo,13/12/2022,27/10/2023
Caatinga,BAHIA,Jeremoabo,01/04/2023,14/07/2023
Caatinga,BAHIA,Santa Rita de Cássia,03/07/2022,17/10/2023
Caatinga,BAHIA,Morro do Chapéu,26/01/2023,28/09/2023
Caatinga,BAHIA,Marcionílio Souza,31/03/2023,19/10/2023
Caatinga,BAHIA,Itaeté,30/06/2022,12/11/2023
Caatinga,BAHIA,São Félix do Coribe,25/04/2023,20/06/2023
Caatinga,BAHIA,Barra da Estiva,18/06/2022,23/08/2023
Caatinga,BAHIA,Barra,06/06/2023,02/08/2023
Caatinga,BAHIA,Aracatu,04/05/2022,13/09/2022
Cerrado,BAHIA,Barreiras,11/10/2022,31/10/2023
Caatinga,BAHIA,Carinhanha,27/04/2022,19/11/2023
Caatinga,BAHIA,Ibitiara,27/04/2023,13/09/2023
Caatinga,BAHIA,Itapicuru,09/08/2022,15/07/2023
Caatinga,BAHIA,Sítio do Quinto,20/04/2023,26/08/2023
Caatinga,BAHIA,Antônio Gonçalves,16/04/2023,14/07/2023
Caatinga,BAHIA,Itapicuru,25/01/2023,28/09/2023
Caatinga,BAHIA,Piatã,27/04/2023,30/09/2023
Caatinga,BAHIA,Tremedal,23/02/2023,03/07/2023
Caatinga,BAHIA,Olindina,22/01/2023,06/07/2023
Caatinga,BAHIA,Santaluz,17/06/2022,28/09/2023
Caatinga,BAHIA,Paramirim,25/02/2023,15/11/2023
Caatinga,BAHIA,Wanderley,30/03/2023,14/11/2023
Caatinga,BAHIA,Uibaí,28/04/2023,30/09/2023
Caatinga,BAHIA,Brotas de Macaúbas,29/06/2022,30/09/2023
Caatinga,BAHIA,Tremedal,22/04/2022,09/02/2023
Caatinga,BAHIA,Serra do Ramalho,27/02/2023,04/09/2023
Caatinga,BAHIA,Sento Sé,26/04/2023,08/09/2023
Caatinga,BAHIA,Lagoa Real,18/06/2023,14/10/2023
Cerrado,BAHIA,São Desidério,29/05/2023,30/11/2023
Cerrado,BAHIA,Luís Eduardo Magalhães,19/05/2023,25/12/2023
Caatinga,BAHIA,Boa Vista do Tupim,27/05/2023,29/10/2023
Cerrado,BAHIA,Jaborandi,19/05/2023,10/11/2023
Caatinga,BAHIA,Gentio do Ouro,02/02/2023,19/05/2023
Cerrado,BAHIA,Tabocas do Brejo Velho,05/06/2023,11/01/2024
Cerrado,BAHIA,Correntina,03/06/2023,30/11/2023
Cerrado,BAHIA,Riachão das Neves,11/09/2023,25/12/2023
Cerrado,BAHIA,Correntina,19/05/2023,30/11/2023
Cerrado,BAHIA,Barreiras,03/06/2023,25/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,21/10/2023,15/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,04/09/2023,21/09/2023
Cerrado,BAHIA,Cocos,04/08/2023,08/09/2023
Cerrado,BAHIA,São Desidério,05/10/2023,19/01/2024
Cerrado,BAHIA,Correntina,30/10/2023,28/12/2023
Caatinga,BAHIA,Gentio do Ouro,10/03/2023,07/10/2023
Caatinga,BAHIA,Gentio do Ouro,31/03/2023,28/10/2023
Caatinga,BAHIA,Nova Soure,20/04/2023,24/11/2023
Caatinga,BAHIA,Guajeru,05/09/2022,23/09/2023
Caatinga,BAHIA,Mairi,21/09/2022,28/09/2023
Caatinga,BAHIA,Brumado,19/09/2022,27/09/2023
Caatinga,BAHIA,Antônio Gonçalves,09/04/2022,26/10/2023
Caatinga,BAHIA,Tapiramutá,22/09/2022,28/09/2023
Caatinga,BAHIA,Lençóis,23/09/2022,14/09/2023
Caatinga,BAHIA,Maracás,20/05/2023,19/10/2023
Caatinga,BAHIA,Jacaraci,30/07/2022,11/11/2023
Caatinga,BAHIA,Aracatu,16/01/2023,20/05/2023
Caatinga,BAHIA,Cocos,24/01/2023,12/10/2023
Caatinga,BAHIA,Marcionílio Souza,11/07/2022,31/03/2023
Caatinga,BAHIA,Iuiu,16/09/2022,19/09/2023
Caatinga,BAHIA,Mucugê,25/07/2023,23/09/2023
Caatinga,BAHIA,Ibotirama,12/09/2022,30/09/2023
Caatinga,BAHIA,Caturama,17/04/2021,19/10/2023
Cerrado,BAHIA,Santa Rita de Cássia,09/05/2023,18/07/2023
Cerrado,BAHIA,Cocos,20/06/2023,30/07/2023
Caatinga,BAHIA,Curaçá,06/01/2023,14/07/2023
Cerrado,BAHIA,São Desidério,14/05/2023,11/10/2023
Cerrado,BAHIA,Licínio de Almeida,01/04/2023,25/07/2023
Cerrado,BAHIA,Barreiras,10/03/2023,28/06/2023
Caatinga,BAHIA,Serra do Ramalho,15/03/2022,14/11/2023
Caatinga,BAHIA,Rio Real,17/04/2023,26/10/2023
Caatinga,BAHIA,Seabra,27/01/2023,19/10/2023
Caatinga,BAHIA,Seabra,09/02/2023,12/11/2023
Caatinga,BAHIA,Presidente Jânio Quadros,05/03/2023,24/09/2023
Caatinga,BAHIA,Serrinha,06/01/2023,27/09/2023
Caatinga,BAHIA,Gentio do Ouro,30/05/2022,05/08/2023
Caatinga,BAHIA,Muquém do São Francisco,31/01/2023,02/08/2023
Caatinga,BAHIA,Novo Horizonte,27/04/2023,28/08/2023
Caatinga,BAHIA,Souto Soares,16/04/2023,01/11/2023
Caatinga,BAHIA,Novo Horizonte,13/10/2022,09/01/2023
Cerrado,BAHIA,Formosa do Rio Preto,13/02/2023,28/06/2023
Caatinga,BAHIA,Caetanos,23/02/2023,01/07/2023
Cerrado,BAHIA,Formosa do Rio Preto,17/07/2023,21/08/2023
Cerrado,BAHIA,Formosa do Rio Preto,07/10/2023,05/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,12/10/2023,05/12/2023
Cerrado,BAHIA,Santa Rita de Cássia,09/06/2022,30/06/2023
Cerrado,BAHIA,Caetité,02/06/2023,28/12/2023
Cerrado,BAHIA,Tanque Novo,19/09/2023,16/10/2023
Cerrado,BAHIA,Formosa do Rio Preto,18/10/2023,26/12/2023
Cerrado,BAHIA,Cotegipe,21/08/2023,06/12/2023
Cerrado,BAHIA,Correntina,19/08/2023,28/12/2023
Caatinga,BAHIA,Jeremoabo,16/10/2022,24/08/2023
Caatinga,BAHIA,Presidente Jânio Quadros,29/09/2022,26/09/2023
Caatinga,BAHIA,Ibotirama,28/08/2022,27/08/2023
Cerrado,BAHIA,São Desidério,24/09/2023,09/11/2023
Caatinga,BAHIA,Ipupiara,20/10/2022,30/10/2023
Caatinga,BAHIA,Macaúbas,18/02/2023,21/10/2023
Caatinga,BAHIA,Bom Jesus da Lapa,16/06/2023,18/10/2023
Caatinga,BAHIA,Licínio de Almeida,16/10/2022,24/10/2023
Caatinga,BAHIA,Pindaí,26/10/2022,22/10/2023
Caatinga,BAHIA,Paratinga,09/02/2023,17/10/2023
Cerrado,BAHIA,Coribe,05/06/2023,19/08/2023
Caatinga,BAHIA,Cordeiros,03/03/2023,10/01/2024
Caatinga,BAHIA,Jacaraci,24/01/2023,28/10/2023
Cerrado,BAHIA,Formosa do Rio Preto,05/07/2023,30/11/2023
Caatinga,BAHIA,Cordeiros,12/12/2022,29/11/2023
Caatinga,BAHIA,Presidente Jânio Quadros,01/04/2023,30/10/2023
Cerrado,BAHIA,Formosa do Rio Preto,17/07/2023,26/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,12/08/2023,06/09/2023
Cerrado,BAHIA,Cristópolis,17/09/2023,27/11/2023
Cerrado,BAHIA,São Desidério,29/05/2022,03/07/2023
Cerrado,BAHIA,Luís Eduardo Magalhães,03/04/2022,12/10/2022
Caatinga,BAHIA,Santa Rita de Cássia,27/06/2023,17/12/2023
Cerrado,BAHIA,Formosa do Rio Preto,29/06/2022,13/11/2022
Cerrado,BAHIA,Caetité,12/10/2023,16/12/2023
Cerrado,BAHIA,Jaborandi,18/10/2023,09/11/2023
Cerrado,BAHIA,Formosa do Rio Preto,26/09/2022,30/10/2022
Cerrado,BAHIA,Licínio de Almeida,17/07/2023,24/08/2023
Cerrado,BAHIA,Santa Rita de Cássia,30/03/2023,18/07/2023
Cerrado,BAHIA,Mansidão,01/10/2023,28/11/2023
Cerrado,BAHIA,Cristópolis,23/10/2023,25/12/2023
Cerrado,BAHIA,Baianópolis,14/11/2023,17/12/2023
Caatinga,BAHIA,Novo Horizonte,02/04/2023,06/05/2023
Cerrado,BAHIA,Jaborandi,16/10/2023,14/11/2023
Cerrado,BAHIA,Correntina,01/11/2023,13/11/2023
Cerrado,BAHIA,Cotegipe,05/09/2022,01/07/2023
