CODEALERTA;FONTE;BIOMA;ESTADO;MUNICIPIO;AREAHA;ANODETEC;DATADETEC;DTIMGANT;DTIMGDEP;DTPUBLI;VPRESSAO
898520;{SAD-CAATINGA};Caatinga;BAHIA;Souto Soares;28.700.000.000;20.230.000.000.000;01/01/2023;19/06/2022;30/07/2022;07/06/2023;agriculture
898506;{SAD-CAATINGA};Caatinga;BAHIA;Ruy Barbosa;196.700.000.000;20.230.000.000.000;01/01/2023;19/05/2022;19/04/2023;07/06/2023;agriculture
898491;{SAD-CAATINGA};Caatinga;BAHIA;Morro do Chapéu;852.500.000.000;20.230.000.000.000;01/01/2023;28/06/2022;31/12/2022;07/06/2023;agriculture
920728;{SAD-CERRADO};Cerrado;BAHIA;Barreiras;60.000.000.000;20.230.000.000.000;01/03/2023;28/02/2022;10/03/2023;13/06/2023;agriculture
898150;{SAD-CAATINGA};Caatinga;BAHIA;Bonito;59.400.000.000;20.230.000.000.000;01/01/2023;13/01/2022;19/05/2022;07/06/2023;agriculture
898201;{SAD-CAATINGA};Caatinga;BAHIA;Brotas de Macaúbas;31.500.000.000;20.230.000.000.000;01/01/2023;10/06/2022;14/09/2022;07/06/2023;agriculture
916590;{SAD-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;13.500.000.000;20.230.000.000.000;01/01/2023;03/02/2022;29/01/2023;13/06/2023;agriculture
916508;{SAD-CERRADO};Cerrado;BAHIA;Santana;27.100.000.000;20.230.000.000.000;01/01/2023;05/07/2022;31/01/2023;13/06/2023;agriculture
898389;{SAD-CAATINGA};Caatinga;BAHIA;Brotas de Macaúbas;44.500.000.000;20.230.000.000.000;01/01/2023;12/12/2022;27/01/2023;07/06/2023;agriculture
898228;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;294.200.000.000;20.230.000.000.000;01/01/2023;18/05/2022;20/07/2023;07/06/2023;agriculture
897786;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;716.500.000.000;20.230.000.000.000;01/01/2023;19/03/2022;09/01/2023;07/06/2023;agriculture
897629;{SAD-CAATINGA};Caatinga;BAHIA;Angical;217.300.000.000;20.230.000.000.000;01/01/2023;10/05/2022;14/08/2022;07/06/2023;agriculture
937163;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Itabela;73.100.000.000;20.230.000.000.000;31/07/2023;03/05/2023;14/06/2023;03/08/2023;agriculture
923654;{SAD-CERRADO};Cerrado;BAHIA;Cocos;205.500.000.000;20.230.000.000.000;01/01/2023;16/10/2022;30/03/2023;13/06/2023;agriculture
925684;{SAD-CERRADO};Cerrado;BAHIA;São Desidério;1.492.900.000.000;20.230.000.000.000;01/02/2023;11/10/2022;28/06/2023;13/06/2023;agriculture
929692;{DETER-CERRADO};Cerrado;BAHIA;Riachão das Neves;136.000.000.000;20.230.000.000.000;05/05/2023;06/06/2022;31/01/2023;03/07/2023;agriculture
921101;{SAD-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;126.100.000.000;20.230.000.000.000;01/02/2023;28/06/2022;13/02/2023;13/06/2023;agriculture
925563;{SAD-CERRADO};Cerrado;BAHIA;Jaborandi;24.400.000.000;20.230.000.000.000;01/02/2023;16/10/2022;13/02/2023;13/06/2023;agriculture
924478;{SAD-CERRADO};Cerrado;BAHIA;Mansidão;362.700.000.000;20.230.000.000.000;01/01/2023;05/07/2022;10/02/2023;13/06/2023;agriculture
922927;{SAD-CERRADO};Cerrado;BAHIA;São Desidério;40.200.000.000;20.230.000.000.000;01/02/2023;06/10/2022;10/03/2023;13/06/2023;agriculture
898153;{SAD-CAATINGA};Caatinga;BAHIA;Santa Rita de Cássia;12.200.000.000;20.230.000.000.000;01/01/2023;08/07/2022;20/10/2022;07/06/2023;agriculture
898186;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;62.300.000.000;20.230.000.000.000;01/01/2023;13/04/2022;13/05/2022;07/06/2023;agriculture
898183;{SAD-CAATINGA};Caatinga;BAHIA;Ourolândia;46.100.000.000;20.230.000.000.000;01/01/2023;13/01/2022;21/09/2022;07/06/2023;agriculture
898023;{SAD-CAATINGA};Caatinga;BAHIA;América Dourada;744.900.000.000;20.230.000.000.000;01/01/2023;08/10/2022;19/12/2022;07/06/2023;agriculture
897999;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;268.500.000.000;20.230.000.000.000;01/01/2023;07/06/2022;09/08/2022;07/06/2023;agriculture
918715;{SAD-CERRADO};Cerrado;BAHIA;Correntina;1.098.000.000.000;20.230.000.000.000;01/01/2023;30/03/2022;13/02/2023;13/06/2023;agriculture
916998;{SAD-CERRADO};Cerrado;BAHIA;Barreiras;161.100.000.000;20.230.000.000.000;01/01/2023;08/06/2022;13/02/2023;13/06/2023;agriculture
916196;{SAD-CERRADO};Cerrado;BAHIA;Correntina;28.700.000.000;20.230.000.000.000;01/01/2023;03/10/2022;01/01/2023;13/06/2023;agriculture
931440;{DETER-CERRADO};Cerrado;BAHIA;São Desidério;11.471.600.000.000;20.230.000.000.000;08/05/2023;24/03/2023;04/07/2023;03/07/2023;agriculture
923414;{SAD-CERRADO};Cerrado;BAHIA;Tabocas do Brejo Velho;49.400.000.000;20.230.000.000.000;01/02/2023;12/11/2022;25/02/2023;13/06/2023;agriculture
938584;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;0.4600000000;20.230.000.000.000;31/07/2023;20/04/2023;15/05/2023;03/08/2023;agriculture
938354;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;202.200.000.000;20.230.000.000.000;31/07/2023;31/03/2023;04/06/2023;03/08/2023;agriculture
937289;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Eunápolis;229.000.000.000;20.230.000.000.000;31/07/2023;19/05/2023;09/07/2023;03/08/2023;agriculture
936950;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;0.9700000000;20.230.000.000.000;31/07/2023;20/04/2023;14/06/2023;03/08/2023;urban_expansion
936620;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;28.600.000.000;20.230.000.000.000;31/07/2023;18/04/2023;04/06/2023;03/08/2023;agriculture
936195;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;90.300.000.000;20.230.000.000.000;31/07/2023;01/04/2023;12/06/2023;03/08/2023;agriculture
916201;{SAD-CERRADO};Cerrado;BAHIA;Coribe;117.600.000.000;20.230.000.000.000;01/01/2023;03/09/2022;10/02/2023;13/06/2023;agriculture
935668;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Tremedal;20.300.000.000;20.230.000.000.000;31/07/2023;14/06/2023;03/07/2023;03/08/2023;agriculture
923082;{SAD-CERRADO};Cerrado;BAHIA;Coribe;86.300.000.000;20.230.000.000.000;01/04/2023;10/02/2023;26/04/2023;13/06/2023;agriculture
925227;{SAD-CERRADO};Cerrado;BAHIA;Coribe;81.200.000.000;20.230.000.000.000;01/02/2023;13/10/2022;16/01/2023;13/06/2023;agriculture
919024;{SAD-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;71.300.000.000;20.230.000.000.000;01/03/2023;06/10/2022;10/03/2023;13/06/2023;agriculture
918788;{SAD-CERRADO};Cerrado;BAHIA;Condeúba;66.100.000.000;20.230.000.000.000;01/03/2023;07/06/2022;18/04/2023;13/06/2023;agriculture
936857;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Entre Rios;31.000.000.000;20.230.000.000.000;31/07/2023;15/04/2023;08/07/2023;03/08/2023;agriculture
920466;{SAD-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;164.000.000.000;20.230.000.000.000;01/04/2023;13/02/2023;09/05/2023;13/06/2023;agriculture
919310;{SAD-CERRADO};Cerrado;BAHIA;Catolândia;91.700.000.000;20.230.000.000.000;01/04/2023;13/02/2023;10/03/2023;13/06/2023;agriculture
924447;{SAD-CERRADO};Cerrado;BAHIA;São Desidério;7.733.300.000.000;20.230.000.000.000;01/02/2023;09/04/2022;29/04/2023;13/06/2023;agriculture
926976;{SAD-CERRADO};Cerrado;BAHIA;Riachão das Neves;82.800.000.000;20.230.000.000.000;01/02/2023;09/05/2022;10/03/2023;13/06/2023;agriculture
937119;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Jequié;238.200.000.000;20.230.000.000.000;31/07/2023;10/05/2023;05/08/2023;03/08/2023;agriculture
936997;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Canavieiras;58.800.000.000;20.230.000.000.000;31/07/2023;19/05/2023;27/06/2023;03/08/2023;agriculture
936373;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Santa Luzia;89.600.000.000;20.230.000.000.000;31/07/2023;28/04/2023;19/07/2023;03/08/2023;agriculture
889028;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;6.719.400.000.000;20.230.000.000.000;11/03/2023;30/03/2023;07/05/2023;19/05/2023;agriculture
921763;{SAD-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;1.814.300.000.000;20.230.000.000.000;01/02/2023;10/03/2023;09/05/2023;13/06/2023;agriculture
900099;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;61.000.000.000;20.230.000.000.000;01/02/2023;09/08/2022;20/04/2023;12/06/2023;agriculture
936239;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Dário Meira;0.6300000000;20.230.000.000.000;31/07/2023;12/12/2022;28/04/2023;03/08/2023;agriculture
899481;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;215.100.000.000;20.230.000.000.000;01/02/2023;17/06/2022;11/08/2022;12/06/2023;others
891972;{SAD-CAATINGA};Caatinga;BAHIA;Livramento de Nossa Senhora;53.500.000.000;20.230.000.000.000;01/01/2023;19/08/2022;27/01/2023;07/06/2023;agriculture
891919;{SAD-CAATINGA};Caatinga;BAHIA;Piritiba;27.700.000.000;20.230.000.000.000;01/01/2023;22/09/2022;26/01/2023;07/06/2023;agriculture
891969;{SAD-CAATINGA};Caatinga;BAHIA;Sítio do Mato;151.000.000.000;20.230.000.000.000;01/01/2023;02/05/2022;12/12/2022;07/06/2023;agriculture
919794;{SAD-CERRADO};Cerrado;BAHIA;Riachão das Neves;115.600.000.000;20.230.000.000.000;01/02/2023;04/04/2022;13/02/2023;13/06/2023;agriculture
899284;{SAD-CAATINGA};Caatinga;BAHIA;Pedro Alexandre;66.300.000.000;20.230.000.000.000;01/02/2023;19/07/2022;27/08/2022;12/06/2023;agriculture
926671;{SAD-CERRADO};Cerrado;BAHIA;Barreiras;20.600.000.000;20.230.000.000.000;01/02/2023;16/10/2022;23/02/2023;13/06/2023;agriculture
920806;{SAD-CERRADO};Cerrado;BAHIA;São Desidério;223.700.000.000;20.230.000.000.000;01/04/2023;05/03/2023;29/04/2023;13/06/2023;agriculture
898808;{SAD-CAATINGA};Caatinga;BAHIA;Casa Nova;88.400.000.000;20.230.000.000.000;01/01/2023;28/09/2022;09/12/2022;07/06/2023;agriculture
891949;{SAD-CAATINGA};Caatinga;BAHIA;Licínio de Almeida;34.800.000.000;20.230.000.000.000;01/01/2023;18/10/2021;02/06/2023;07/06/2023;agriculture
892892;{SAD-CAATINGA};Caatinga;BAHIA;Mundo Novo;16.000.000.000;20.230.000.000.000;01/01/2023;28/06/2022;26/01/2023;07/06/2023;ilegal_mining
892888;{SAD-CAATINGA};Caatinga;BAHIA;Urandi;11.800.000.000;20.230.000.000.000;01/01/2023;06/12/2021;18/01/2023;07/06/2023;ilegal_mining
892873;{SAD-CAATINGA};Caatinga;BAHIA;Itaguaçu da Bahia;76.100.000.000;20.230.000.000.000;01/01/2023;14/05/2022;12/01/2023;07/06/2023;agriculture
892875;{SAD-CAATINGA};Caatinga;BAHIA;Baixa Grande;47.300.000.000;20.230.000.000.000;01/01/2023;09/08/2022;21/01/2023;07/06/2023;agriculture
892879;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;161.100.000.000;20.230.000.000.000;01/01/2023;06/12/2022;10/03/2023;07/06/2023;agriculture
892860;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;0.4500000000;20.230.000.000.000;01/01/2023;10/06/2022;13/01/2023;07/06/2023;agriculture
892832;{SAD-CAATINGA};Caatinga;BAHIA;Barra da Estiva;14.800.000.000;20.230.000.000.000;01/01/2023;08/10/2022;05/02/2023;07/06/2023;ilegal_mining
892824;{SAD-CAATINGA};Caatinga;BAHIA;Itaberaba;41.200.000.000;20.230.000.000.000;01/01/2023;19/05/2022;06/04/2023;07/06/2023;agriculture
892822;{SAD-CAATINGA};Caatinga;BAHIA;Boninal;76.700.000.000;20.230.000.000.000;01/01/2023;24/04/2022;30/01/2023;07/06/2023;agriculture
892814;{SAD-CAATINGA};Caatinga;BAHIA;Coribe;38.100.000.000;20.230.000.000.000;01/01/2023;07/12/2022;24/01/2023;07/06/2023;agriculture
892915;{SAD-CAATINGA};Caatinga;BAHIA;Dom Basílio;0.5300000000;20.230.000.000.000;01/01/2023;26/03/2022;31/01/2023;07/06/2023;agriculture
892919;{SAD-CAATINGA};Caatinga;BAHIA;Licínio de Almeida;32.800.000.000;20.230.000.000.000;01/01/2023;26/03/2022;14/09/2022;07/06/2023;agriculture
892945;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;54.200.000.000;20.230.000.000.000;01/01/2023;02/06/2022;11/01/2023;07/06/2023;agriculture
892942;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;58.200.000.000;20.230.000.000.000;01/01/2023;22/05/2022;09/09/2022;07/06/2023;agriculture
892934;{SAD-CAATINGA};Caatinga;BAHIA;Brejolândia;334.700.000.000;20.230.000.000.000;01/01/2023;27/09/2022;01/01/2023;07/06/2023;agriculture
892938;{SAD-CAATINGA};Caatinga;BAHIA;Boa Vista do Tupim;122.200.000.000;20.230.000.000.000;01/01/2023;21/08/2022;31/03/2023;07/06/2023;agriculture
892808;{SAD-CAATINGA};Caatinga;BAHIA;Serra do Ramalho;34.900.000.000;20.230.000.000.000;01/01/2023;13/03/2022;25/06/2022;07/06/2023;agriculture
892784;{SAD-CAATINGA};Caatinga;BAHIA;Brotas de Macaúbas;36.200.000.000;20.230.000.000.000;01/01/2023;05/08/2022;13/01/2023;07/06/2023;agriculture
892781;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;14.100.000.000;20.230.000.000.000;01/01/2023;14/08/2022;01/01/2023;07/06/2023;agriculture
892774;{SAD-CAATINGA};Caatinga;BAHIA;Adustina;152.000.000.000;20.230.000.000.000;01/01/2023;11/07/2022;29/09/2022;07/06/2023;agriculture
892731;{SAD-CAATINGA};Caatinga;BAHIA;Rio do Pires;13.000.000.000;20.230.000.000.000;01/01/2023;07/05/2022;17/01/2023;07/06/2023;agriculture
892733;{SAD-CAATINGA};Caatinga;BAHIA;Buritirama;18.400.000.000;20.230.000.000.000;01/01/2023;10/06/2022;01/01/2023;07/06/2023;agriculture
892983;{SAD-CAATINGA};Caatinga;BAHIA;Barra;25.600.000.000;20.230.000.000.000;01/01/2023;11/05/2022;09/01/2023;07/06/2023;agriculture
892999;{SAD-CAATINGA};Caatinga;BAHIA;Paratinga;36.900.000.000;20.230.000.000.000;01/01/2023;12/05/2022;01/01/2023;07/06/2023;agriculture
892997;{SAD-CAATINGA};Caatinga;BAHIA;Sebastião Laranjeiras;11.800.000.000;20.230.000.000.000;01/01/2023;27/05/2022;03/01/2023;07/06/2023;agriculture
892971;{SAD-CAATINGA};Caatinga;BAHIA;Tucano;129.000.000.000;20.230.000.000.000;01/01/2023;11/08/2022;24/11/2022;07/06/2023;agriculture
892969;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;20.000.000.000;20.230.000.000.000;01/01/2023;07/04/2022;05/01/2023;07/06/2023;agriculture
892711;{SAD-CAATINGA};Caatinga;BAHIA;Seabra;0.9700000000;20.230.000.000.000;01/01/2023;25/01/2022;16/01/2023;07/06/2023;agriculture
893021;{SAD-CAATINGA};Caatinga;BAHIA;Oliveira dos Brejinhos;34.200.000.000;20.230.000.000.000;01/01/2023;13/06/2022;09/01/2023;07/06/2023;agriculture
892709;{SAD-CAATINGA};Caatinga;BAHIA;Seabra;50.300.000.000;20.230.000.000.000;01/01/2023;30/05/2022;26/01/2023;07/06/2023;agriculture
892647;{SAD-CAATINGA};Caatinga;BAHIA;Cícero Dantas;38.300.000.000;20.230.000.000.000;01/01/2023;16/10/2022;26/01/2023;07/06/2023;agriculture
892664;{SAD-CAATINGA};Caatinga;BAHIA;Cícero Dantas;11.900.000.000;20.230.000.000.000;01/01/2023;13/12/2022;06/03/2023;07/06/2023;agriculture
892666;{SAD-CAATINGA};Caatinga;BAHIA;Licínio de Almeida;13.900.000.000;20.230.000.000.000;01/01/2023;21/04/2022;05/03/2023;07/06/2023;agriculture
892640;{SAD-CAATINGA};Caatinga;BAHIA;Barra;23.600.000.000;20.230.000.000.000;01/01/2023;08/05/2022;01/01/2023;07/06/2023;agriculture
892671;{SAD-CAATINGA};Caatinga;BAHIA;Palmeiras;30.000.000.000;20.230.000.000.000;01/01/2023;01/04/2022;14/10/2022;07/06/2023;agriculture
927028;{SAD-CERRADO};Cerrado;BAHIA;Baianópolis;244.300.000.000;20.230.000.000.000;01/03/2023;11/01/2023;16/04/2023;13/06/2023;agriculture
926680;{SAD-CERRADO};Cerrado;BAHIA;Coribe;308.800.000.000;20.230.000.000.000;01/01/2023;10/06/2022;16/01/2023;13/06/2023;agriculture
893042;{SAD-CAATINGA};Caatinga;BAHIA;Sátiro Dias;64.000.000.000;20.230.000.000.000;01/01/2023;27/09/2022;13/12/2022;07/06/2023;agriculture
893044;{SAD-CAATINGA};Caatinga;BAHIA;Correntina;110.500.000.000;20.230.000.000.000;01/01/2023;25/02/2022;24/01/2023;07/06/2023;agriculture
893062;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;229.900.000.000;20.230.000.000.000;01/01/2023;19/12/2022;08/02/2023;07/06/2023;agriculture
893081;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;230.000.000.000;20.230.000.000.000;01/01/2023;24/03/2022;31/01/2023;07/06/2023;agriculture
893082;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;47.200.000.000;20.230.000.000.000;01/01/2023;17/11/2022;12/01/2023;07/06/2023;agriculture
893075;{SAD-CAATINGA};Caatinga;BAHIA;Seabra;13.000.000.000;20.230.000.000.000;01/01/2023;12/09/2022;06/02/2023;07/06/2023;agriculture
893066;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;0.9100000000;20.230.000.000.000;01/01/2023;30/07/2022;28/08/2022;07/06/2023;urban_expansion
893040;{SAD-CAATINGA};Caatinga;BAHIA;Andaraí;0.9000000000;20.230.000.000.000;01/01/2023;01/06/2020;23/05/2021;07/06/2023;agriculture
893101;{SAD-CAATINGA};Caatinga;BAHIA;Antônio Gonçalves;33.300.000.000;20.230.000.000.000;01/01/2023;13/05/2022;05/01/2023;07/06/2023;ilegal_mining
893094;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;13.500.000.000;20.230.000.000.000;01/01/2023;30/06/2022;30/08/2022;07/06/2023;agriculture
893033;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;35.600.000.000;20.230.000.000.000;01/01/2023;18/03/2022;11/01/2023;07/06/2023;agriculture
893032;{SAD-CAATINGA};Caatinga;BAHIA;Matina;10.400.000.000;20.230.000.000.000;01/01/2023;12/03/2022;01/05/2022;07/06/2023;agriculture
893102;{SAD-CAATINGA};Caatinga;BAHIA;Malhada;155.800.000.000;20.230.000.000.000;01/01/2023;09/05/2022;10/01/2023;07/06/2023;agriculture
893145;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;115.400.000.000;20.230.000.000.000;01/01/2023;30/05/2022;09/01/2023;07/06/2023;agriculture
893156;{SAD-CAATINGA};Caatinga;BAHIA;Malhada;64.900.000.000;20.230.000.000.000;01/01/2023;27/04/2022;17/06/2022;07/06/2023;agriculture
893204;{SAD-CAATINGA};Caatinga;BAHIA;Itaguaçu da Bahia;0.8100000000;20.230.000.000.000;01/01/2023;20/03/2022;01/01/2023;07/06/2023;agriculture
893191;{SAD-CAATINGA};Caatinga;BAHIA;Caturama;12.600.000.000;20.230.000.000.000;01/01/2023;07/05/2022;11/01/2023;07/06/2023;agriculture
893190;{SAD-CAATINGA};Caatinga;BAHIA;São Félix do Coribe;96.000.000.000;20.230.000.000.000;01/01/2023;21/04/2022;24/01/2023;07/06/2023;agriculture
893187;{SAD-CAATINGA};Caatinga;BAHIA;Ibitiara;21.100.000.000;20.230.000.000.000;01/01/2023;20/03/2022;09/01/2023;07/06/2023;agriculture
893137;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;29.900.000.000;20.230.000.000.000;01/01/2023;08/12/2022;09/02/2023;07/06/2023;agriculture
921585;{SAD-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;15.000.000.000;20.230.000.000.000;01/02/2023;18/07/2022;06/10/2022;13/06/2023;agriculture
892580;{SAD-CAATINGA};Caatinga;BAHIA;Santa Bárbara;43.500.000.000;20.230.000.000.000;01/01/2023;04/10/2022;20/04/2023;07/06/2023;agriculture
892585;{SAD-CAATINGA};Caatinga;BAHIA;Santa Rita de Cássia;67.000.000.000;20.230.000.000.000;01/01/2023;18/06/2022;02/01/2023;07/06/2023;agriculture
892672;{SAD-CAATINGA};Caatinga;BAHIA;Brumado;22.900.000.000;20.230.000.000.000;01/01/2023;10/06/2022;14/01/2023;07/06/2023;agriculture
920530;{SAD-CERRADO};Cerrado;BAHIA;Barreiras;401.500.000.000;20.230.000.000.000;01/01/2023;08/06/2022;06/10/2022;13/06/2023;agriculture
920037;{SAD-CERRADO};Cerrado;BAHIA;Riachão das Neves;34.900.000.000;20.230.000.000.000;01/02/2023;18/07/2022;13/02/2023;13/06/2023;agriculture
916845;{SAD-CERRADO};Cerrado;BAHIA;Coribe;439.000.000.000;20.230.000.000.000;01/01/2023;10/06/2022;01/04/2023;13/06/2023;agriculture
916802;{SAD-CERRADO};Cerrado;BAHIA;Caetité;0.7800000000;20.230.000.000.000;01/01/2023;11/04/2022;09/03/2023;13/06/2023;agriculture
919525;{SAD-CERRADO};Cerrado;BAHIA;Barreiras;2.562.400.000.000;20.230.000.000.000;01/02/2023;04/04/2022;23/02/2023;13/06/2023;agriculture
938846;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Tremedal;94.400.000.000;20.230.000.000.000;31/07/2023;06/02/2023;19/07/2023;03/08/2023;agriculture
938895;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Santa Terezinha;20.100.000.000;20.230.000.000.000;31/07/2023;23/08/2022;21/05/2023;03/08/2023;agriculture
938782;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Santa Luzia;70.200.000.000;20.230.000.000.000;31/07/2023;15/03/2023;19/05/2023;03/08/2023;agriculture
938761;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Alagoinhas;0.4300000000;20.230.000.000.000;31/07/2023;11/04/2023;06/07/2023;03/08/2023;agriculture
938507;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Macarani;14.000.000.000;20.230.000.000.000;31/07/2023;01/04/2023;04/06/2023;03/08/2023;agriculture
938459;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Presidente Tancredo Neves;11.500.000.000;20.230.000.000.000;31/07/2023;16/04/2023;20/05/2023;03/08/2023;agriculture
938234;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Ilhéus;0.9900000000;20.230.000.000.000;31/07/2023;16/04/2023;19/05/2023;03/08/2023;agriculture
938300;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Encruzilhada;1.298.100.000.000;20.230.000.000.000;31/07/2023;20/04/2023;04/06/2023;03/08/2023;agriculture
938231;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Mascote;0.4200000000;20.230.000.000.000;31/07/2023;02/04/2023;28/04/2023;03/08/2023;others
924904;{SAD-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;53.800.000.000;20.230.000.000.000;01/02/2023;09/05/2022;13/02/2023;13/06/2023;agriculture
938009;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Camamu;48.300.000.000;20.230.000.000.000;31/07/2023;16/04/2023;31/05/2023;03/08/2023;agriculture
937696;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Nilo Peçanha;0.5800000000;20.230.000.000.000;31/07/2023;01/02/2023;31/05/2023;03/08/2023;agriculture
937132;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Teodoro Sampaio;91.500.000.000;20.230.000.000.000;31/07/2023;20/04/2023;25/06/2023;03/08/2023;agriculture
937347;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Ribeirão do Largo;0.7200000000;20.230.000.000.000;31/07/2023;18/04/2023;05/06/2023;03/08/2023;agriculture
937315;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Itajuípe;18.300.000.000;20.230.000.000.000;31/07/2023;15/02/2023;19/05/2023;03/08/2023;urban_expansion
918257;{SAD-CERRADO};Cerrado;BAHIA;Jaborandi;1.115.500.000.000;20.230.000.000.000;01/02/2023;11/10/2022;30/03/2023;13/06/2023;agriculture
916560;{SAD-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;28.600.000.000;20.230.000.000.000;01/01/2023;06/10/2022;24/01/2023;13/06/2023;agriculture
918295;{SAD-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;44.400.000.000;20.230.000.000.000;01/03/2023;13/02/2023;29/05/2023;13/06/2023;agriculture
919859;{SAD-CERRADO};Cerrado;BAHIA;Riachão das Neves;45.900.000.000;20.230.000.000.000;01/02/2023;06/10/2022;13/02/2023;13/06/2023;agriculture
922869;{SAD-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;123.300.000.000;20.230.000.000.000;01/01/2023;11/10/2022;09/05/2023;13/06/2023;agriculture
936804;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Macarani;71.300.000.000;20.230.000.000.000;31/07/2023;04/06/2023;06/08/2023;03/08/2023;agriculture
903180;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;205.600.000.000;20.230.000.000.000;01/02/2023;07/03/2021;13/10/2021;12/06/2023;agriculture
903171;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;34.600.000.000;20.230.000.000.000;01/02/2023;04/10/2022;19/12/2022;12/06/2023;agriculture
902868;{SAD-CAATINGA};Caatinga;BAHIA;Dom Basílio;24.000.000.000;20.230.000.000.000;01/02/2023;03/10/2022;14/11/2022;12/06/2023;agriculture
902803;{SAD-CAATINGA};Caatinga;BAHIA;Sátiro Dias;58.000.000.000;20.230.000.000.000;01/02/2023;13/12/2022;17/04/2023;12/06/2023;agriculture
921872;{SAD-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;26.200.000.000;20.230.000.000.000;01/04/2023;10/03/2023;14/04/2023;13/06/2023;agriculture
887548;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;6.539.100.000.000;20.230.000.000.000;09/04/2023;18/10/2022;10/02/2023;19/05/2023;agriculture
902790;{SAD-CAATINGA};Caatinga;BAHIA;Ibicoara;24.000.000.000;20.230.000.000.000;01/02/2023;10/11/2020;26/11/2021;12/06/2023;agriculture
917462;{SAD-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;120.500.000.000;20.230.000.000.000;01/01/2023;07/08/2022;13/02/2023;13/06/2023;agriculture
